2025-02-10 08:24:16.82 | vgervais | APP_v5.O.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 14:18:02.99 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1406 secondes

2025-02-10 14:18:03.11 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0.2695 secondes

2025-02-10 14:18:03.22 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2960-4105 Québec Inc. [Mini Excavation MB] QUE45 M.B. | 
2025-02-10 14:18:03.34 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1523 secondes

2025-02-10 14:18:03.46 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 2960-4105 Québec Inc. [Mini Excavation MB] | 
2025-02-10 14:18:03.58 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0.1562 secondes

2025-02-10 14:18:10.38 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Paies | 
2025-02-10 14:18:10.50 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0.1484 secondes

2025-02-10 14:18:11.79 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .25 | 
2025-02-10 14:18:11.91 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0.1484 secondes

2025-02-10 14:18:12.03 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0.25 | 
2025-02-10 14:18:12.14 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0.1562 secondes

2025-02-10 14:18:12.75 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 14:18:12.87 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 14:18:12.98 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2960-4105 Québec Inc. [Mini Excavation MB] | 
2025-02-10 14:18:13.09 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1523 secondes

2025-02-10 14:18:13.21 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 14:18:15.20 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 2.0312 secondes

2025-02-10 14:18:15.31 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 14:18:15.52 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0.2344 secondes

2025-02-10 14:18:15.62 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 3/2025-02-10 | 
2025-02-10 14:18:15.79 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0.1953 secondes

2025-02-10 14:18:15.89 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-10 | 
2025-02-10 14:18:16.05 | Annie | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 14:18:16.16 | Annie | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 14:18:16.29 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 14:18:16.52 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0.2500 secondes

2025-02-10 14:18:16.66 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 14:18:16.85 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0.2227 secondes

2025-02-10 14:18:16.96 | Annie | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0.3438 secondes

2025-02-10 14:18:17.08 | Annie | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 14:18:17.36 | Annie | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0.3242 secondes

2025-02-10 14:18:17.52 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 14:18:17.66 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0.1797 secondes

2025-02-10 14:18:17.78 | Annie | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0.2852 secondes

2025-02-10 14:18:18.02 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-10 | 0.5352 secondes

2025-02-10 14:18:18.14 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0.6680 secondes

2025-02-10 14:18:18.27 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0.7812 secondes

2025-02-10 14:18:25.89 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Maranda Lauzon Inc. [Sandy Maranda] | 
2025-02-10 14:18:25.93 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-10 14:18:26.36 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Maranda Lauzon Inc. [Sandy Maranda] | 
2025-02-10 14:18:26.39 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0352 secondes

2025-02-10 14:18:37.03 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | morin,  | 
2025-02-10 14:18:37.13 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0.1289 secondes

2025-02-10 14:18:37.26 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-10 14:18:37.45 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Morin, Elliott Associés Ltée [Mme France Morin] MOR11 | 
2025-02-10 14:18:37.57 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1562 secondes

2025-02-10 14:18:37.68 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2032 | 
2025-02-10 14:18:37.80 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1719 secondes

2025-02-10 14:18:37.95 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0.3164 secondes

2025-02-10 14:18:38.08 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Morin, Elliott Associés Ltée [Mme France Morin] MOR11 | 
2025-02-10 14:18:38.20 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1641 secondes

2025-02-10 14:18:38.33 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Morin, Elliott Associés Ltée [Mme France Morin] | 
2025-02-10 14:18:38.45 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0.1445 secondes

2025-02-10 14:18:50.77 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Rapport de gestion de janvier 2025 | 
2025-02-10 14:18:50.89 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0.1680 secondes

2025-02-10 14:18:53.63 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .25 | 
2025-02-10 14:18:53.78 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0.1719 secondes

2025-02-10 14:18:53.89 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0.25 | 
2025-02-10 14:18:54.02 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0.1602 secondes

2025-02-10 14:18:55.26 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 14:18:55.38 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 14:18:55.49 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Morin, Elliott Associés Ltée [Mme France Morin] | 
2025-02-10 14:18:55.64 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1758 secondes

2025-02-10 14:18:55.75 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 14:18:58.13 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 2.4219 secondes

2025-02-10 14:18:58.28 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 14:18:58.47 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0.2188 secondes

2025-02-10 14:18:58.61 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 3/2025-02-10 | 
2025-02-10 14:18:58.79 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0.2031 secondes

2025-02-10 14:18:58.90 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-10 | 
2025-02-10 14:18:59.02 | Annie | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 14:18:59.13 | Annie | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 14:18:59.27 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 14:18:59.52 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0.2852 secondes

2025-02-10 14:18:59.64 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 14:18:59.83 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0.2188 secondes

2025-02-10 14:18:59.94 | Annie | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0.3359 secondes

2025-02-10 14:19:00.04 | Annie | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 14:19:00.25 | Annie | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0.2383 secondes

2025-02-10 14:19:00.36 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 14:19:00.50 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0.1797 secondes

2025-02-10 14:19:00.64 | Annie | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0.3281 secondes

2025-02-10 14:19:00.89 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-10 | 0.5547 secondes

2025-02-10 14:19:00.98 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0.6523 secondes

2025-02-10 14:19:01.09 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0.7773 secondes

2025-02-10 14:19:04.88 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Consultation Soqua Inc. [Claire Caron] SOQ10 | 
2025-02-10 14:19:04.00 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1562 secondes

2025-02-10 14:19:06.05 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Consultation Soqua Inc. [Claire Caron] | 
2025-02-10 14:19:06.17 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0.1523 secondes

2025-02-10 14:19:09.87 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Sommaire 1 | 
2025-02-10 14:19:10.00 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0.1602 secondes

2025-02-10 14:19:11.54 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .25 | 
2025-02-10 14:19:11.66 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0.1445 secondes

2025-02-10 14:19:11.77 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0.25 | 
2025-02-10 14:19:11.88 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0.1289 secondes

2025-02-10 14:19:13.16 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 14:19:13.29 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 14:19:13.41 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Consultation Soqua Inc. [Claire Caron] | 
2025-02-10 14:19:13.57 | Annie | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1953 secondes

2025-02-10 14:19:13.69 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 14:19:15.79 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 2.1406 secondes

2025-02-10 14:19:15.90 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 14:19:16.09 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0.2422 secondes

2025-02-10 14:19:16.27 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 3/2025-02-10 | 
2025-02-10 14:19:16.47 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0.2266 secondes

2025-02-10 14:19:16.62 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-10 | 
2025-02-10 14:19:16.74 | Annie | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 14:19:16.85 | Annie | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 14:19:16.97 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 14:19:17.22 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0.2891 secondes

2025-02-10 14:19:17.38 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 14:19:17.56 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0.2109 secondes

2025-02-10 14:19:17.68 | Annie | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0.3320 secondes

2025-02-10 14:19:17.81 | Annie | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 14:19:18.03 | Annie | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0.2695 secondes

2025-02-10 14:19:18.15 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 14:19:18.42 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0.3047 secondes

2025-02-10 14:19:18.58 | Annie | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0.4766 secondes

2025-02-10 14:19:18.80 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-10 | 0.6914 secondes

2025-02-10 14:19:18.91 | Annie | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0.7930 secondes

2025-02-10 14:19:19.05 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0.9258 secondes

2025-02-10 14:19:21.77 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-10 14:19:21.90 | Annie | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0.1914 secondes

2025-02-10 14:19:24.35 | Annie | APP_v5.P.0.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-10 14:19:24.53 | Annie | APP_v5.P.0.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0.2109 secondes

2025-02-10 14:19:25.26 | Annie | APP_v5.P.0.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-10 14:19:27.27 | Annie | APP_v5.P.0.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-10 14:19:27.52 | Annie | APP_v5.P.0.xlsb | modMenu:Delete_User_Active_File |  | 0.2773 secondes

2025-02-10 14:19:27.64 | Annie | APP_v5.P.0.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-10 14:34:11.23 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | tel avec sandy, analuse des ef et t2 et directive memo | 
2025-02-10 14:34:11.26 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0352 secondes

2025-02-10 14:34:13.20 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.75 | 
2025-02-10 14:34:13.23 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-10 14:34:13.26 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-10 14:34:13.28 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-10 14:34:14.06 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 14:34:14.09 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 14:34:14.11 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Maranda Lauzon Inc. [Sandy Maranda] | 
2025-02-10 14:34:14.13 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-10 14:34:14.15 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 14:34:14.90 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7500 secondes

2025-02-10 14:34:14.93 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 14:34:14.00 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0898 secondes

2025-02-10 14:34:15.04 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-10 | 
2025-02-10 14:34:15.14 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1094 secondes

2025-02-10 14:34:15.16 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 
2025-02-10 14:34:15.20 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 14:34:15.23 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 14:34:15.25 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 14:34:15.43 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1797 secondes

2025-02-10 14:34:15.46 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 14:34:15.57 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-10 14:34:15.59 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1328 secondes

2025-02-10 14:34:15.61 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 14:34:15.93 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,3242 secondes

2025-02-10 14:34:15.96 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 14:34:16.03 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0742 secondes

2025-02-10 14:34:16.05 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,0977 secondes

2025-02-10 14:34:16.14 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 0,1875 secondes

2025-02-10 14:34:16.16 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,2109 secondes

2025-02-10 14:34:16.19 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,2344 secondes

2025-02-10 14:34:23.97 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 9 | 
2025-02-10 14:34:23.00 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-10 14:34:24.04 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3984 | -1 | 
2025-02-10 14:34:24.06 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0664 secondes

2025-02-10 14:34:24.12 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[3986] |  | 0,1289 secondes

2025-02-10 14:34:24.80 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Accès Habitation [9469-9675 Québec Inc.] | 
2025-02-10 14:34:24.83 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-10 14:34:24.86 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdDelete_Click | 3986 | 
2025-02-10 14:34:24.88 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Efface_Ligne |  | 
2025-02-10 14:34:25.89 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Efface_Ligne - Le DELETE est confirmé - -3986 | -1 | 
2025-02-10 14:34:25.92 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | -3986 | 
2025-02-10 14:34:26.66 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | -3986 | 0,7422 secondes

2025-02-10 14:34:26.69 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | -3986 | 
2025-02-10 14:34:26.71 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-10 14:34:26.75 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3984 | -1 | 
2025-02-10 14:34:26.79 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0781 secondes

2025-02-10 14:34:26.83 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | -3986 | 0,1211 secondes

2025-02-10 14:34:28.74 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/10/02/25 | 
2025-02-10 14:34:28.86 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1172 secondes

2025-02-10 14:34:28.88 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/10/02/25 | 
2025-02-10 14:34:28.92 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 14:34:28.95 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 14:34:28.97 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 14:34:29.11 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1367 secondes

2025-02-10 14:34:29.14 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 14:34:29.24 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-10 14:34:29.27 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1289 secondes

