2025-02-20 06:25:56.35 | Guillaume | APP_v6.A.1.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 

2025-02-20 12:03:28.81 | Annie | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0.8945 secondes

2025-02-20 12:03:28.96 | Annie | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 12:03:29.21 | Annie | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0.2734 secondes

2025-02-20 12:03:29.30 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 12:03:29.44 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0.1641 secondes

2025-02-20 12:03:29.53 | Annie | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 1.7227 secondes

2025-02-20 12:03:29.77 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-20 | 2.0977 secondes

2025-02-20 12:03:29.86 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 5.3242 secondes

2025-02-20 12:03:29.96 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 5.5312 secondes

2025-02-20 12:03:33.63 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | garr | 
2025-02-20 12:03:33.73 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0.1289 secondes

2025-02-20 12:03:33.84 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-20 12:03:34.04 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Constructions Gilles Garry Inc. [Gilles Garry] GAR10 | 
2025-02-20 12:03:34.14 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1289 secondes

2025-02-20 12:03:34.24 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2018 | 
2025-02-20 12:03:34.34 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1445 secondes

2025-02-20 12:03:34.47 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0.6602 secondes

2025-02-20 12:03:34.57 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Constructions Gilles Garry Inc. [Gilles Garry] GAR10 | 
2025-02-20 12:03:34.68 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1445 secondes

2025-02-20 12:03:34.80 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Constructions Gilles Garry Inc. [Gilles Garry] | 
2025-02-20 12:03:34.90 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0.1445 secondes

2025-02-20 12:03:41.80 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Paies et DAS de février  | 
2025-02-20 12:03:41.92 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0.1484 secondes

2025-02-20 12:03:46.60 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5	 | 
2025-02-20 12:03:46.73 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0.1641 secondes

2025-02-20 12:03:46.84 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 0.50 | 
2025-02-20 12:03:46.96 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0.1445 secondes

2025-02-20 12:03:48.54 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Paies et DAS de février | 
2025-02-20 12:03:48.65 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0.1406 secondes

2025-02-20 12:03:48.78 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 12:03:48.87 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 12:03:48.98 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Constructions Gilles Garry Inc. [Gilles Garry] | 
2025-02-20 12:03:49.09 | Annie | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0.1406 secondes

2025-02-20 12:03:49.20 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 12:03:51.48 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 2.3164 secondes

2025-02-20 12:03:51.59 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 12:03:51.75 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0.1797 secondes

2025-02-20 12:03:51.84 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 3/2025-02-20 | 
2025-02-20 12:03:52.06 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0.2422 secondes

2025-02-20 12:03:52.16 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-20 | 
2025-02-20 12:03:52.30 | Annie | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 12:03:52.39 | Annie | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 12:03:52.50 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 12:03:52.77 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0.3047 secondes

2025-02-20 12:03:52.89 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 12:03:53.13 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0.2773 secondes

2025-02-20 12:03:53.24 | Annie | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0.8828 secondes

2025-02-20 12:03:53.35 | Annie | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 12:03:53.59 | Annie | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0.2695 secondes

2025-02-20 12:03:53.69 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 12:03:53.85 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0.1914 secondes

2025-02-20 12:03:53.95 | Annie | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 1.6836 secondes

2025-02-20 12:03:54.19 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 3/2025-02-20 | 2.0625 secondes

2025-02-20 12:03:54.29 | Annie | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 5.4453 secondes

2025-02-20 12:03:54.39 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 5.6445 secondes

2025-02-20 12:04:00.26 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-20 12:04:00.41 | Annie | APP_v6.A.1.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0.1758 secondes

2025-02-20 12:04:01.71 | Annie | APP_v6.A.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-20 12:04:01.82 | Annie | APP_v6.A.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0.1406 secondes

2025-02-20 12:04:02.46 | Annie | APP_v6.A.1.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-20 12:04:04.08 | Annie | APP_v6.A.1.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-20 12:04:04.27 | Annie | APP_v6.A.1.xlsb | modMenu:Delete_User_Active_File |  | 0.2188 secondes

2025-02-20 12:04:04.38 | Annie | APP_v6.A.1.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-20 14:15:40.73 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | CANPLE | 
2025-02-20 14:15:40.78 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0547 secondes

2025-02-20 14:15:40.90 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-20 14:15:40.96 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Industries Canplex Ltée [Marco Stocchero] | 
2025-02-20 14:15:41.00 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-20 14:15:41.04 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1516 | 
2025-02-20 14:15:41.08 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-20 14:15:41.12 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2227 secondes

2025-02-20 14:15:41.15 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Industries Canplex Ltée [Marco Stocchero] | 
2025-02-20 14:15:41.19 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-20 14:15:41.23 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Industries Canplex Ltée [Marco Stocchero] | 
2025-02-20 14:15:41.27 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0430 secondes

2025-02-20 14:15:54.33 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Préparation fichier pouyr amendé | 
2025-02-20 14:15:54.39 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0586 secondes

2025-02-20 14:15:57.98 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .6 | 
2025-02-20 14:15:58.02 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0469 secondes

2025-02-20 14:15:58.06 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 0,60 | 
2025-02-20 14:15:58.10 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-20 14:15:59.22 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 14:15:59.26 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 14:15:59.30 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Industries Canplex Ltée [Marco Stocchero] | 
2025-02-20 14:15:59.34 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-20 14:15:59.38 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 14:16:00.09 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7148 secondes

2025-02-20 14:16:00.13 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 14:16:00.20 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0781 secondes

2025-02-20 14:16:00.24 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-20 | 
2025-02-20 14:16:00.33 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0977 secondes

2025-02-20 14:16:00.37 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-20 | 
2025-02-20 14:16:00.41 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 14:16:00.45 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 14:16:00.49 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 14:16:00.63 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-20 14:16:00.68 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 14:16:00.76 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0938 secondes

2025-02-20 14:16:00.80 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3555 secondes

2025-02-20 14:16:00.84 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 14:16:00.99 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1523 secondes

2025-02-20 14:16:01.03 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 14:16:01.09 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0742 secondes

2025-02-20 14:16:01.14 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7305 secondes

2025-02-20 14:16:01.24 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-20 | 0,8750 secondes

2025-02-20 14:16:01.28 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,0234 secondes

2025-02-20 14:16:01.32 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,0977 secondes

2025-02-20 14:16:01.79 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 0 | 
2025-02-20 14:16:01.83 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-20 14:16:01.88 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4243 | -1 | 
2025-02-20 14:16:01.91 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0898 secondes

2025-02-20 14:16:01.98 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4244] |  | 0,1953 secondes

2025-02-20 14:16:02.59 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | z_Administratif_Autres non chargeables | 
2025-02-20 14:16:02.63 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0508 secondes

2025-02-20 14:16:20.80 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Suivis/dossiers/planning  + Signature Desj + convos téléphoniqiqye Olivier | 
2025-02-20 14:16:20.85 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-20 14:16:23.43 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.1 | 
2025-02-20 14:16:23.48 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0469 secondes

2025-02-20 14:16:23.51 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 1,10 | 
2025-02-20 14:16:23.55 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-20 14:16:24.80 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdUpdate_Click | 4244 | 
2025-02-20 14:16:24.84 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-20 14:16:24.88 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4244 | 
2025-02-20 14:16:25.55 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4244 | 0,6797 secondes

2025-02-20 14:16:25.59 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4244 | 
2025-02-20 14:16:25.63 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-20 14:16:25.69 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4243 | -1 | 
2025-02-20 14:16:25.73 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1055 secondes

2025-02-20 14:16:25.80 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4244 | 0,2188 secondes

2025-02-20 14:16:25.84 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/20-02-2025 | 
2025-02-20 14:16:25.95 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-20 14:16:25.98 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/20-02-2025 | 
2025-02-20 14:16:26.03 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 14:16:26.06 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 14:16:26.10 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 14:16:26.21 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1211 secondes

2025-02-20 14:16:26.25 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 14:16:26.36 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-20 14:16:26.39 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3359 secondes

2025-02-20 14:16:26.43 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 14:16:26.55 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1250 secondes

2025-02-20 14:16:26.59 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 14:16:26.64 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-20 14:16:26.68 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6602 secondes

2025-02-20 14:16:26.80 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/20-02-2025 | 0,8164 secondes

2025-02-20 14:16:26.84 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,0117 secondes

2025-02-20 14:16:26.89 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,0977 secondes

2025-02-20 14:17:23.16 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 3 | 
2025-02-20 14:17:23.21 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-20 14:17:23.27 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4246 | -1 | 
2025-02-20 14:17:23.32 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1133 secondes

2025-02-20 14:17:23.38 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4249] |  | 0,2305 secondes

2025-02-20 14:17:23.82 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 2 | 
2025-02-20 14:17:23.85 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-20 14:17:23.90 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4245 | -1 | 
2025-02-20 14:17:23.94 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0938 secondes

2025-02-20 14:17:24.01 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4248] |  | 0,1953 secondes

2025-02-20 14:17:25.20 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Ébénisterie DSL Inc. [Nadia Béland] | 
2025-02-20 14:17:25.25 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-20 14:17:27.13 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 5 | 
2025-02-20 14:17:27.17 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0508 secondes

2025-02-20 14:17:27.21 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 5,00 | 
2025-02-20 14:17:27.25 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-20 14:17:29.52 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5 | 
2025-02-20 14:17:29.55 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0469 secondes

2025-02-20 14:17:29.59 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-20 14:17:29.63 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-20 14:17:30.72 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdUpdate_Click | 4248 | 
2025-02-20 14:17:30.76 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-20 14:17:30.80 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4248 | 
2025-02-20 14:17:31.50 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4248 | 0,7188 secondes

2025-02-20 14:17:31.55 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4248 | 
2025-02-20 14:17:31.59 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-20 14:17:31.64 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4245 | -1 | 
2025-02-20 14:17:31.68 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0938 secondes

2025-02-20 14:17:31.74 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4248 | 0,1992 secondes

2025-02-20 14:17:31.78 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/20-02-2025 | 
2025-02-20 14:17:31.88 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1016 secondes

2025-02-20 14:17:31.91 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/20-02-2025 | 
2025-02-20 14:17:31.96 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 14:17:32.00 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 14:17:32.05 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 14:17:32.16 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1172 secondes

2025-02-20 14:17:32.20 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 14:17:32.33 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1289 secondes

2025-02-20 14:17:32.36 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3711 secondes

2025-02-20 14:17:32.41 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 14:17:32.55 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1367 secondes

2025-02-20 14:17:32.59 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 14:17:32.64 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-20 14:17:32.68 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7227 secondes

2025-02-20 14:17:32.79 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/20-02-2025 | 0,8789 secondes

2025-02-20 14:17:32.82 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,0664 secondes

2025-02-20 14:17:32.86 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,1406 secondes

