2025-02-13 22:48:25.98 | vgervais | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-14 12:48:57.46 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 1,0938 secondes

2025-02-14 12:48:57.49 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 
2025-02-14 12:48:57.70 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 12:48:57.73 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 12:48:57.75 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 12:48:57.94 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,2070 secondes

2025-02-14 12:48:57.98 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 12:48:58.20 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,2227 secondes

2025-02-14 12:48:58.22 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,5000 secondes

2025-02-14 12:48:58.24 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 12:49:00.66 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 2,4258 secondes

2025-02-14 12:49:00.68 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 12:49:01.25 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,5742 secondes

2025-02-14 12:49:01.28 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 3,5742 secondes

2025-02-14 12:49:01.34 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 3,8477 secondes

2025-02-14 12:49:01.36 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 6,8398 secondes

2025-02-14 12:49:01.38 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 6,8789 secondes

2025-02-14 12:49:19.55 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-14 12:49:19.60 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0,0508 secondes

2025-02-14 12:49:20.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-14 12:49:20.83 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0352 secondes

2025-02-14 12:49:21.45 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-14 12:49:22.76 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-14 12:49:22.79 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Delete_User_Active_File |  | 0,0391 secondes

2025-02-14 12:49:22.82 | GuillaumeCharron | APP_v5.P.4.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-14 14:01:44.38 | GuillaumeCharron | APP_v5.P.4.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-14 14:01:44.41 | GuillaumeCharron | APP_v5.P.4.xlsb | Validation d'accès serveur terminée |  | 0,0039 secondes

2025-02-14 14:01:44.43 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-14 14:01:44.48 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:CreateUserActiveFile |  | 0,0586 secondes

2025-02-14 14:01:44.51 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-14 14:01:44.60 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:SetupUserDateFormat |  | 0,0977 secondes

2025-02-14 14:01:44.62 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:BackupMasterFile |  | 
2025-02-14 14:01:45.36 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:BackupMasterFile |  | 0,7383 secondes

2025-02-14 14:01:45.38 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-14 14:01:45.66 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,2891 secondes

2025-02-14 14:01:45.75 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-14 14:01:45.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0312 secondes

2025-02-14 14:01:45.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:CodeEssentielDepart |  | 1,4258 secondes

2025-02-14 14:01:45.92 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:menuTEC_Click |  | 
2025-02-14 14:01:45.97 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:menuTEC_Click |  | 0,0547 secondes

2025-02-14 14:01:46.56 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-14 14:01:46.62 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0820 secondes

2025-02-14 14:01:46.66 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-14 14:01:46.69 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 
2025-02-14 14:01:47.35 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 
2025-02-14 14:01:47.37 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 0,0195 secondes

2025-02-14 14:01:47.39 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 
2025-02-14 14:01:47.41 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 0,0195 secondes

2025-02-14 14:01:47.47 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 0,7852 secondes

2025-02-14 14:01:47.49 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 
2025-02-14 14:01:49.22 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 1,7383 secondes

2025-02-14 14:01:49.26 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 2,5938 secondes

2025-02-14 14:01:50.52 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-14 14:01:50.54 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0234 secondes

2025-02-14 14:01:50.94 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-14 14:01:50.96 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date | 14/02/25, 600, 15 | 
2025-02-14 14:01:50.98 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date |  | 0,0234 secondes

2025-02-14 14:01:50.00 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0625 secondes

2025-02-14 14:01:51.02 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-14 14:01:51.04 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/14/02/25 | 
2025-02-14 14:01:52.01 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,9805 secondes

2025-02-14 14:01:52.04 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 
2025-02-14 14:01:52.25 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 14:01:52.27 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 14:01:52.29 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 14:01:52.48 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1914 secondes

2025-02-14 14:01:52.51 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 14:01:52.72 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,2188 secondes

2025-02-14 14:01:52.75 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4727 secondes

2025-02-14 14:01:52.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 14:01:55.13 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 2,3633 secondes

2025-02-14 14:01:55.15 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 14:01:55.64 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,4961 secondes

2025-02-14 14:01:55.66 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 3,4102 secondes

2025-02-14 14:01:55.79 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 3,7539 secondes

2025-02-14 14:01:55.80 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 4,7930 secondes

2025-02-14 14:02:01.43 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Groupe Millénium Micro Inc. [Carl Paquin] Millenium | 
2025-02-14 14:02:01.45 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-14 14:02:01.72 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Groupe Millénium Micro Inc. [Carl Paquin] | 
2025-02-14 14:02:01.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-14 14:02:21.76 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | videoconférence pour Philippe intégration | 
2025-02-14 14:02:21.79 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-14 14:02:22.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.5 | 
2025-02-14 14:02:22.79 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-14 14:02:22.81 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-14 14:02:22.83 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-14 14:02:37.70 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | videoconférence pour Philippe intégration et échanges | 
2025-02-14 14:02:37.73 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0391 secondes

2025-02-14 14:02:38.68 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.754 | 
2025-02-14 14:02:38.71 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-14 14:02:38.73 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-14 14:02:38.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-14 14:02:40.19 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-14 14:02:40.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-14 14:02:40.24 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Groupe Millénium Micro Inc. [Carl Paquin] | 
2025-02-14 14:02:40.26 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-14 14:02:40.28 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-14 14:02:41.12 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8438 secondes

2025-02-14 14:02:41.15 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-14 14:02:42.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 1,0352 secondes

2025-02-14 14:02:42.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-14 | 
2025-02-14 14:02:43.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,9766 secondes

2025-02-14 14:02:43.20 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 
2025-02-14 14:02:43.43 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 14:02:43.45 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 14:02:43.47 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 14:02:43.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,3320 secondes

2025-02-14 14:02:43.83 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 14:02:44.05 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,2227 secondes

2025-02-14 14:02:44.07 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,6250 secondes

2025-02-14 14:02:44.09 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 14:02:46.52 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 2,4297 secondes

2025-02-14 14:02:46.54 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 14:02:47.03 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,5000 secondes

2025-02-14 14:02:47.05 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 3,6367 secondes

2025-02-14 14:02:47.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 3,9883 secondes

2025-02-14 14:02:47.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 6,9961 secondes

2025-02-14 14:02:47.23 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 7,0430 secondes

2025-02-14 14:02:47.82 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-14 14:02:47.87 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0,0508 secondes

2025-02-14 14:02:49.07 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-14 14:02:49.11 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0391 secondes

2025-02-14 14:09:18.29 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:menuTEC_Click |  | 
2025-02-14 14:09:18.33 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:menuTEC_Click |  | 0,0508 secondes

2025-02-14 14:09:18.96 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-14 14:09:19.01 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0625 secondes

2025-02-14 14:09:19.05 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-14 14:09:19.07 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 
2025-02-14 14:09:19.69 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 
2025-02-14 14:09:19.71 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 0,0234 secondes

2025-02-14 14:09:19.73 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 
2025-02-14 14:09:19.75 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 0,0234 secondes

2025-02-14 14:09:19.82 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 0,7539 secondes

2025-02-14 14:09:19.84 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 
2025-02-14 14:09:21.47 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 1,6328 secondes

2025-02-14 14:09:21.50 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 2,4609 secondes

2025-02-14 14:09:23.48 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-14 14:09:23.50 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0234 secondes

2025-02-14 14:09:23.84 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-14 14:09:23.86 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date | 14/02/25, 600, 15 | 
2025-02-14 14:09:23.88 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date |  | 0,0234 secondes

2025-02-14 14:09:23.90 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0625 secondes

2025-02-14 14:09:23.93 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-14 14:09:23.94 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/14/02/25 | 
2025-02-14 14:09:24.88 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,9414 secondes

2025-02-14 14:09:24.90 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 
2025-02-14 14:09:25.11 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 14:09:25.12 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 14:09:25.16 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 14:09:25.34 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1797 secondes

2025-02-14 14:09:25.36 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 14:09:25.56 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,2070 secondes

2025-02-14 14:09:25.59 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4648 secondes

2025-02-14 14:09:25.61 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 14:09:27.89 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 2,2852 secondes

2025-02-14 14:09:27.91 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 14:09:28.35 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,4414 secondes

2025-02-14 14:09:28.37 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 3,2695 secondes

2025-02-14 14:09:28.54 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 3,6445 secondes

2025-02-14 14:09:28.56 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 4,6406 secondes

2025-02-14 14:09:31.02 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Sécurauto-Plus Inc. [Richard JR Loiseau] Sécure | 
2025-02-14 14:09:31.04 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-14 14:09:31.40 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Sécurauto-Plus Inc. [Richard JR Loiseau] | 
2025-02-14 14:09:31.42 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0234 secondes

2025-02-14 14:09:37.81 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | suivi avec le client à sa demande | 
2025-02-14 14:09:37.84 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-14 14:09:38.54 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.4 | 
2025-02-14 14:09:38.57 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-14 14:09:38.59 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,40 | 
2025-02-14 14:09:38.61 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-14 14:09:39.72 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-14 14:09:39.74 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-14 14:09:39.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Sécurauto-Plus Inc. [Richard JR Loiseau] | 
2025-02-14 14:09:39.79 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0195 secondes

2025-02-14 14:09:39.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-14 14:09:40.63 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8242 secondes

2025-02-14 14:09:40.64 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-14 14:09:41.57 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,9219 secondes

2025-02-14 14:09:41.59 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-14 | 
2025-02-14 14:09:42.50 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,9219 secondes

2025-02-14 14:09:42.53 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 
2025-02-14 14:09:42.74 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 14:09:42.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 14:09:42.79 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 14:09:43.01 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,2227 secondes

2025-02-14 14:09:43.04 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 14:09:43.24 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,2070 secondes

