2024-12-04 04:18:14.10 | GuillaumeCharron | APP_v5.F.3.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****

2024-12-04 14:00:25.99 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 2.1836 sec.

2024-12-04 14:00:26.07 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick = 2.3398 sec.

2024-12-04 14:00:26.16 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 14:00:26.23 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.0898 sec.

2024-12-04 14:00:26.31 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 4.6016 sec.

2024-12-04 14:00:26.40 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click = 4.7578 sec.

2024-12-04 14:00:33.89 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick(04-11-2024 au 10-11-2024)
2024-12-04 14:00:33.98 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(04-11-2024 au 10-11-2024)
2024-12-04 14:00:34.09 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-10-11)
2024-12-04 14:00:34.19 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 14:00:34.28 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 14:00:34.70 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4453 sec.

2024-12-04 14:00:34.78 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 14:00:35.09 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.3203 sec.

2024-12-04 14:00:35.16 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 0.9922 sec.

2024-12-04 14:00:35.25 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 14:00:35.55 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.3125 sec.

2024-12-04 14:00:35.64 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 14:00:35.77 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.1484 sec.

2024-12-04 14:00:35.85 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.7773 sec.

2024-12-04 14:00:36.01 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 14:00:36.09 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.1016 sec.

2024-12-04 14:00:36.18 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 2.2070 sec.

2024-12-04 14:00:36.26 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick = 2.3828 sec.

2024-12-04 14:00:58.50 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click(28-10-2024 au 03-11-2024)
2024-12-04 14:00:58.59 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(28-10-2024 au 03-11-2024)
2024-12-04 14:00:58.69 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-03-11)
2024-12-04 14:00:58.77 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 14:00:58.88 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 14:00:59.23 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.3711 sec.

2024-12-04 14:00:59.33 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 14:00:59.67 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.3594 sec.

2024-12-04 14:00:59.77 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 1.0078 sec.

2024-12-04 14:00:59.84 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 14:01:00.11 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.3047 sec.

2024-12-04 14:01:00.22 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 14:01:00.42 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.2148 sec.

2024-12-04 14:01:00.51 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.8320 sec.

2024-12-04 14:01:00.63 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 14:01:00.71 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.0938 sec.

2024-12-04 14:01:00.84 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 2.2734 sec.

2024-12-04 14:01:00.93 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click = 2.4414 sec.

2024-12-04 14:01:01.07 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick(28-10-2024 au 03-11-2024)
2024-12-04 14:01:01.15 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(28-10-2024 au 03-11-2024)
2024-12-04 14:01:01.29 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7 - 2024-03-11)
2024-12-04 14:01:01.37 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All
2024-12-04 14:01:01.44 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2024-12-04 14:01:01.87 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = 0.4492 sec.

2024-12-04 14:01:01.96 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2024-12-04 14:01:02.20 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = 0.2578 sec.

2024-12-04 14:01:02.27 | Annie | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_TdB_Update_All = 0.9258 sec.

2024-12-04 14:01:02.36 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF
2024-12-04 14:01:02.64 | Annie | APP_v5.G.0.xlsb | modStatsHeures:Stats_Heures_AF = 0.3008 sec.

2024-12-04 14:01:02.73 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables
2024-12-04 14:01:02.89 | Annie | APP_v5.G.0.xlsb | modAppli:UpdatePivotTables = 0.1797 sec.

2024-12-04 14:01:02.96 | Annie | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 1.6875 sec.

2024-12-04 14:01:03.04 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine
2024-12-04 14:01:03.16 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:AddColonnesSemaine = 0.1445 sec.

2024-12-04 14:01:03.27 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick = 2.1562 sec.

2024-12-04 14:01:03.39 | Annie | APP_v5.G.0.xlsb | ufStatsHeures:lbxDatesSemaines_DblClick = 2.3281 sec.

2024-12-04 14:01:25.16 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Terminate
2024-12-04 14:01:25.28 | Annie | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Terminate = 0.1367 sec.

2024-12-04 14:03:46.03 | Annie | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu
2024-12-04 14:03:46.14 | Annie | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu = 0.1328 sec.

2024-12-04 14:03:49.30 | Annie | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu
2024-12-04 14:03:49.40 | Annie | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu = 0.1133 sec.

2024-12-04 14:03:49.48 | Annie | APP_v5.G.0.xlsb | modMenu:Delete_User_Active_File
2024-12-04 14:03:49.65 | Annie | APP_v5.G.0.xlsb | modMenu:Delete_User_Active_File = 0.1992 sec.

2024-12-04 14:03:49.78 | Annie | APP_v5.G.0.xlsb | ***** Session terminée NORMALEMENT (modMenu:Exit_After_Saving) *****

2024-12-04 14:10:11.08 | Guillaume | APP_v5.G.0.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****
2024-12-04 14:10:11.29 | Guillaume | APP_v5.G.0.xlsb | ThisWorkbook:Create_User_Active_File
2024-12-04 14:10:11.68 | Guillaume | APP_v5.G.0.xlsb | ThisWorkbook:Create_User_Active_File = 0,5039 sec.

2024-12-04 14:10:13.94 | Guillaume | APP_v5.G.0.xlsb | modAppli:Write_Info_On_Main_Menu
2024-12-04 14:10:14.23 | Guillaume | APP_v5.G.0.xlsb | modAppli:Write_Info_On_Main_Menu = 0,3984 sec.

2024-12-04 14:10:14.46 | Guillaume | APP_v5.G.0.xlsb | ThisWorkbook:Workbook_Open = 3,4922 sec.

2024-12-04 14:10:18.06 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Activate
2024-12-04 14:10:18.27 | Guillaume | APP_v5.G.0.xlsb | modImport:Client_List_Import_All
2024-12-04 14:10:19.32 | Guillaume | APP_v5.G.0.xlsb | modImport:Client_List_Import_All = 1,1680 sec.

2024-12-04 14:10:19.50 | Guillaume | APP_v5.G.0.xlsb | modImport:TEC_Import_All
2024-12-04 14:10:20.89 | Guillaume | APP_v5.G.0.xlsb | modImport:TEC_Import_All = 1,5000 sec.

2024-12-04 14:10:21.08 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Activate = 3,1289 sec.

2024-12-04 14:10:22.91 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2024-12-04 14:10:23.10 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = 0,3047 sec.

2024-12-04 14:10:23.81 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-04 14:10:23.98 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date(04/12/24, 90, 15)
2024-12-04 14:10:24.15 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date = 0,2695 sec.

2024-12-04 14:10:24.32 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = 0,6211 sec.

2024-12-04 14:10:24.50 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-04 14:10:24.69 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/04/12/24
2024-12-04 14:10:24.94 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,3789 sec.

2024-12-04 14:10:25.14 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/04/12/24
2024-12-04 14:10:25.35 | Guillaume | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - GC)
2024-12-04 14:10:25.54 | Guillaume | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3047 sec.

2024-12-04 14:10:25.80 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/04/12/24 = 0,7578 sec.

2024-12-04 14:10:25.97 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate = 1,5898 sec.

2024-12-04 14:10:32.61 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Concept P.O.S. Inc. [Mathieu St-Germain]]
2024-12-04 14:10:32.79 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Concept P.O.S. Inc. [Mathieu St-Germain]
2024-12-04 14:10:32.97 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1709 = 0,3008 sec.

2024-12-04 14:10:33.16 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,6562 sec.

2024-12-04 14:11:01.07 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[courriels sur repartir le processus]
2024-12-04 14:11:01.27 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,3164 sec.

2024-12-04 14:11:07.50 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.75]
2024-12-04 14:11:07.67 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,2930 sec.

2024-12-04 14:11:07.86 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2024-12-04 14:11:08.03 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,2812 sec.

2024-12-04 14:11:08.68 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-04 14:11:08.86 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-04 14:11:09.07 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-04 14:11:10.93 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 1,9609 sec.

2024-12-04 14:11:11.11 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-04 14:11:11.34 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,3281 sec.

2024-12-04 14:11:11.51 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-04
2024-12-04 14:11:11.76 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,3594 sec.

2024-12-04 14:11:11.95 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-04
2024-12-04 14:11:12.15 | Guillaume | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6 - GC)
2024-12-04 14:11:12.37 | Guillaume | APP_v5.G.0.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3555 sec.

2024-12-04 14:11:12.64 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-04 = 0,7930 sec.

2024-12-04 14:11:12.81 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 4,0664 sec.

2024-12-04 14:11:12.00 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmdAdd_Click = 4,4336 sec.

2024-12-04 14:11:22.29 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Terminate
2024-12-04 14:11:22.49 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Terminate = 0,3086 sec.

2024-12-04 15:30:51.92 | Guillaume | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu
2024-12-04 15:30:52.15 | Guillaume | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu = 0,3516 sec.

2024-12-04 15:30:53.99 | Guillaume | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu
2024-12-04 15:30:54.18 | Guillaume | APP_v5.G.0.xlsb | modAppli:Hide_All_Worksheets_Except_Menu = 0,3125 sec.

2024-12-04 15:30:54.41 | Guillaume | APP_v5.G.0.xlsb | modMenu:Delete_User_Active_File
2024-12-04 15:30:54.78 | Guillaume | APP_v5.G.0.xlsb | modMenu:Delete_User_Active_File = 0,4844 sec.

2024-12-04 15:30:54.96 | Guillaume | APP_v5.G.0.xlsb | ***** Session terminée NORMALEMENT (modMenu:Exit_After_Saving) *****

2024-12-04 16:44:29.35 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Activate
2024-12-04 16:44:29.61 | Guillaume | APP_v5.G.0.xlsb | modImport:Client_List_Import_All
2024-12-04 16:44:30.89 | Guillaume | APP_v5.G.0.xlsb | modImport:Client_List_Import_All = 1,4102 sec.

2024-12-04 16:44:31.09 | Guillaume | APP_v5.G.0.xlsb | modImport:TEC_Import_All
2024-12-04 16:44:32.71 | Guillaume | APP_v5.G.0.xlsb | modImport:TEC_Import_All = 1,7500 sec.

2024-12-04 16:44:32.93 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:UserForm_Activate = 3,7109 sec.

2024-12-04 16:44:34.39 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2024-12-04 16:44:34.60 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = 0,3477 sec.

2024-12-04 16:44:35.15 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-04 16:44:35.36 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date(04/12/24, 90, 15)
2024-12-04 16:44:35.59 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date = 0,3594 sec.

2024-12-04 16:44:35.80 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = 0,7812 sec.

2024-12-04 16:44:36.01 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-04 16:44:36.22 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/04/12/24
2024-12-04 16:44:36.52 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,4336 sec.

2024-12-04 16:44:36.73 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/04/12/24
2024-12-04 16:44:37.04 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/lan = 0,4453 sec.

2024-12-04 16:44:37.24 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate = 1,3633 sec.

2024-12-04 16:44:40.28 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[]
2024-12-04 16:44:40.51 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 
2024-12-04 16:44:40.72 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1679 = 0,3438 sec.

2024-12-04 16:44:40.93 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,7773 sec.

2024-12-04 16:44:43.03 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-04 16:44:43.24 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date(, 90, 15)
2024-12-04 16:44:43.45 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Complete_Date = 0,3516 sec.

2024-12-04 16:44:43.68 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = 0,7812 sec.

2024-12-04 16:44:43.90 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-04 16:44:44.14 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/04/12/24
2024-12-04 16:44:44.41 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,4102 sec.

2024-12-04 16:44:44.62 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/04/12/24
2024-12-04 16:44:44.93 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/04/12/24 = 0,4453 sec.

2024-12-04 16:44:45.14 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate = 1,3711 sec.

2024-12-04 16:44:48.38 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Les entreprises Lanthier et Papineau Inc. [Alain Lanthier]]
2024-12-04 16:44:48.59 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Les entreprises Lanthier et Papineau Inc. [Alain Lanthier]
2024-12-04 16:44:48.79 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1675 = 0,3242 sec.

2024-12-04 16:44:48.98 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,7344 sec.

2024-12-04 16:45:03.34 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[révision de memo et dates avec Vlad et envoi à Marie-Claude]
2024-12-04 16:45:03.56 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,3516 sec.

2024-12-04 16:45:04.42 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.75]
2024-12-04 16:45:04.62 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,3359 sec.

2024-12-04 16:45:04.83 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2024-12-04 16:45:05.03 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,3320 sec.

2024-12-04 16:45:05.94 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-04 16:45:06.15 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-04 16:45:06.37 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-04 16:45:08.34 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 2,1055 sec.

2024-12-04 16:45:08.55 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-04 16:45:08.80 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,3945 sec.

2024-12-04 16:45:09.02 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-04
2024-12-04 16:45:09.29 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,3984 sec.

2024-12-04 16:45:09.52 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-04
2024-12-04 16:45:09.82 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-04 = 0,4297 sec.

2024-12-04 16:45:10.02 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 4,0039 sec.

2024-12-04 16:45:10.23 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmdAdd_Click = 4,4180 sec.

2024-12-04 16:45:14.32 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[0]
2024-12-04 16:45:14.57 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2024-12-04 16:45:14.84 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2794
2024-12-04 16:45:15.06 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = 0,6484 sec.

2024-12-04 16:45:15.33 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:lsbHresJour_dblClick[2795] = 1,1484 sec.

2024-12-04 16:45:17.20 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Acier Altitube Inc. [Philippe Robillard]]
2024-12-04 16:45:17.42 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Acier Altitube Inc. [Philippe Robillard]
2024-12-04 16:45:17.63 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1350 = 0,3438 sec.

2024-12-04 16:45:17.84 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,7695 sec.

2024-12-04 16:58:11.65 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[15]
2024-12-04 16:58:11.89 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,3828 sec.

2024-12-04 16:58:12.11 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit[15,00]
2024-12-04 16:58:12.34 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:txtHeures_Exit = 0,3594 sec.

2024-12-04 16:58:13.39 | Guillaume | APP_v5.G.0.xlsb | ufSaisieHeures:cmdUpdate_Click[2795]
2024-12-04 16:58:13.61 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2024-12-04 16:58:13.82 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - Acier Altitube Inc. [Philippe Robillard]
2024-12-04 16:58:14.05 | Guillaume | APP_v5.G.0.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1350 = 0,3789 sec.

2024-12-04 16:58:14.28 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(2795)
2024-12-04 16:58:16.37 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 2795 = 2,2227 sec.

2024-12-04 16:58:16.59 | Guillaume | APP_v5.G.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(2795)
