2024-10-04 05:43:54.4600 | Guillaume | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty | 31
2024-10-04 14:37:52.1100 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 14:37:52.1400 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 14:37:52.1700 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 14:37:52.3600 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 14:37:52.7900 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 14:37:52.9100 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 14:37:52.9500 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 14:38:52.9900 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 14:38:53.0200 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 14:38:53.0500 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 14:38:53.2400 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 14:38:53.6900 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 14:38:53.8100 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 14:38:53.8400 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 15:12:25.5900 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 15:12:25.6600 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 15:12:25.7400 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 15:12:26.4700 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 15:12:27.5600 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 15:12:27.8300 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:12:27.9100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 15:13:52.1100 | Guillaume | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty | 31
2024-10-04 15:13:53.2000 | Guillaume | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '04/10/24' | type = String | 31
2024-10-04 15:13:53.3500 | Guillaume | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '04/10/24' | type = Date | 31
2024-10-04 15:13:53.4400 | Guillaume | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '04/10/24' | type = Date | 31
2024-10-04 15:13:53.5100 | Guillaume | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '04/10/24' | Vrai | 31
2024-10-04 15:13:53.7400 | Guillaume | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '04/10/24' | type = String | 31
2024-10-04 15:13:53.8200 | Guillaume | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '04/10/24' | type = String | 31
2024-10-04 15:13:53.8900 | Guillaume | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '04/10/24' | type = Date | 31
2024-10-04 15:13:54.0100 | Guillaume | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:13:54.1800 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:13:54.2500 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 15:31:31.6300 | Guillaume | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty | 31
2024-10-04 15:31:32.2500 | Guillaume | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '04/10/24' | type = String | 31
2024-10-04 15:31:32.3900 | Guillaume | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '04/10/24' | type = Date | 31
2024-10-04 15:31:32.4900 | Guillaume | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '04/10/24' | type = Date | 31
2024-10-04 15:31:32.5900 | Guillaume | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '04/10/24' | Vrai | 31
2024-10-04 15:31:32.8400 | Guillaume | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '04/10/24' | type = String | 31
2024-10-04 15:31:32.9100 | Guillaume | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '04/10/24' | type = String | 31
2024-10-04 15:31:32.9900 | Guillaume | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '04/10/24' | type = Date | 31
2024-10-04 15:31:33.0700 | Guillaume | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:31:33.2300 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:31:33.3100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 15:31:55.6600 | Guillaume | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '03/10' | type = String | 31
2024-10-04 15:31:55.8200 | Guillaume | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '03/10/24' | type = Date | 31
2024-10-04 15:31:55.9100 | Guillaume | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '03/10/24' | type = Date | 31
2024-10-04 15:31:55.9800 | Guillaume | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '04/10/24' | Vrai | 31
2024-10-04 15:31:56.2100 | Guillaume | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String | 31
2024-10-04 15:31:56.2800 | Guillaume | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '03/10/2024' | type = String | 31
2024-10-04 15:31:56.3600 | Guillaume | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '03/10/24' | type = Date | 31
2024-10-04 15:31:56.4500 | Guillaume | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '03/10/24' | type = Date | 31
2024-10-04 15:31:56.6000 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/10/24' | type = Date | 31
2024-10-04 15:31:56.6800 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/10/24' | type = Date | 31
2024-10-04 15:32:17.5200 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String | 31
2024-10-04 15:32:17.5900 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String | 31
2024-10-04 15:32:17.6600 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String | 31
2024-10-04 15:32:18.6000 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '03/10/24' | type = Date | 31
2024-10-04 15:32:19.6600 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '03/10/24' | type = Date | 31
2024-10-04 15:32:19.9300 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/10/24' | type = Date | 31
2024-10-04 15:32:20.0200 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/10/24' | type = Date | 31
2024-10-04 15:32:22.9300 | Guillaume | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '04/10' | type = String | 31
2024-10-04 15:32:23.0800 | Guillaume | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '04/10/24' | type = Date | 31
2024-10-04 15:32:23.1600 | Guillaume | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '04/10/24' | type = Date | 31
2024-10-04 15:32:23.2400 | Guillaume | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '04/10/24' | Vrai | 31
2024-10-04 15:32:23.5200 | Guillaume | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 15:32:23.5900 | Guillaume | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '04/10/2024' | type = String | 31
2024-10-04 15:32:23.6700 | Guillaume | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '04/10/24' | type = Date | 31
2024-10-04 15:32:23.7700 | Guillaume | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:32:23.9400 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:32:24.0400 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 15:33:59.1600 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 15:33:59.2300 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 15:33:59.3200 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 15:34:00.0300 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 15:34:01.0900 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 15:34:01.3600 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:34:01.4500 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 15:42:28.2700 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 15:42:28.3500 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 15:42:28.4300 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 15:42:29.2200 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 15:42:30.3600 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 15:42:30.6300 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 15:42:30.7100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 15:53:28.1500 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 15:53:28.5600 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 15:53:28.7700 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 15:53:28.8000 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:17:42.3400 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 16:17:43.1600 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 16:17:43.6600 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 16:17:43.7400 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 16:17:53.0300 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 16:17:53.8800 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 16:17:54.3400 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 16:17:54.4100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 16:19:17.3500 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-04-2024' | type = String | 31
2024-10-04 16:19:17.3800 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 16:19:17.4100 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 16:19:17.6500 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-04-10' | type = Date | 31
2024-10-04 16:19:18.1100 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-04-10' | type = Date | 31
2024-10-04 16:19:18.2300 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:19:18.2600 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:19:31.1700 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-24' | type = String | 31
2024-10-04 16:19:31.2300 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-24' | type = Date | 31
2024-10-04 16:19:31.2600 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-24' | type = Date | 31
2024-10-04 16:19:31.2900 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 16:19:38.3500 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:19:38.4100 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 16:19:38.4400 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 16:19:38.5000 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 16:19:38.5900 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:19:38.6300 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-04' | type = String | 31
2024-10-04 16:19:38.6600 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-04' | type = Date | 31
2024-10-04 16:19:38.7000 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:19:38.7700 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:19:38.7900 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:24:21.3400 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:24:21.3700 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 16:24:21.4000 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:24:21.6100 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:24:22.0700 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:24:22.1900 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:24:22.2200 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:35:26.5900 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 16:35:26.6700 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 16:35:26.7500 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '04/10/2024' | type = String | 31
2024-10-04 16:35:27.4800 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '04/10/24' | type = Date | 31
2024-10-04 16:35:28.5600 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '04/10/24' | type = Date | 31
2024-10-04 16:35:28.8400 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '04/10/24' | type = Date | 31
2024-10-04 16:35:28.9100 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '04/10/24' | type = Date | 31
2024-10-04 16:37:52.5900 | User | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty | 31
2024-10-04 16:37:54.8700 | User | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:37:54.9600 | User | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 16:37:55.0200 | User | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-04' | type = Date | 31
2024-10-04 16:37:55.0700 | User | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-04' | Vrai | 31
2024-10-04 16:37:55.2200 | User | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:37:55.2700 | User | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-04' | type = String | 31
2024-10-04 16:37:55.3100 | User | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-04' | type = Date | 31
2024-10-04 16:37:55.3800 | User | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:37:55.4700 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:37:55.5200 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:38:17.7300 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:38:17.7900 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 16:38:17.8400 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:38:18.2200 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:38:18.9800 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:38:19.1900 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:38:19.2400 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:38:46.4800 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:38:46.5400 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 16:38:46.5800 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:38:47.0000 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:38:47.7000 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:38:47.9200 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:38:47.9800 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:40:33.3200 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:40:33.3600 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 16:40:33.4100 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:40:33.8900 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:40:34.5900 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:40:34.7900 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:40:34.8400 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:41:13.9800 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:41:14.0200 | User | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 4 | type = String | 31
2024-10-04 16:41:14.0700 | User | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
2024-10-04 16:41:14.4500 | User | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:41:15.2000 | User | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-04' | type = Date | 31
2024-10-04 16:41:15.4000 | User | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-04' | type = Date | 31
2024-10-04 16:41:15.4500 | User | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-04' | type = Date | 31
2024-10-04 16:41:37.5200 | User | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-04' | type = String | 31
