2024-10-01 07:51:08 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-01 15:19:24 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:29:23 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:29:24 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:29:24 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:29:24 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:32:31 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-01 15:32:31 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 15:32:31 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:32:32 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:32:32 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:32:32 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:32:32 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:40:39 | GuillaumeCharron | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-01 15:40:41 | GuillaumeCharron | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:40:41 | GuillaumeCharron | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 15:40:41 | GuillaumeCharron | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 15:40:41 | GuillaumeCharron | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '01/10/24' | Vrai
2024-10-01 15:40:41 | GuillaumeCharron | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:40:41 | GuillaumeCharron | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '01/10/24' | type = String
2024-10-01 15:40:41 | GuillaumeCharron | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '01/10/24' | type = Date
2024-10-01 15:40:41 | GuillaumeCharron | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:40:41 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:40:41 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:40:58 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:40:58 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 15:40:58 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:40:58 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:40:59 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:40:59 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:40:59 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 15:45:43 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:45:43 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 15:45:43 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 15:45:43 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 15:45:44 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 15:45:44 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 15:45:44 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 16:32:51 | GuillaumeCharron | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-01 16:32:52 | GuillaumeCharron | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 16:32:52 | GuillaumeCharron | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 16:32:52 | GuillaumeCharron | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 16:32:52 | GuillaumeCharron | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '01/10/24' | Vrai
2024-10-01 16:32:52 | GuillaumeCharron | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 16:32:52 | GuillaumeCharron | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '01/10/24' | type = String
2024-10-01 16:32:52 | GuillaumeCharron | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '01/10/24' | type = Date
2024-10-01 16:32:52 | GuillaumeCharron | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 16:32:52 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 16:32:52 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 16:41:10 | GuillaumeCharron | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-01 16:41:11 | GuillaumeCharron | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 16:41:11 | GuillaumeCharron | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 16:41:11 | GuillaumeCharron | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '01/10/24' | type = Date
2024-10-01 16:41:11 | GuillaumeCharron | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '01/10/24' | Vrai
2024-10-01 16:41:11 | GuillaumeCharron | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 16:41:11 | GuillaumeCharron | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '01/10/24' | type = String
2024-10-01 16:41:11 | GuillaumeCharron | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '01/10/24' | type = Date
2024-10-01 16:41:11 | GuillaumeCharron | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 16:41:11 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 16:41:11 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 16:41:27 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 16:41:27 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 16:41:27 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 16:41:27 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 16:41:28 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 16:41:28 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 16:41:28 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 16:44:44 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 16:44:45 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 16:44:45 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 16:44:45 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 16:56:25 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 16:56:25 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 16:56:26 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 16:56:26 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 17:05:03 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/2024' | type = String
2024-10-01 17:05:03 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 17:05:03 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '01/10/24' | type = String
2024-10-01 17:05:03 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '01/10/24' | type = Date
2024-10-01 17:05:04 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '01/10/24' | type = Date
2024-10-01 17:05:04 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '01/10/24' | type = Date
2024-10-01 17:05:04 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '01/10/24' | type = Date
2024-10-01 17:19:20 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-01-2024' | type = String
2024-10-01 17:19:20 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 1 | type = String
2024-10-01 17:19:20 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-01' | type = String
2024-10-01 17:19:20 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 17:19:21 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 17:19:21 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 17:19:21 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 17:40:37 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 17:40:38 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 17:40:38 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 17:40:38 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 17:43:37 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 17:43:38 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 17:43:38 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 17:43:38 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-01 17:44:19 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-01' | type = Date
2024-10-01 17:44:20 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-01' | type = Date
2024-10-01 17:44:20 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-01 17:44:20 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
