2025-02-19 07:51:01.22 | vgervais | APP_v6.A.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-19 14:26:35.14 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-19 14:26:35.18 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Acier Altitube Inc. [Philippe Robillard] | 
2025-02-19 14:26:35.21 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 14:26:35.25 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-19 14:26:35.95 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7070 secondes

2025-02-19 14:26:35.00 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-19 14:26:36.07 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0820 secondes

2025-02-19 14:26:36.11 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-19 | 
2025-02-19 14:26:36.21 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0977 secondes

2025-02-19 14:26:36.25 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-19 | 
2025-02-19 14:26:36.29 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-19 14:26:36.33 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-19 14:26:36.37 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-19 14:26:36.52 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1523 secondes

2025-02-19 14:26:36.56 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-19 14:26:36.65 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0938 secondes

2025-02-19 14:26:36.69 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3672 secondes

2025-02-19 14:26:36.73 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-19 14:26:36.88 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1562 secondes

2025-02-19 14:26:36.92 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-19 14:26:37.00 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0898 secondes

2025-02-19 14:26:37.04 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7578 secondes

2025-02-19 14:26:37.18 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-19 | 0,9336 secondes

2025-02-19 14:26:37.21 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,0742 secondes

2025-02-19 14:26:37.25 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,1562 secondes

2025-02-19 15:17:29.64 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | ébéniste | 
2025-02-19 15:17:29.70 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0547 secondes

2025-02-19 15:17:29.85 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-19 15:17:29.91 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Ébénisterie DSL Inc. [Nadia Béland] | 
2025-02-19 15:17:29.95 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-19 15:17:29.98 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1808 | 
2025-02-19 15:17:30.02 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 15:17:30.06 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2148 secondes

2025-02-19 15:17:30.09 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Ébénisterie DSL Inc. [Nadia Béland] | 
2025-02-19 15:17:30.13 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 15:17:30.18 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Ébénisterie DSL Inc. [Nadia Béland] | 
2025-02-19 15:17:30.22 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0430 secondes

2025-02-19 15:17:53.70 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | RÉvision les résolutions et envoi des commentaires | 
2025-02-19 15:17:53.75 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-19 15:17:56.80 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .6 | 
2025-02-19 15:17:56.84 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0469 secondes

2025-02-19 15:17:56.88 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit | 0,60 | 
2025-02-19 15:17:56.92 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-19 15:17:58.27 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-19 15:17:58.31 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-19 15:17:58.34 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Ébénisterie DSL Inc. [Nadia Béland] | 
2025-02-19 15:17:58.40 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-19 15:17:58.44 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-19 15:17:59.12 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,6836 secondes

2025-02-19 15:17:59.16 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-19 15:17:59.23 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0742 secondes

2025-02-19 15:17:59.26 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-19 | 
2025-02-19 15:17:59.36 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-19 15:17:59.40 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-19 | 
2025-02-19 15:17:59.45 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-19 15:17:59.48 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-19 15:17:59.52 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-19 15:17:59.67 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1484 secondes

2025-02-19 15:17:59.71 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-19 15:17:59.80 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0977 secondes

2025-02-19 15:17:59.84 | vgervais | APP_v6.A.1.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3594 secondes

2025-02-19 15:17:59.88 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-19 15:18:00.02 | vgervais | APP_v6.A.1.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1523 secondes

2025-02-19 15:18:00.06 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-19 15:18:00.11 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0547 secondes

2025-02-19 15:18:00.14 | vgervais | APP_v6.A.1.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7031 secondes

2025-02-19 15:18:00.27 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-19 | 0,8711 secondes

2025-02-19 15:18:00.30 | vgervais | APP_v6.A.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 1,9961 secondes

2025-02-19 15:18:00.34 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,0742 secondes

2025-02-19 15:33:14.66 | User | APP_v6.A.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-19 15:33:14.72 | User | APP_v6.A.xlsb | Validation d'accès serveur terminée |  | 0,0039 secondes

2025-02-19 15:33:14.76 | User | APP_v6.A.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-19 15:33:14.86 | User | APP_v6.A.xlsb | modAppli:CreateUserActiveFile |  | 0,1094 secondes

2025-02-19 15:33:14.91 | User | APP_v6.A.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-19 15:33:14.99 | User | APP_v6.A.xlsb | modAppli:SetupUserDateFormat |  | 0,0898 secondes

2025-02-19 15:33:15.04 | User | APP_v6.A.xlsb | modAppli:BackupMasterFile |  | 
2025-02-19 15:33:15.48 | User | APP_v6.A.xlsb | modAppli:BackupMasterFile |  | 0,4492 secondes

2025-02-19 15:33:15.52 | User | APP_v6.A.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-19 15:33:15.73 | User | APP_v6.A.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,2109 secondes

2025-02-19 15:33:15.81 | User | APP_v6.A.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-19 15:33:15.87 | User | APP_v6.A.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0586 secondes

2025-02-19 15:33:15.92 | User | APP_v6.A.xlsb | modAppli:CodeEssentielDepart |  | 1,2773 secondes

2025-02-19 15:33:22.49 | User | APP_v6.A.xlsb | modMenu:menuComptabilité |  | 
2025-02-19 15:33:22.61 | User | APP_v6.A.xlsb | modMenu:menuComptabilité |  | 0,1211 secondes

2025-02-19 15:33:26.41 | User | APP_v6.A.xlsb | wshENC_Saisie:Worksheet_Activate |  | 
2025-02-19 15:33:26.47 | User | APP_v6.A.xlsb | modImport:Client_List_Import_All |  | 
2025-02-19 15:33:27.04 | User | APP_v6.A.xlsb | modImport:ResizeTable |  | 
2025-02-19 15:33:27.09 | User | APP_v6.A.xlsb | modImport:ResizeTable |  | 0,0547 secondes

2025-02-19 15:33:27.13 | User | APP_v6.A.xlsb | modImport:ApplyFormatting |  | 
2025-02-19 15:33:27.21 | User | APP_v6.A.xlsb | modImport:ApplyFormatting |  | 0,0859 secondes

2025-02-19 15:33:27.31 | User | APP_v6.A.xlsb | modImport:Client_List_Import_All |  | 0,8477 secondes

2025-02-19 15:33:27.35 | User | APP_v6.A.xlsb | modImport:FAC_Comptes_Clients_Import_All |  | 
2025-02-19 15:33:27.99 | User | APP_v6.A.xlsb | modImport:FAC_Comptes_Clients_Import_All |  | 0,6445 secondes

2025-02-19 15:33:28.05 | User | APP_v6.A.xlsb | modImport:FAC_Détails_Import_All |  | 
2025-02-19 15:33:28.86 | User | APP_v6.A.xlsb | modImport:FAC_Détails_Import_All |  | 0,8047 secondes

2025-02-19 15:33:28.90 | User | APP_v6.A.xlsb | modImport:FAC_Entête_Import_All |  | 
2025-02-19 15:33:29.37 | User | APP_v6.A.xlsb | modImport:FAC_Entête_Import_All |  | 0,4766 secondes

2025-02-19 15:33:29.41 | User | APP_v6.A.xlsb | modImport:ENC_Détails_Import_All |  | 
2025-02-19 15:33:29.88 | User | APP_v6.A.xlsb | modImport:ENC_Détails_Import_All |  | 0,4766 secondes

2025-02-19 15:33:29.92 | User | APP_v6.A.xlsb | modImport:ENC_Entête_Import_All |  | 
2025-02-19 15:33:30.35 | User | APP_v6.A.xlsb | modImport:ENC_Entête_Import_All |  | 0,4297 secondes

2025-02-19 15:33:30.39 | User | APP_v6.A.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-19 15:33:31.30 | User | APP_v6.A.xlsb | modImport:GL_Trans_Import_All |  | 0,9062 secondes

2025-02-19 15:33:31.38 | User | APP_v6.A.xlsb | modDev_Utils:SetTabOrder | wshENC_Saisie | 
2025-02-19 15:33:31.44 | User | APP_v6.A.xlsb | modDev_Utils:SetTabOrder |  | 0,0625 secondes

2025-02-19 15:33:31.48 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes |  | 
2025-02-19 15:33:31.54 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes |  | 0,0664 secondes

2025-02-19 15:33:31.78 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date | 19-02-2025, 30, 0 | 
2025-02-19 15:33:31.83 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date |  | 0,0547 secondes

2025-02-19 15:33:31.92 | User | APP_v6.A.xlsb | wshENC_Saisie:Worksheet_Activate |  | 5,5156 secondes

2025-02-19 15:33:42.08 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes |  | 
2025-02-19 15:33:42.15 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes |  | 0,0820 secondes

2025-02-19 15:33:42.20 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Get_OS_Invoices |  | 
2025-02-19 15:33:42.32 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Get_OS_Invoices_With_AF |  | 
2025-02-19 15:33:42.86 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Get_OS_Invoices_With_AF |  | 0,5430 secondes

2025-02-19 15:33:43.11 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_Check_Boxes |  | 
2025-02-19 15:33:43.20 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_Check_Boxes |  | 0,1055 secondes

2025-02-19 15:33:43.25 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Get_OS_Invoices |  | 1,0625 secondes

2025-02-19 15:33:50.01 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date | 2025-02-19, 30, 0 | 
2025-02-19 15:33:50.07 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date |  | 0,0664 secondes

2025-02-19 15:34:12.80 | User | APP_v6.A.xlsb | modENC_Saisie:MAJ_Encaissement |  | 
2025-02-19 15:34:12.86 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_DB_Entete |  | 
2025-02-19 15:34:13.56 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_DB_Entete |  | 0,7031 secondes

2025-02-19 15:34:13.61 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_Locally_Entete |  | 
2025-02-19 15:34:14.57 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_Locally_Entete |  | 0,9688 secondes

2025-02-19 15:34:14.61 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_DB_Details |  | 
2025-02-19 15:34:15.34 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_DB_Details |  | 0,7734 secondes

2025-02-19 15:34:15.42 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_Locally_Details |  | 
2025-02-19 15:34:16.16 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Add_Locally_Details |  | 0,7500 secondes

2025-02-19 15:34:16.21 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Update_DB_Comptes_Clients |  | 
2025-02-19 15:34:16.87 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Update_DB_Comptes_Clients |  | 0,6641 secondes

2025-02-19 15:34:16.91 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Update_Locally_Comptes_Clients |  | 
2025-02-19 15:34:17.11 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Update_Locally_Comptes_Clients |  | 0,2031 secondes

2025-02-19 15:34:17.39 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_GL_Posting_DB |  | 
2025-02-19 15:34:18.10 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_GL_Posting_DB |  | 0,7148 secondes

2025-02-19 15:34:18.15 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_GL_Posting_Locally |  | 
2025-02-19 15:34:20.35 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_GL_Posting_Locally |  | 2,1992 secondes

2025-02-19 15:34:24.60 | User | APP_v6.A.xlsb | modENC_Saisie:Encaissement_Add_New |  | 
2025-02-19 15:34:24.66 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Clear_Cells |  | 
2025-02-19 15:34:25.04 | User | APP_v6.A.xlsb | modENC_Saisie:ENC_Clear_Cells |  | 0,3867 secondes

2025-02-19 15:34:25.09 | User | APP_v6.A.xlsb | modENC_Saisie:Encaissement_Add_New |  | 0,4883 secondes

2025-02-19 15:34:25.14 | User | APP_v6.A.xlsb | modENC_Saisie:MAJ_Encaissement |  | 12,3398 secondes

2025-02-19 15:34:28.72 | User | APP_v6.A.xlsb | wshGL_EJ:Worksheet_Activate |  | 
2025-02-19 15:34:28.77 | User | APP_v6.A.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-19 15:34:31.02 | User | APP_v6.A.xlsb | modImport:GL_Trans_Import_All |  | 2,2656 secondes

2025-02-19 15:34:31.07 | User | APP_v6.A.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 
2025-02-19 15:34:31.46 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 
2025-02-19 15:34:32.02 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Recurrente_Build_Summary |  | 0,5703 secondes

2025-02-19 15:34:32.13 | User | APP_v6.A.xlsb | modImport:GL_EJ_Recurrente_Import_All |  | 1,0586 secondes

2025-02-19 15:34:32.27 | User | APP_v6.A.xlsb | modDev_Utils:SetTabOrder | wshGL_EJ | 
2025-02-19 15:34:32.36 | User | APP_v6.A.xlsb | modDev_Utils:SetTabOrder |  | 0,0898 secondes

2025-02-19 15:34:32.41 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 
2025-02-19 15:34:32.64 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 0,2305 secondes

2025-02-19 15:34:32.80 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date | 19-02-2025, 999, 15 | 
2025-02-19 15:34:32.85 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date |  | 0,0508 secondes

2025-02-19 15:34:32.95 | User | APP_v6.A.xlsb | wshGL_EJ:Worksheet_Activate |  | 4,2422 secondes

2025-02-19 15:34:43.79 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date | 2025-02-19, 999, 15 | 
2025-02-19 15:34:43.86 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date |  | 0,0742 secondes

2025-02-19 15:34:58.34 | User | APP_v6.A.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Avances avec Guillaume Charron | 
2025-02-19 15:34:58.40 | User | APP_v6.A.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 2200 | -1 | 
2025-02-19 15:34:58.45 | User | APP_v6.A.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1133 secondes

2025-02-19 15:35:07.96 | User | APP_v6.A.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | Encaisse | 
2025-02-19 15:35:08.01 | User | APP_v6.A.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 1000 | -1 | 
2025-02-19 15:35:08.06 | User | APP_v6.A.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description |  | 0,1016 secondes

2025-02-19 15:35:11.26 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Update |  | 
2025-02-19 15:35:11.32 | User | APP_v6.A.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 
2025-02-19 15:35:12.09 | User | APP_v6.A.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 0,7812 secondes

2025-02-19 15:35:12.15 | User | APP_v6.A.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally |  | 
2025-02-19 15:35:12.20 | User | APP_v6.A.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally - r = 10 | -1 | 
2025-02-19 15:35:13.34 | User | APP_v6.A.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally - i = 9 | -1 | 
2025-02-19 15:35:14.51 | User | APP_v6.A.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally - i = 10 | -1 | 
2025-02-19 15:35:14.57 | User | APP_v6.A.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally |  | 2,4219 secondes

2025-02-19 15:35:14.68 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 
2025-02-19 15:35:15.01 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 0,3398 secondes

2025-02-19 15:35:16.94 | User | APP_v6.A.xlsb | modGL_EJ:GL_EJ_Update |  | 5,6836 secondes

2025-02-19 15:35:24.77 | User | APP_v6.A.xlsb | wshGL_BV:Worksheet_Activate |  | 
2025-02-19 15:35:24.82 | User | APP_v6.A.xlsb | modImport:GL_Trans_Import_All |  | 
2025-02-19 15:35:27.00 | User | APP_v6.A.xlsb | modImport:GL_Trans_Import_All |  | 2,1875 secondes

2025-02-19 15:35:27.31 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date | , 999, 15 | 
2025-02-19 15:35:27.35 | User | APP_v6.A.xlsb | modFunctions:Fn_Complete_Date |  | 0,0508 secondes

2025-02-19 15:35:27.50 | User | APP_v6.A.xlsb | modGL_BV:GL_Trial_Balance_Build | GL_BV 2025-02-19 | 
2025-02-19 15:35:27.71 | User | APP_v6.A.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF |  - De 2024-07-31 à 2025-02-19 | 
2025-02-19 15:35:29.09 | User | APP_v6.A.xlsb | modGL_Stuff:GL_Get_Account_Trans_AF |  | 1,3906 secondes

2025-02-19 15:35:33.43 | User | APP_v6.A.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 
2025-02-19 15:35:33.53 | User | APP_v6.A.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 0,1094 secondes

2025-02-19 15:35:33.57 | User | APP_v6.A.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 
2025-02-19 15:35:33.66 | User | APP_v6.A.xlsb | modGL_BV:GL_BV_Display_TB_Totals |  | 0,0977 secondes

2025-02-19 15:35:34.40 | User | APP_v6.A.xlsb | modGL_BV:GL_Trial_Balance_Build |  | 6,9023 secondes

2025-02-19 15:35:34.48 | User | APP_v6.A.xlsb | wshGL_BV:Worksheet_Activate |  | 9,7188 secondes

2025-02-19 15:35:43.96 | User | APP_v6.A.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-19 15:35:44.03 | User | APP_v6.A.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0703 secondes

2025-02-19 15:35:44.91 | User | APP_v6.A.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-19 15:35:46.93 | User | APP_v6.A.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-19 15:35:47.08 | User | APP_v6.A.xlsb | modMenu:Delete_User_Active_File |  | 0,1562 secondes

2025-02-19 15:35:47.13 | User | APP_v6.A.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-19 15:38:56.22 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | yol | 
2025-02-19 15:38:56.28 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0703 secondes

2025-02-19 15:38:56.38 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-19 15:38:56.44 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Yola RX Consultants Inc. [Yola Moride] | 
2025-02-19 15:38:56.48 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 15:38:56.51 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1526 | 
2025-02-19 15:38:56.55 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-19 15:38:56.59 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2188 secondes

2025-02-19 15:38:56.63 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client | Yola RX Consultants Inc. [Yola Moride] | 
2025-02-19 15:38:56.66 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-19 15:38:56.70 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Yola RX Consultants Inc. [Yola Moride] | 
2025-02-19 15:38:56.74 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0430 secondes

2025-02-19 15:39:06.73 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Répondre courriel dividende | 
2025-02-19 15:39:06.78 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-19 15:39:07.98 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .3 | 
2025-02-19 15:39:08.02 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0469 secondes

