2024-12-29 08:22:28.04 | Guillaume | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2024-12-29 08:35:44.55 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account(1000 De 31/07/24 à 29/12/24)
2024-12-29 08:35:50.08 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour
2024-12-29 08:35:50.12 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour = '0,0449 secondes'

2024-12-29 08:35:50.27 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account = '5,7266 secondes'

2024-12-29 08:39:07.64 | GuillaumeCharron | APP_v5.J.xlsb | wshGL_BV:Worksheet_Activate
2024-12-29 08:39:07.68 | GuillaumeCharron | APP_v5.J.xlsb | modImport:GL_Trans_Import_All
2024-12-29 08:39:08.01 | GuillaumeCharron | APP_v5.J.xlsb | modImport:GL_Trans_Import_All = '0,3359 secondes'

2024-12-29 08:39:08.08 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(, 999, 15)
2024-12-29 08:39:08.11 | GuillaumeCharron | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0,0352 secondes'

2024-12-29 08:39:08.14 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_Trial_Balance_Build(29/12/24)
2024-12-29 08:39:08.19 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Rapport:GL_Get_Account_Trans_AF( - De 31/07/24 à 29/12/24)
2024-12-29 08:39:08.29 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Rapport:GL_Get_Account_Trans_AF = '0,1113 secondes'

2024-12-29 08:39:08.59 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2024-12-29 08:39:08.62 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals = '0,0352 secondes'

2024-12-29 08:39:08.64 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals
2024-12-29 08:39:08.67 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_TB_Totals = '0,0332 secondes'

2024-12-29 08:39:09.14 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_Trial_Balance_Build = '0,9980 secondes'

2024-12-29 08:39:09.17 | GuillaumeCharron | APP_v5.J.xlsb | wshGL_BV:Worksheet_Activate = '1,5312 secondes'

2024-12-29 08:39:12.13 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape
2024-12-29 08:39:12.18 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape = '0,0547 secondes'

2024-12-29 08:39:12.21 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account(1000 De 31/07/24 à 29/12/24)
2024-12-29 08:39:18.35 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour
2024-12-29 08:39:18.38 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Ajouter_Shape_Retour = '0,0391 secondes'

2024-12-29 08:39:18.53 | GuillaumeCharron | APP_v5.J.xlsb | modGL_BV:GL_BV_Display_Trans_For_Selected_Account = '6,3281 secondes'

2024-12-29 08:42:16.12 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape
2024-12-29 08:42:16.19 | GuillaumeCharron | APP_v5.J.xlsb | modGL_Stuff:GL_BV_Effacer_Zone_Et_Shape = '0,0723 secondes'

2024-12-29 08:42:18.89 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2024-12-29 08:42:18.93 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu = '0,0430 secondes'

2024-12-29 08:42:19.74 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:SauvegarderEtSortirApplication
2024-12-29 08:42:21.07 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:Delete_User_Active_File
2024-12-29 08:42:21.11 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:Delete_User_Active_File = '0,0410 secondes'

2024-12-29 08:42:21.13 | GuillaumeCharron | APP_v5.J.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

