2025-01-09 09:52:45.77 | GuillaumeCharron | APP_v5.L.1.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-09 15:54:33.23 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Succession Ronald Dufresne [Investissements Rodu Ltée]
2025-01-09 15:54:33.25 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1734 *** = '0,0234 secondes'

2025-01-09 15:54:33.27 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(3344)
2025-01-09 15:54:33.64 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 3344 *** = '0,3750 secondes'

2025-01-09 15:54:33.67 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(3344)
2025-01-09 15:54:33.69 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2025-01-09 15:54:33.73 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 3340
2025-01-09 15:54:33.75 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID *** = '0,0664 secondes'

2025-01-09 15:54:33.82 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 3344 *** = '0,1523 secondes'

2025-01-09 15:54:33.84 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/09/01/2025
2025-01-09 15:54:33.94 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1055 secondes'

2025-01-09 15:54:33.96 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/2025
2025-01-09 15:54:34.02 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 15:54:34.04 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 15:54:34.06 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 15:54:34.18 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1211 secondes'

2025-01-09 15:54:34.21 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 15:54:34.37 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1641 secondes'

2025-01-09 15:54:34.39 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3555 secondes'

2025-01-09 15:54:34.41 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 15:54:34.72 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,3086 secondes'

2025-01-09 15:54:34.75 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 15:54:34.81 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0703 secondes'

2025-01-09 15:54:34.84 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8281 secondes'

2025-01-09 15:54:34.91 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/2025 *** = '0,9531 secondes'

2025-01-09 15:54:34.94 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne *** = '1,7344 secondes'

2025-01-09 15:54:34.96 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdUpdate_Click *** = '1,7852 secondes'

2025-01-09 16:05:12.92 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9002-3383 Québec Inc. [Docteur du pare-brise ]]
2025-01-09 16:05:12.96 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9002-3383 Québec Inc. [Docteur du pare-brise ]
2025-01-09 16:05:12.98 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1416 *** = '0,0312 secondes'

2025-01-09 16:05:13.01 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0938 secondes'

2025-01-09 16:05:45.26 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[question de julie la comptable sur les transactions à comptabiliser pour l'état financiers de 9002 vs l'état de la situation]
2025-01-09 16:05:45.29 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0352 secondes'

2025-01-09 16:05:46.66 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.4]
2025-01-09 16:05:46.69 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0352 secondes'

2025-01-09 16:05:46.72 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit[0,40]
2025-01-09 16:05:46.74 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0273 secondes'

2025-01-09 16:06:00.63 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[question de julie la comptable sur les transactions à comptabiliser pour l'état financiers de 9002 vs l'état de la situation - analyse + répondre courriels]
2025-01-09 16:06:00.66 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0352 secondes'

2025-01-09 16:06:02.21 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.75]
2025-01-09 16:06:02.24 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0312 secondes'

2025-01-09 16:06:02.27 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2025-01-09 16:06:02.30 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0273 secondes'

2025-01-09 16:06:03.59 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-09 16:06:03.62 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-09 16:06:03.64 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-09 16:06:04.04 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,4062 secondes'

2025-01-09 16:06:04.07 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-09 16:06:04.14 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0781 secondes'

2025-01-09 16:06:04.17 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2025-01-09
2025-01-09 16:06:04.34 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1797 secondes'

2025-01-09 16:06:04.38 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09
2025-01-09 16:06:04.45 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 16:06:04.47 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 16:06:04.50 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 16:06:04.64 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1445 secondes'

2025-01-09 16:06:04.67 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 16:06:04.85 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1875 secondes'

2025-01-09 16:06:04.88 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,4141 secondes'

2025-01-09 16:06:04.90 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 16:06:05.23 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,3359 secondes'

2025-01-09 16:06:05.26 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 16:06:05.32 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0703 secondes'

2025-01-09 16:06:05.35 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,9062 secondes'

2025-01-09 16:06:05.43 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09 *** = '1,0586 secondes'

2025-01-09 16:06:05.46 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne *** = '1,8477 secondes'

2025-01-09 16:06:05.48 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,8984 secondes'

2025-01-09 16:07:35.48 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-09 16:07:35.52 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Terminate *** = '0,0508 secondes'

2025-01-09 16:07:36.46 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-09 16:07:36.50 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0391 secondes'

2025-01-09 16:07:37.43 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:menuComptabilite_Click
2025-01-09 16:07:37.48 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:menuComptabilite_Click *** = '0,0547 secondes'

2025-01-09 16:07:38.66 | GuillaumeCharron | APP_v5.L.1.xlsb | wshDEB_Saisie:Worksheet_Activate
2025-01-09 16:07:38.68 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Fournisseur_List_Import_All
2025-01-09 16:07:38.99 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Fournisseur_List_Import_All *** = '0,3086 secondes'

2025-01-09 16:07:39.02 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:DEB_Trans_Import_All
2025-01-09 16:07:39.19 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:DEB_Trans_Import_All *** = '0,1797 secondes'

2025-01-09 16:07:39.21 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:GL_Trans_Import_All
2025-01-09 16:07:39.49 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:GL_Trans_Import_All *** = '0,2773 secondes'

2025-01-09 16:07:39.51 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Fournisseur_List_Import_All
2025-01-09 16:07:39.63 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Fournisseur_List_Import_All *** = '0,1211 secondes'

2025-01-09 16:07:39.66 | GuillaumeCharron | APP_v5.L.1.xlsb | modDev_Utils:SetTabOrder(wshDEB_Saisie)
2025-01-09 16:07:39.70 | GuillaumeCharron | APP_v5.L.1.xlsb | modDev_Utils:SetTabOrder *** = '0,0508 secondes'

2025-01-09 16:07:39.73 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells
2025-01-09 16:07:39.76 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells *** = '0,0352 secondes'

2025-01-09 16:07:39.79 | GuillaumeCharron | APP_v5.L.1.xlsb | wshDEB_Saisie:Worksheet_Activate *** = '1,1328 secondes'

2025-01-09 16:08:04.14 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description - Frais de déplacement
2025-01-09 16:08:04.17 | GuillaumeCharron | APP_v5.L.1.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 5020
2025-01-09 16:08:04.19 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description *** = '0,0508 secondes'

2025-01-09 16:08:08.94 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_Update
2025-01-09 16:08:08.97 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Fourn_Name - Ford Canada / Venne Ford
2025-01-09 16:08:08.99 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Fourn_Name - 24 *** = '0,0273 secondes'

2025-01-09 16:08:09.03 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB
2025-01-09 16:08:09.25 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB *** = '0,2227 secondes'

2025-01-09 16:08:09.27 | GuillaumeCharron | APP_v5.L.1.xlsb | *** modDEB_Saisie:DEB_Trans_Add_Record_Locally(9)
2025-01-09 16:08:09.39 | GuillaumeCharron | APP_v5.L.1.xlsb |     modDEB_Saisie:DEB_Trans_Add_Record_Locally
2025-01-09 16:08:09.41 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally *** = '0,1445 secondes'

2025-01-09 16:08:09.45 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation
2025-01-09 16:08:09.47 | GuillaumeCharron | APP_v5.L.1.xlsb | modGL_Stuff:GL_Posting_To_DB
2025-01-09 16:08:09.75 | GuillaumeCharron | APP_v5.L.1.xlsb | modGL_Stuff:GL_Posting_To_DB *** = '0,2812 secondes'

2025-01-09 16:08:09.77 | GuillaumeCharron | APP_v5.L.1.xlsb | *** modGL_Stuff:GL_Posting_Locally
2025-01-09 16:08:09.84 | GuillaumeCharron | APP_v5.L.1.xlsb |    modGL_Stuff:GL_Posting_Locally
2025-01-09 16:08:09.91 | GuillaumeCharron | APP_v5.L.1.xlsb |    modGL_Stuff:GL_Posting_Locally
2025-01-09 16:08:09.97 | GuillaumeCharron | APP_v5.L.1.xlsb |    modGL_Stuff:GL_Posting_Locally
2025-01-09 16:08:10.04 | GuillaumeCharron | APP_v5.L.1.xlsb |    modGL_Stuff:GL_Posting_Locally
2025-01-09 16:08:10.07 | GuillaumeCharron | APP_v5.L.1.xlsb | modGL_Stuff:GL_Posting_Locally *** = '0,3086 secondes'

2025-01-09 16:08:10.09 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation *** = '0,6523 secondes'

2025-01-09 16:08:12.33 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells
2025-01-09 16:08:12.37 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells *** = '0,0430 secondes'

2025-01-09 16:08:12.40 | GuillaumeCharron | APP_v5.L.1.xlsb | modDEB_Saisie:DEB_Saisie_Update *** = '3,4648 secondes'

2025-01-09 16:08:14.55 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-09 16:08:14.59 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0391 secondes'

2025-01-09 16:10:31.09 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:menuTEC_Click
2025-01-09 16:10:31.14 | GuillaumeCharron | APP_v5.L.1.xlsb | modMenu:menuTEC_Click *** = '0,0469 secondes'

2025-01-09 16:12:45.64 | GuillaumeCharron | APP_v5.L.1.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-09 16:12:45.70 | GuillaumeCharron | APP_v5.L.1.xlsb | modMENU_TEC:SaisieHeures_Click *** = '0,0586 secondes'

2025-01-09 16:12:45.73 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-09 16:12:45.75 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Client_List_Import_All
2025-01-09 16:12:45.92 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ResizeTable
2025-01-09 16:12:45.94 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ResizeTable *** = '0,0273 secondes'

2025-01-09 16:12:45.96 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ApplyFormatting
2025-01-09 16:12:45.99 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:ApplyFormatting *** = '0,0234 secondes'

2025-01-09 16:12:46.06 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:Client_List_Import_All *** = '0,3125 secondes'

2025-01-09 16:12:46.09 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:TEC_Import_All
2025-01-09 16:12:46.42 | GuillaumeCharron | APP_v5.L.1.xlsb | modImport:TEC_Import_All *** = '0,3398 secondes'

2025-01-09 16:12:46.45 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:UserForm_Activate *** = '0,7227 secondes'

2025-01-09 16:12:47.91 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-09 16:12:47.93 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate *** = '0,0312 secondes'

2025-01-09 16:12:48.29 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-09 16:12:48.32 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Complete_Date(09/01/25, 600, 15)
2025-01-09 16:12:48.34 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_Complete_Date *** = '0,0273 secondes'

2025-01-09 16:12:48.36 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate *** = '0,0742 secondes'

2025-01-09 16:12:48.39 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-01-09 16:12:48.41 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/09/01/25
2025-01-09 16:12:48.51 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1016 secondes'

2025-01-09 16:12:48.53 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/25
2025-01-09 16:12:48.58 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 16:12:48.60 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 16:12:48.63 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 16:12:48.77 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1445 secondes'

2025-01-09 16:12:48.79 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 16:12:48.96 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1719 secondes'

2025-01-09 16:12:48.98 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3828 secondes'

2025-01-09 16:12:49.00 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 16:12:49.33 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,3320 secondes'

2025-01-09 16:12:49.35 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 16:12:49.42 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0703 secondes'

2025-01-09 16:12:49.44 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8672 secondes'

2025-01-09 16:12:49.52 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/09/01/25 *** = '0,9922 secondes'

2025-01-09 16:12:49.54 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate *** = '1,1484 secondes'

2025-01-09 16:12:52.38 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Les Gestions Movendo Inc. [Dominique Bouvrette]]
2025-01-09 16:12:52.41 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Les Gestions Movendo Inc. [Dominique Bouvrette]
2025-01-09 16:12:52.43 | GuillaumeCharron | APP_v5.L.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1662 *** = '0,0234 secondes'

2025-01-09 16:12:52.45 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0742 secondes'

2025-01-09 16:13:03.40 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[réception de documents de vincent]
2025-01-09 16:13:03.43 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0273 secondes'

2025-01-09 16:13:04.37 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.4]
2025-01-09 16:13:04.40 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0352 secondes'

2025-01-09 16:13:04.42 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit[0,40]
2025-01-09 16:13:04.45 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0273 secondes'

2025-01-09 16:13:07.97 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-09 16:13:08.00 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-09 16:13:08.02 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-09 16:13:08.40 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,3828 secondes'

2025-01-09 16:13:08.43 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-09 16:13:08.50 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0781 secondes'

2025-01-09 16:13:08.52 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2025-01-09
2025-01-09 16:13:08.64 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1172 secondes'

2025-01-09 16:13:08.66 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09
2025-01-09 16:13:08.71 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-09 16:13:08.73 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-09 16:13:08.76 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-09 16:13:08.90 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1445 secondes'

2025-01-09 16:13:08.93 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-09 16:13:09.11 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1797 secondes'

2025-01-09 16:13:09.13 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3984 secondes'

2025-01-09 16:13:09.15 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-09 16:13:09.46 | GuillaumeCharron | APP_v5.L.1.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,3125 secondes'

2025-01-09 16:13:09.48 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables
2025-01-09 16:13:09.55 | GuillaumeCharron | APP_v5.L.1.xlsb | modAppli:UpdatePivotTables *** = '0,0742 secondes'

2025-01-09 16:13:09.58 | GuillaumeCharron | APP_v5.L.1.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8711 secondes'

2025-01-09 16:13:09.66 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-01-09 *** = '1,0078 secondes'

2025-01-09 16:13:09.69 | GuillaumeCharron | APP_v5.L.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne *** = '1,6914 secondes'

2025-01-09 16:13:09.71 | GuillaumeCharron | APP_v5.L.1.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,7383 secondes'

2025-01-09 16:22:52.91 | Annie | APP_v5.L.1.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-09 16:22:52.99 | Annie | APP_v5.L.1.xlsb | Validation d'accès serveur terminée *** = '0.0156 secondes'

2025-01-09 16:22:53.07 | Annie | APP_v5.L.1.xlsb | ThisWorkbook:Create_User_Active_File
