2024-12-06 06:08:21.24 | Guillaume | APP_v5.G.3.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****
2024-12-06 14:26:41.86 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - La zone A5:I816 a été effacée
2024-12-06 14:26:42.14 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Le dictClients a été créé
2024-12-06 14:26:42.54 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:UserForm_Terminate
2024-12-06 14:26:42.79 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:UserForm_Terminate = 0,3867 sec.

2024-12-06 14:26:43.07 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 15 %
2024-12-06 14:26:43.36 | Guillaume | APP_v5.G.3.xlsb | modFAC_Brouillon:Get_TEC_For_Client_AF('', 06/12/24, VRAI, FAUX, FAUX)
2024-12-06 14:26:43.68 | Guillaume | APP_v5.G.3.xlsb | modFAC_Brouillon:Get_TEC_For_Client_AF = 0,4570 sec.

2024-12-06 14:26:47.67 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 45 %
2024-12-06 14:26:47.91 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Les données sont triées
2024-12-06 14:26:48.16 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 60 % (dernière étape avant le GroupBy...
2024-12-06 14:26:48.77 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Le GroupBy est complété
2024-12-06 14:26:49.02 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Le 'ShowLevels est ajusté à 2
2024-12-06 14:26:49.30 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 75 %
2024-12-06 14:26:49.66 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Les ajustements de format ont été complétés
2024-12-06 14:26:49.94 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 85 %
2024-12-06 14:26:50.21 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - La mise en forme conditionnelle est en place
2024-12-06 14:26:50.44 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Obtenir les requêtes de factures existantes
2024-12-06 14:26:50.72 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Nettoyage de la zone 'Sommaire' est nettoyée
2024-12-06 14:26:50.98 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 95 %
2024-12-06 14:26:52.02 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Les ProgressBar sont éliminées
2024-12-06 14:26:52.26 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - La zone de 'Scroll' commence sur la ligne 7
2024-12-06 14:26:52.48 | Guillaume | APP_v5.G.3.xlsb | modTEC_Analyse:TEC_Sort_Group_And_Subtotal = 11,2188 sec.

2024-12-06 14:26:52.69 | Guillaume | APP_v5.G.3.xlsb | modDev_Utils:SetTabOrder(wshTEC_Analyse)
2024-12-06 14:26:53.12 | Guillaume | APP_v5.G.3.xlsb | modDev_Utils:SetTabOrder = 0,5703 sec.

2024-12-06 14:26:59.30 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:TEC_Analyse_Back_To_TEC_Menu
2024-12-06 14:26:59.55 | Guillaume | APP_v5.G.3.xlsb |      wshTEC_Analyse:Back_To_TEC_Menu - La zone Sommaire des Honoraires a été nettoyée
2024-12-06 14:26:59.80 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_Change - $C$6:$O$874
2024-12-06 14:27:00.03 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_Change = 0,3672 sec.

2024-12-06 14:27:00.27 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:TEC_Analyse_Back_To_TEC_Menu = 1,1289 sec.

2024-12-06 14:27:03.05 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_Activate
2024-12-06 14:27:03.27 | Guillaume | APP_v5.G.3.xlsb | modImport:Client_List_Import_All
2024-12-06 14:27:04.43 | Guillaume | APP_v5.G.3.xlsb | modImport:Client_List_Import_All = 1,3008 sec.

2024-12-06 14:27:04.65 | Guillaume | APP_v5.G.3.xlsb | modImport:TEC_Import_All
2024-12-06 14:27:06.38 | Guillaume | APP_v5.G.3.xlsb | modImport:TEC_Import_All = 1,8633 sec.

2024-12-06 14:27:06.59 | Guillaume | APP_v5.G.3.xlsb | modImport:FAC_Projets_Détails_Import_All
2024-12-06 14:27:08.84 | Guillaume | APP_v5.G.3.xlsb | modImport:FAC_Projets_Détails_Import_All = 2,3867 sec.

2024-12-06 14:27:09.06 | Guillaume | APP_v5.G.3.xlsb | modImport:FAC_Projets_Entête_Import_All
2024-12-06 14:27:10.37 | Guillaume | APP_v5.G.3.xlsb | modImport:FAC_Projets_Entête_Import_All = 1,4570 sec.

2024-12-06 14:27:10.63 | Guillaume | APP_v5.G.3.xlsb | modTEC_Analyse:TEC_Sort_Group_And_Subtotal
2024-12-06 14:27:10.88 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Les anciens SubTotal ont été effacés
2024-12-06 14:27:11.11 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - La zone A5:I875 a été effacée
2024-12-06 14:27:11.36 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Le dictClients a été créé
2024-12-06 14:27:11.62 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 15 %
2024-12-06 14:27:11.90 | Guillaume | APP_v5.G.3.xlsb | modFAC_Brouillon:Get_TEC_For_Client_AF('', 06/12/24, VRAI, FAUX, FAUX)
2024-12-06 14:27:12.22 | Guillaume | APP_v5.G.3.xlsb | modFAC_Brouillon:Get_TEC_For_Client_AF = 0,4688 sec.

2024-12-06 14:27:16.40 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 45 %
2024-12-06 14:27:16.65 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Les données sont triées
2024-12-06 14:27:16.96 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 60 % (dernière étape avant le GroupBy...
2024-12-06 14:27:17.58 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Le GroupBy est complété
2024-12-06 14:27:17.81 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Le 'ShowLevels est ajusté à 2
2024-12-06 14:27:18.16 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 75 %
2024-12-06 14:27:18.52 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Les ajustements de format ont été complétés
2024-12-06 14:27:18.82 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 85 %
2024-12-06 14:27:19.06 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - La mise en forme conditionnelle est en place
2024-12-06 14:27:19.28 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Obtenir les requêtes de factures existantes
2024-12-06 14:27:19.50 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Nettoyage de la zone 'Sommaire' est nettoyée
2024-12-06 14:27:19.74 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - ProgressBar @ 95 %
2024-12-06 14:27:20.04 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - Les ProgressBar sont éliminées
2024-12-06 14:27:20.29 | Guillaume | APP_v5.G.3.xlsb |      modTEC_Analyse:TEC_Sort_Group_And_Subtotal - La zone de 'Scroll' commence sur la ligne 7
2024-12-06 14:27:20.50 | Guillaume | APP_v5.G.3.xlsb | modTEC_Analyse:TEC_Sort_Group_And_Subtotal = 10,0195 sec.

2024-12-06 14:27:20.72 | Guillaume | APP_v5.G.3.xlsb | modDev_Utils:SetTabOrder(wshTEC_Analyse)
2024-12-06 14:27:21.07 | Guillaume | APP_v5.G.3.xlsb | modDev_Utils:SetTabOrder = 0,4922 sec.

2024-12-06 14:27:21.33 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_Activate = 18,4219 sec.

2024-12-06 14:27:25.03 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_SelectionChange - $F$81
2024-12-06 14:27:25.27 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_SelectionChange = 0,3789 sec.

2024-12-06 14:28:38.42 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:TEC_Analyse_Back_To_TEC_Menu
2024-12-06 14:28:38.75 | Guillaume | APP_v5.G.3.xlsb |      wshTEC_Analyse:Back_To_TEC_Menu - La zone Sommaire des Honoraires a été nettoyée
2024-12-06 14:28:39.02 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_Change - $C$6:$O$874
2024-12-06 14:28:39.26 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:Worksheet_Change = 0,3867 sec.

2024-12-06 14:28:39.54 | Guillaume | APP_v5.G.3.xlsb | wshTEC_Analyse:TEC_Analyse_Back_To_TEC_Menu = 1,2500 sec.

2024-12-06 14:28:42.37 | Guillaume | APP_v5.G.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu
2024-12-06 14:28:42.62 | Guillaume | APP_v5.G.3.xlsb | modAppli:Hide_All_Worksheets_Except_Menu = 0,3906 sec.

2024-12-06 14:51:26.42 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:UserForm_Activate
2024-12-06 14:51:26.67 | Guillaume | APP_v5.G.3.xlsb | modImport:Client_List_Import_All
2024-12-06 14:51:27.90 | Guillaume | APP_v5.G.3.xlsb | modImport:Client_List_Import_All = 1,3633 sec.

2024-12-06 14:51:28.10 | Guillaume | APP_v5.G.3.xlsb | modImport:TEC_Import_All
2024-12-06 14:51:29.75 | Guillaume | APP_v5.G.3.xlsb | modImport:TEC_Import_All = 1,8008 sec.

2024-12-06 14:51:29.98 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:UserForm_Activate = 3,6992 sec.

2024-12-06 14:51:31.80 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2024-12-06 14:51:32.02 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = 0,3555 sec.

2024-12-06 14:51:32.61 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2024-12-06 14:51:32.82 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_Complete_Date(06/12/24, 90, 15)
2024-12-06 14:51:33.02 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_Complete_Date = 0,3477 sec.

2024-12-06 14:51:33.24 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = 0,7656 sec.

2024-12-06 14:51:33.46 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2024-12-06 14:51:33.69 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/06/12/24
2024-12-06 14:51:33.96 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,4180 sec.

2024-12-06 14:51:34.20 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/06/12/24
2024-12-06 14:51:34.47 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6)
2024-12-06 14:51:34.71 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3828 sec.

2024-12-06 14:51:34.98 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/06/12/24 = 0,9180 sec.

2024-12-06 14:51:35.20 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate = 1,8750 sec.

2024-12-06 14:51:40.17 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9112]
2024-12-06 14:51:40.40 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9112
2024-12-06 14:51:40.62 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1222 = 0,3594 sec.

2024-12-06 14:51:40.84 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,8125 sec.

2024-12-06 14:51:41.41 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate[9112-9031 Québec Inc. [Guy Béland]]
2024-12-06 14:51:41.63 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9112-9031 Québec Inc. [Guy Béland]
2024-12-06 14:51:41.85 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1780 = 0,3555 sec.

2024-12-06 14:51:42.07 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,8008 sec.

2024-12-06 14:51:56.77 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[analyse de contrat de vente et inventaire et courriel]
2024-12-06 14:51:57.03 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,3945 sec.

2024-12-06 14:51:58.88 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.5]
2024-12-06 14:51:59.09 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,3477 sec.

2024-12-06 14:51:59.32 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2024-12-06 14:51:59.52 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit = 0,3320 sec.

2024-12-06 14:52:05.66 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0,75]
2024-12-06 14:52:05.87 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,3477 sec.

2024-12-06 14:52:06.08 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2024-12-06 14:52:06.29 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit = 0,3359 sec.

2024-12-06 14:52:07.21 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-06 14:52:07.45 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-06 14:52:07.66 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-06 14:52:09.90 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 2,3711 sec.

2024-12-06 14:52:10.12 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-06 14:52:10.37 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,3867 sec.

2024-12-06 14:52:10.59 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-06
2024-12-06 14:52:10.85 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,3984 sec.

2024-12-06 14:52:11.07 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-06
2024-12-06 14:52:11.30 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6)
2024-12-06 14:52:11.51 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3594 sec.

2024-12-06 14:52:11.78 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-06 = 0,8633 sec.

2024-12-06 14:52:12.01 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 4,7109 sec.

2024-12-06 14:52:12.24 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmdAdd_Click = 5,1797 sec.

2024-12-06 14:58:29.60 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Silencieux de l'est Inc. [Martin Montpas]]
2024-12-06 14:58:29.93 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - Silencieux de l'est Inc. [Martin Montpas]
2024-12-06 14:58:30.18 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1797 = 0,3984 sec.

2024-12-06 14:58:30.40 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,9453 sec.

2024-12-06 14:58:51.88 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[analyse du document reçu de marc seymour vs problématique]
2024-12-06 14:58:52.15 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,4023 sec.

2024-12-06 14:58:55.88 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.5]
2024-12-06 14:58:56.10 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,3594 sec.

2024-12-06 14:58:56.32 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2024-12-06 14:58:56.54 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit = 0,3594 sec.

2024-12-06 14:58:57.22 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-06 14:58:57.45 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-06 14:58:57.67 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-06 14:58:59.77 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 2,2305 sec.

2024-12-06 14:58:59.98 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-06 14:59:00.24 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,4062 sec.

2024-12-06 14:59:00.46 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-06
2024-12-06 14:59:00.77 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,4453 sec.

2024-12-06 14:59:00.98 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-06
2024-12-06 14:59:01.20 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6)
2024-12-06 14:59:01.42 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3516 sec.

2024-12-06 14:59:01.71 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-06 = 0,8672 sec.

2024-12-06 14:59:01.93 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 4,6406 sec.

2024-12-06 14:59:02.17 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmdAdd_Click = 5,0820 sec.

2024-12-06 14:59:08.24 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate[placement]
2024-12-06 14:59:08.46 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - placement
2024-12-06 14:59:08.66 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1008 = 0,3438 sec.

2024-12-06 14:59:08.88 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,7734 sec.

2024-12-06 14:59:12.66 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Les Placements Paré Inc. [Pierre Paré]]
2024-12-06 14:59:12.89 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - Les Placements Paré Inc. [Pierre Paré]
2024-12-06 14:59:13.12 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 2052 = 0,3711 sec.

2024-12-06 14:59:13.35 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,8281 sec.

2024-12-06 14:59:26.95 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[tel avec Michel sur facturation et autres]
2024-12-06 14:59:27.24 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,4297 sec.

2024-12-06 14:59:28.41 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.4]
2024-12-06 14:59:28.63 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,3516 sec.

2024-12-06 14:59:28.85 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,40]
2024-12-06 14:59:29.06 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit = 0,3477 sec.

2024-12-06 14:59:30.28 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-06 14:59:30.54 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-06 14:59:30.76 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-06 14:59:32.94 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 2,3203 sec.

2024-12-06 14:59:33.17 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2024-12-06 14:59:33.41 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = 0,3789 sec.

2024-12-06 14:59:33.63 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-12-06
2024-12-06 14:59:33.95 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = 0,4648 sec.

2024-12-06 14:59:34.17 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-06
2024-12-06 14:59:34.41 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$6)
2024-12-06 14:59:34.62 | Guillaume | APP_v5.G.3.xlsb | wshTEC_TDB_Data:Worksheet_Change = 0,3789 sec.

2024-12-06 14:59:34.91 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2024-12-06 = 0,8945 sec.

2024-12-06 14:59:35.14 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = 4,7461 sec.

2024-12-06 14:59:35.37 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmdAdd_Click = 5,2305 sec.

2024-12-06 15:28:17.18 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Les Créations Simon Paré Inc.]
2024-12-06 15:28:17.44 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - Les Créations Simon Paré Inc.
2024-12-06 15:28:17.69 | Guillaume | APP_v5.G.3.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1792 = 0,3984 sec.

2024-12-06 15:28:17.92 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate = 0,9062 sec.

2024-12-06 15:28:29.73 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[tel avec le client pour se remettre dans le dossier et débuter]
2024-12-06 15:28:30.04 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = 0,4531 sec.

2024-12-06 15:28:31.28 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.5]
2024-12-06 15:28:31.54 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = 0,4531 sec.

2024-12-06 15:28:31.82 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2024-12-06 15:28:32.05 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:txtHeures_Exit = 0,3672 sec.

2024-12-06 15:28:32.67 | Guillaume | APP_v5.G.3.xlsb | ufSaisieHeures:cmdAdd_Click
2024-12-06 15:28:32.89 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2024-12-06 15:28:33.12 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2024-12-06 15:28:35.30 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = 2,3242 sec.

2024-12-06 15:28:35.52 | Guillaume | APP_v5.G.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
