2024-11-09 08:02:38.77 | Robert_M._Vigneault | APP_v5.E.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 31

2024-11-13 05:36:24.34 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 31
2024-11-13 05:36:24.38 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells | 0,0410 sec. | 31

2024-11-13 05:36:24.42 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 13 parsedDate='13/11/2024' |  | 31
2024-11-13 05:36:24.43 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshGL_EJ:Worksheet_Activate | 0,5859 sec. | 31

2024-11-13 05:36:26.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description - Encaisse |  | 31
2024-11-13 05:36:26.50 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 1000 |  | 31
2024-11-13 05:36:26.50 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | 0,0176 sec. | 31

2024-11-13 05:36:26.51 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description - Produit perçu d'avance |  | 31
2024-11-13 05:36:26.51 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 2400 |  | 31
2024-11-13 05:36:26.52 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | 0,0098 sec. | 31

2024-11-13 05:36:31.02 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 1 parsedDate='01/11/2024' |  | 31
2024-11-13 05:36:36.65 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9299-2585 Québec Inc. [anciennement Informat] [Robert M. Vigneault] |  | 31
2024-11-13 05:36:36.71 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_GetID_From_Client_Name - 193r | 0,0605 sec. | 31

2024-11-13 05:36:59.83 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_EJ_Update |  | 31
2024-11-13 05:36:59.83 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-13 05:37:00.20 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB | 0,3633 sec. | 31

2024-11-13 05:37:00.20 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally |  | 31
2024-11-13 05:37:00.29 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally | 0,0859 sec. | 31

2024-11-13 05:37:00.29 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells |  | 31
2024-11-13 05:37:00.33 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells | 0,0410 sec. | 31

2024-11-13 05:37:02.11 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_EJ:GL_EJ_Update | 2,2754 sec. | 31

2024-11-13 05:37:06.96 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshGL_BV:Worksheet_Activate |  | 31
2024-11-13 05:37:06.97 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-13 05:37:07.19 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:GL_Trans_Import_All | 0,2188 sec. | 31

2024-11-13 05:37:07.23 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 13 parsedDate='13/11/2024' |  | 31
2024-11-13 05:37:07.23 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Build_Trial_Balance |  | 31
2024-11-13 05:37:07.31 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL |  | 31
2024-11-13 05:37:07.37 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL | 0,0625 sec. | 31

2024-11-13 05:37:07.54 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-13 05:37:07.55 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0156 sec. | 31

2024-11-13 05:37:07.55 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-13 05:37:07.55 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0000 sec. | 31

2024-11-13 05:37:07.98 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Build_Trial_Balance | 0,7500 sec. | 31

2024-11-13 05:37:07.98 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshGL_BV:Worksheet_Activate | 1,0234 sec. | 31

2024-11-13 05:37:11.26 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Display_Trans_For_Selected_Account |  | 31
2024-11-13 05:37:11.79 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modGL_TB:GL_TB_Display_Trans_For_Selected_Account | 0,5332 sec. | 31

2024-11-13 05:37:24.38 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-13 05:37:24.39 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0156 sec. | 31

2024-11-13 05:37:34.82 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshMenuFAC:PreparationFacture_Click |  | 31
2024-11-13 05:37:34.85 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Activate |  | 31
2024-11-13 05:37:34.85 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-13 05:37:34.95 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-13 05:37:34.99 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-13 05:37:35.07 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:Client_List_Import_All | 0,2188 sec. | 31

2024-11-13 05:37:35.07 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:TEC_Import_All |  | 31
2024-11-13 05:37:35.20 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-13 05:37:35.40 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-13 05:37:35.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:TEC_Import_All | 0,4141 sec. | 31

2024-11-13 05:37:35.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Entête_Import_All |  | 31
2024-11-13 05:37:35.55 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:FAC_Entête_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-13 05:37:35.59 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:FAC_Entête_Import_All - La mise en forme a été appliquée |  | 31
2024-11-13 05:37:35.68 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Entête_Import_All | 0,1992 sec. | 31

2024-11-13 05:37:35.69 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Détails_Import_All |  | 31
2024-11-13 05:37:35.86 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Détails_Import_All | 0,1738 sec. | 31

2024-11-13 05:37:35.86 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Comptes_Clients_Import_All |  | 31
2024-11-13 05:37:35.00 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Comptes_Clients_Import_All | 0,1367 sec. | 31

2024-11-13 05:37:35.00 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Projets_Entête_Import_All |  | 31
2024-11-13 05:37:36.03 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:FAC_Projets_Entête_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-13 05:37:36.05 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:FAC_Projets_Entête_Import_All - La mise en forme a été appliquée |  | 31
2024-11-13 05:37:36.13 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Projets_Entête_Import_All | 0,1367 sec. | 31

2024-11-13 05:37:36.13 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Projets_Détails_Import_All |  | 31
2024-11-13 05:37:36.17 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:FAC_Projets_Détails_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-13 05:37:36.18 | Robert_M._Vigneault | APP_v5.E.3B.xlsb |      modImport:FAC_Projets_Détails_Import_All - La mise en forme a été appliquée |  | 31
2024-11-13 05:37:36.27 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modImport:FAC_Projets_Détails_Import_All | 0,1309 sec. | 31

2024-11-13 05:37:36.34 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modDev_Utils:SetTabOrder(wshFAC_Brouillon) |  | 31
2024-11-13 05:37:36.38 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modDev_Utils:SetTabOrder | 0,0371 sec. | 31

2024-11-13 05:37:36.59 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_New_Invoice |  | 31
2024-11-13 05:37:36.65 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed |  | 31
2024-11-13 05:37:36.65 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Remove_Check_Boxes |  | 31
2024-11-13 05:37:36.69 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Remove_Check_Boxes | 0,0332 sec. | 31

2024-11-13 05:37:36.70 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed | 0,0547 sec. | 31

2024-11-13 05:37:36.71 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Setup_All_Cells |  | 31
2024-11-13 05:37:36.76 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Setup_All_Cells | 0,0586 sec. | 31

2024-11-13 05:37:36.76 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Setup_All_Cells |  | 31
2024-11-13 05:37:36.79 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Setup_All_Cells | 0,0312 sec. | 31

2024-11-13 05:37:38.47 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_New_Invoice | 1,8848 sec. | 31

2024-11-13 05:37:38.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Activate | 3,6270 sec. | 31

2024-11-13 05:37:38.55 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshMenuFAC:PreparationFacture_Click | 3,7285 sec. | 31

2024-11-13 05:37:42.09 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$E$3 -  |  | 31
2024-11-13 05:37:42.11 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Client_Change(9299-2585 Québec Inc. [anciennement Informat] [Robert M. Vigneault]) |  | 31
2024-11-13 05:37:42.11 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_Find_Data_In_A_Range |  | 31
2024-11-13 05:37:42.12 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_Find_Data_In_A_Range | 0,0098 sec. | 31

2024-11-13 05:37:42.16 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed |  | 31
2024-11-13 05:37:42.17 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed | 0,0098 sec. | 31

2024-11-13 05:37:42.17 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Client_Change - clientCode = '193r' | 0,0664 sec. | 31

2024-11-13 05:37:42.18 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$E$3 | 0,0879 sec. | 31

2024-11-13 05:37:44.16 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$O$3 -  |  | 31
2024-11-13 05:37:44.16 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 13 parsedDate='13/11/2024' |  | 31
2024-11-13 05:37:44.21 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Get_All_TEC_By_Client |  | 31
2024-11-13 05:37:44.21 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed |  | 31
2024-11-13 05:37:44.21 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Clear_All_TEC_Displayed | 0,0059 sec. | 31

2024-11-13 05:37:44.22 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Get_TEC_For_Client_AF |  | 31
2024-11-13 05:37:44.28 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Get_TEC_For_Client_AF | 0,0605 sec. | 31

2024-11-13 05:37:44.28 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Filtered_Entries_Copy_To_FAC_Brouillon |  | 31
2024-11-13 05:37:44.30 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Add_Check_Boxes |  | 31
2024-11-13 05:37:44.42 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Add_Check_Boxes | 0,1211 sec. | 31

2024-11-13 05:37:44.46 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$25 -  |  | 31
2024-11-13 05:37:44.46 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$25 | 0,0039 sec. | 31

2024-11-13 05:37:44.46 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$25 -  |  | 31
2024-11-13 05:37:44.47 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$25 | 0,0039 sec. | 31

2024-11-13 05:37:44.47 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$26 -  |  | 31
2024-11-13 05:37:44.47 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$26 | 0,0000 sec. | 31

2024-11-13 05:37:44.47 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$26 -  |  | 31
2024-11-13 05:37:44.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$26 | 0,0137 sec. | 31

2024-11-13 05:37:44.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$27 -  |  | 31
2024-11-13 05:37:44.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$27 | 0,0000 sec. | 31

2024-11-13 05:37:44.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$27 -  |  | 31
2024-11-13 05:37:44.50 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$27 | 0,0176 sec. | 31

2024-11-13 05:37:44.50 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$28 -  |  | 31
2024-11-13 05:37:44.52 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$S$28 | 0,0156 sec. | 31

2024-11-13 05:37:44.52 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$28 -  |  | 31
2024-11-13 05:37:44.52 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$U$28 | 0,0000 sec. | 31

2024-11-13 05:37:44.55 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$26:$U$26 -  |  | 31
2024-11-13 05:37:44.55 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$26:$U$26 | 0,0000 sec. | 31

2024-11-13 05:37:44.56 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$27:$U$27 -  |  | 31
2024-11-13 05:37:44.56 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$27:$U$27 | 0,0000 sec. | 31

2024-11-13 05:37:44.58 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$28:$U$28 -  |  | 31
2024-11-13 05:37:44.58 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$28:$U$28 | 0,0000 sec. | 31

2024-11-13 05:37:44.59 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$29:$U$29 -  |  | 31
2024-11-13 05:37:44.60 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$29:$U$29 | 0,0039 sec. | 31

2024-11-13 05:37:44.60 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$30:$U$30 -  |  | 31
2024-11-13 05:37:44.60 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$30:$U$30 | 0,0000 sec. | 31

2024-11-13 05:37:44.62 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$31:$U$31 -  |  | 31
2024-11-13 05:37:44.62 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$31:$U$31 | 0,0000 sec. | 31

2024-11-13 05:37:44.62 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$32:$U$32 -  |  | 31
2024-11-13 05:37:44.64 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$32:$U$32 | 0,0176 sec. | 31

2024-11-13 05:37:44.64 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$33:$U$33 -  |  | 31
2024-11-13 05:37:44.65 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$33:$U$33 | 0,0078 sec. | 31

2024-11-13 05:37:44.66 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$34:$U$34 -  |  | 31
2024-11-13 05:37:44.67 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$R$34:$U$34 | 0,0098 sec. | 31

2024-11-13 05:37:44.69 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_TEC_Filtered_Entries_Copy_To_FAC_Brouillon | 0,4062 sec. | 31

2024-11-13 05:37:44.69 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Get_All_TEC_By_Client | 0,4805 sec. | 31

2024-11-13 05:37:44.69 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$O$3 | 0,5234 sec. | 31

2024-11-13 05:37:50.25 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Goto_Onglet_FAC_Finale |  | 31
2024-11-13 05:38:05.87 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Goto_Onglet_FAC_Finale |  | 31
2024-11-13 05:38:17.24 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$5 -  |  | 31
2024-11-13 05:38:17.24 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$5 | 0,0078 sec. | 31

2024-11-13 05:38:17.37 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$27 -  |  | 31
2024-11-13 05:38:17.38 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$27 | 0,0059 sec. | 31

2024-11-13 05:38:17.39 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Finale:Worksheet_Activate |  | 31
2024-11-13 05:38:17.49 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Finale:Worksheet_Activate | 0,0957 sec. | 31

2024-11-13 05:38:17.50 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Goto_Onglet_FAC_Finale | 11,6309 sec. | 31

2024-11-13 05:38:19.62 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$5 -  |  | 31
2024-11-13 05:38:19.63 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$5 | 0,0117 sec. | 31

2024-11-13 05:38:19.75 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$27 -  |  | 31
2024-11-13 05:38:19.76 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$B$27 | 0,0098 sec. | 31

2024-11-13 05:38:19.80 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Brouillon:FAC_Brouillon_Goto_Onglet_FAC_Finale | 29,5508 sec. | 31

2024-11-13 05:38:19.81 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$L$11 -  |  | 31
2024-11-13 05:38:19.83 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Change:$L$11 | 0,0137 sec. | 31

2024-11-13 05:38:25.33 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Bouton_Creation_PDF - '24-24609' |  | 31
2024-11-13 05:38:25.33 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF(24-24609) |  | 31
2024-11-13 05:38:25.33 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF_Func(24-24609, SaveOnly) |  | 31
2024-11-13 05:38:27.47 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF_Func | 2,1445 sec. | 31

2024-11-13 05:38:27.47 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF | 2,1484 sec. | 31

2024-11-13 05:38:27.48 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Copie_Vers_Excel(193r, 9299-2585 Québec Inc. [anciennement Informat] [Robert M. Vigneault], 24-24609, 2024-11-13) |  | 31
2024-11-13 05:38:52.73 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Copie_Vers_Excel | 25,2422 sec. | 31

2024-11-13 05:38:52.73 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Creation_Courriel(24-24609, 193r) |  | 31
2024-11-13 05:43:52.72 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Bouton_Creation_PDF - '24-24609' |  | 31
2024-11-13 05:43:52.72 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF(24-24609) |  | 31
2024-11-13 05:43:52.72 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF_Func(24-24609, SaveOnly) |  | 31
2024-11-13 05:43:56.37 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF_Func | 3,6523 sec. | 31

2024-11-13 05:43:56.37 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Create_PDF | 3,6543 sec. | 31

2024-11-13 05:43:56.38 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Copie_Vers_Excel(193r, 9299-2585 Québec Inc. [anciennement Informat] [Robert M. Vigneault], 24-24609, 2024-11-13) |  | 31
2024-11-13 05:44:09.46 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Copie_Vers_Excel | 13,0898 sec. | 31

2024-11-13 05:44:09.46 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Creation_Courriel(24-24609, 193r) |  | 31
2024-11-13 05:54:17.40 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | modFAC_Finale:FAC_Finale_Goto_Onglet_FAC_Brouillon |  | 31
2024-11-13 05:54:17.41 | Robert_M._Vigneault | APP_v5.E.3B.xlsb | wshFAC_Brouillon:Worksheet_Activate |  | 31
