2025-02-24 22:38:20.35 | vgervais | APP_v6.A.2.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-25 11:49:59.46 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-25 11:49:59.48 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-25 11:49:59.51 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-25 11:50:08.12 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-25 11:50:08.15 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-25 11:50:08.18 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | Gestion Proped Inc. [Louis Villeneuve] | 
2025-02-25 11:50:08.20 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-25 11:50:08.22 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-25 11:50:09.04 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8281 secondes

2025-02-25 11:50:09.07 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-25 11:50:09.16 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0977 secondes

2025-02-25 11:50:09.18 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-25 | 
2025-02-25 11:50:09.33 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1484 secondes

2025-02-25 11:50:09.35 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-25 | 
2025-02-25 11:50:09.40 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 11:50:09.43 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 11:50:09.45 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 11:50:09.62 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1758 secondes

2025-02-25 11:50:09.65 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 11:50:09.75 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-25 11:50:09.77 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3516 secondes

2025-02-25 11:50:09.80 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 11:50:10.03 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2383 secondes

2025-02-25 11:50:10.05 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 11:50:10.11 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-25 11:50:10.13 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7305 secondes

2025-02-25 11:50:10.21 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-25 | 0,8711 secondes

2025-02-25 11:50:10.23 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,0859 secondes

2025-02-25 11:50:10.26 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,1406 secondes

2025-02-25 11:50:34.54 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 1 | 
2025-02-25 11:50:34.59 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 11:50:34.64 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4354 | -1 | 
2025-02-25 11:50:34.71 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1211 secondes

2025-02-25 11:50:34.78 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4355] |  | 0,2422 secondes

2025-02-25 11:50:53.01 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | pretech | 
2025-02-25 11:50:53.06 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0586 secondes

2025-02-25 11:50:54.33 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-25 11:50:54.40 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9310-7761 Québec Inc. [Pretech] Shawn Guilbert | 
2025-02-25 11:50:54.45 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-25 11:50:54.49 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1566 | 
2025-02-25 11:50:54.54 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-25 11:50:54.57 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2500 secondes

2025-02-25 11:50:54.62 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9310-7761 Québec Inc. [Pretech] Shawn Guilbert | 
2025-02-25 11:50:54.66 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-25 11:50:54.71 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9310-7761 Québec Inc. [Pretech] | 
2025-02-25 11:50:54.75 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-25 11:50:59.18 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,7 | 
2025-02-25 11:50:59.23 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0586 secondes

2025-02-25 11:50:59.27 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 0,70 | 
2025-02-25 11:50:59.31 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-25 11:51:00.11 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click | 4355 | 
2025-02-25 11:51:00.15 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-25 11:51:00.20 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4355 | 
2025-02-25 11:51:00.93 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4355 | 0,7422 secondes

2025-02-25 11:51:00.98 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4355 | 
2025-02-25 11:51:01.02 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 11:51:01.08 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4354 | -1 | 
2025-02-25 11:51:01.12 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1094 secondes

2025-02-25 11:51:01.19 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4355 | 0,2188 secondes

2025-02-25 11:51:01.24 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/25-02-2025 | 
2025-02-25 11:51:01.34 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-25 11:51:01.39 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/25-02-2025 | 
2025-02-25 11:51:01.44 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 11:51:01.48 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 11:51:01.53 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 11:51:01.65 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1328 secondes

2025-02-25 11:51:01.70 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 11:51:01.80 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-25 11:51:01.85 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3711 secondes

2025-02-25 11:51:01.89 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 11:51:02.01 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1289 secondes

2025-02-25 11:51:02.06 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 11:51:02.12 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0625 secondes

2025-02-25 11:51:02.16 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7305 secondes

2025-02-25 11:51:02.26 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/25-02-2025 | 0,8789 secondes

2025-02-25 11:51:02.30 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,1562 secondes

2025-02-25 11:51:02.35 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,2461 secondes

2025-02-25 11:52:38.34 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-25 11:52:38.40 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Complete_Date | 24-02-2025, 600, 15 | 
2025-02-25 11:52:38.44 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Complete_Date |  | 0,0508 secondes

2025-02-25 11:52:38.49 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,1562 secondes

2025-02-25 11:52:38.53 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-25 11:52:38.58 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/24-02-2025 | 
2025-02-25 11:52:38.67 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0938 secondes

2025-02-25 11:52:38.71 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/24-02-2025 | 
2025-02-25 11:52:38.77 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 11:52:38.81 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 11:52:38.86 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 11:52:38.97 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1250 secondes

2025-02-25 11:52:39.02 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 11:52:39.12 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-25 11:52:39.16 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3594 secondes

2025-02-25 11:52:39.21 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 11:52:39.32 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1172 secondes

2025-02-25 11:52:39.37 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 11:52:39.42 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0625 secondes

2025-02-25 11:52:39.46 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6992 secondes

2025-02-25 11:52:39.55 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/24-02-2025 | 0,8438 secondes

2025-02-25 11:52:39.60 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 1,0742 secondes

2025-02-25 11:52:41.65 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 7 | 
2025-02-25 11:52:41.70 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 11:52:41.75 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4344 | -1 | 
2025-02-25 11:52:41.80 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1055 secondes

2025-02-25 11:52:41.87 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4345] |  | 0,2227 secondes

2025-02-25 11:53:00.29 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | pretec | 
2025-02-25 11:53:00.34 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0664 secondes

2025-02-25 11:53:00.50 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-25 11:53:00.57 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9310-7761 Québec Inc. [Pretech] Shawn Guilbert | 
2025-02-25 11:53:00.63 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0664 secondes

2025-02-25 11:53:00.68 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1566 | 
2025-02-25 11:53:00.72 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-25 11:53:00.77 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2773 secondes

2025-02-25 11:53:00.81 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9310-7761 Québec Inc. [Pretech] Shawn Guilbert | 
2025-02-25 11:53:00.85 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-25 11:53:00.90 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9310-7761 Québec Inc. [Pretech] | 
2025-02-25 11:53:00.94 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0508 secondes

2025-02-25 11:53:24.33 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Consultation Dev Corp: Révision T2 + Révision t5 + regarder courriel et réorg de l'année | 
2025-02-25 11:53:24.39 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0664 secondes

2025-02-25 11:55:00.84 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 
2025-02-25 11:55:00.89 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 0,0625 secondes

2025-02-25 11:55:01.38 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 
2025-02-25 11:55:01.43 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 0,0547 secondes

2025-02-25 11:55:02.09 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click | 4345 | 
2025-02-25 11:55:02.13 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-25 11:55:02.18 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4345 | 
2025-02-25 11:55:02.96 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4345 | 0,7891 secondes

2025-02-25 11:55:03.01 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4345 | 
2025-02-25 11:55:03.06 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 11:55:03.12 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4344 | -1 | 
2025-02-25 11:55:03.16 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1133 secondes

2025-02-25 11:55:03.23 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4345 | 0,2266 secondes

2025-02-25 11:55:03.28 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/24-02-2025 | 
2025-02-25 11:55:03.37 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0977 secondes

2025-02-25 11:55:03.42 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/24-02-2025 | 
2025-02-25 11:55:03.47 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 11:55:03.52 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 11:55:03.56 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 11:55:03.68 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1289 secondes

2025-02-25 11:55:03.74 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 11:55:03.85 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1133 secondes

2025-02-25 11:55:03.89 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3789 secondes

2025-02-25 11:55:03.94 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 11:55:04.04 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1094 secondes

2025-02-25 11:55:04.09 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 11:55:04.17 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1016 secondes

2025-02-25 11:55:04.23 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7617 secondes

2025-02-25 11:55:04.32 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/24-02-2025 | 0,9023 secondes

2025-02-25 11:55:04.36 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,2305 secondes

2025-02-25 11:55:04.41 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,3398 secondes

2025-02-25 11:56:27.91 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-25 11:56:27.98 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Complete_Date | 25-02-2025, 600, 15 | 
2025-02-25 11:56:28.02 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Complete_Date |  | 0,0469 secondes

2025-02-25 11:56:28.06 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,1523 secondes

2025-02-25 11:56:28.11 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-25 11:56:28.15 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/25-02-2025 | 
2025-02-25 11:56:28.25 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-25 11:56:28.29 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/25-02-2025 | 
2025-02-25 11:56:28.34 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 11:56:28.39 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 11:56:28.43 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 11:56:28.55 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1250 secondes

2025-02-25 11:56:28.61 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 11:56:28.70 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-25 11:56:28.75 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3672 secondes

2025-02-25 11:56:28.79 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 11:56:28.89 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1016 secondes

2025-02-25 11:56:28.94 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 11:56:29.00 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0703 secondes

2025-02-25 11:56:29.04 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7070 secondes

2025-02-25 11:56:29.13 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/25-02-2025 | 0,8477 secondes

2025-02-25 11:56:29.18 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 1,0742 secondes

2025-02-25 11:56:57.30 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | desga | 
2025-02-25 11:56:57.35 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0625 secondes

2025-02-25 11:56:57.50 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-25 11:56:57.58 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9513-1926 Québec Inc. [Francis Desgagnés] Groupe Teltech François Tessier | 
2025-02-25 11:56:57.62 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-25 11:56:57.66 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1775 | 
2025-02-25 11:56:57.70 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-25 11:56:57.75 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2500 secondes

2025-02-25 11:56:57.79 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9513-1926 Québec Inc. [Francis Desgagnés] Groupe Teltech François Tessier | 
2025-02-25 11:56:57.85 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0625 secondes

2025-02-25 11:56:57.90 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9513-1926 Québec Inc. [Francis Desgagnés] | 
2025-02-25 11:56:57.94 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-25 11:57:06.07 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Regardé courriel | 
2025-02-25 11:57:06.12 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-25 11:57:07.38 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .4 | 
2025-02-25 11:57:07.43 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0586 secondes

2025-02-25 11:57:07.48 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 0,40 | 
2025-02-25 11:57:07.52 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-25 11:57:08.58 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-25 11:57:08.63 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
