2025-02-01 11:23:08.68 | vgervais | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-02-02 02:31:16.11 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,4297 secondes'

2025-02-02 02:31:16.13 | GuillaumeCharron | APP_v5.N.6.xlsb | modDev_Utils:SetTabOrder(wshGL_EJ)
2025-02-02 02:31:16.17 | GuillaumeCharron | APP_v5.N.6.xlsb | modDev_Utils:SetTabOrder *** = '0,0391 secondes'

2025-02-02 02:31:16.19 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-02-02 02:31:16.62 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,4268 secondes'

2025-02-02 02:31:16.94 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date(02/02/25, 999, 15)
2025-02-02 02:31:16.96 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date *** = '0,0225 secondes'

2025-02-02 02:31:17.08 | GuillaumeCharron | APP_v5.N.6.xlsb | wshGL_EJ:Worksheet_Activate *** = '6,0605 secondes'

2025-02-02 02:31:24.15 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date(31/01, 999, 15)
2025-02-02 02:31:24.17 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date *** = '0,0273 secondes'

2025-02-02 02:31:37.83 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description - Travaux en cours
2025-02-02 02:31:37.85 | GuillaumeCharron | APP_v5.N.6.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 1210
2025-02-02 02:31:37.90 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description *** = '0,0723 secondes'

2025-02-02 02:31:45.09 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description - Revenus - travaux en cours
2025-02-02 02:31:45.13 | GuillaumeCharron | APP_v5.N.6.xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 4003
2025-02-02 02:31:45.15 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description *** = '0,0693 secondes'

2025-02-02 02:31:47.92 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_EJ_Update
2025-02-02 02:31:47.95 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB
2025-02-02 02:31:48.76 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB *** = '0,8164 secondes'

2025-02-02 02:31:48.79 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally
2025-02-02 02:31:54.03 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally *** = '5,2412 secondes'

2025-02-02 02:31:54.17 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells
2025-02-02 02:31:54.67 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_EJ_Clear_All_Cells *** = '0,5195 secondes'

2025-02-02 02:32:07.21 | GuillaumeCharron | APP_v5.N.6.xlsb | modGL_EJ:GL_EJ_Update *** = '19,2979 secondes'

2025-02-02 03:05:55.05 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-02-02 03:05:55.10 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0713 secondes'

2025-02-02 03:28:12.99 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:SauvegarderEtSortirApplication
2025-02-02 03:28:14.06 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Delete_User_Active_File
2025-02-02 03:28:14.11 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Delete_User_Active_File *** = '0,0518 secondes'

2025-02-02 03:28:14.17 | GuillaumeCharron | APP_v5.N.6.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2025-02-02 04:28:26.13 | GuillaumeCharron | APP_v5.N.6.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-02-02 04:28:26.16 | GuillaumeCharron | APP_v5.N.6.xlsb | Validation d'accès serveur terminée *** = '0,0059 secondes'

2025-02-02 04:28:26.19 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Create_User_Active_File
2025-02-02 04:28:26.24 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Create_User_Active_File *** = '0,0635 secondes'

2025-02-02 04:28:26.28 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Setup_UserDateFormat
2025-02-02 04:28:26.31 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Setup_UserDateFormat *** = '0,0342 secondes'

2025-02-02 04:28:26.34 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:BackupMasterFile
2025-02-02 04:28:26.99 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:BackupMasterFile *** = '0,6602 secondes'

2025-02-02 04:28:27.02 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:WriteInfoOnMainMenu
2025-02-02 04:28:27.07 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:WriteInfoOnMainMenu *** = '0,0518 secondes'

2025-02-02 04:28:27.10 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:HideDevShapesBasedOnUsername
2025-02-02 04:28:27.13 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:HideDevShapesBasedOnUsername *** = '0,0352 secondes'

2025-02-02 04:28:27.17 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:CodeEssentielDepart *** = '1,0498 secondes'

2025-02-02 04:28:27.30 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:menuTEC_Click
2025-02-02 04:28:27.36 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:menuTEC_Click *** = '0,0635 secondes'

2025-02-02 04:28:28.04 | GuillaumeCharron | APP_v5.N.6.xlsb | modMENU_TEC:SaisieHeures_Click
2025-02-02 04:28:28.10 | GuillaumeCharron | APP_v5.N.6.xlsb | modMENU_TEC:SaisieHeures_Click *** = '0,0605 secondes'

2025-02-02 04:28:28.14 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:UserForm_Activate
2025-02-02 04:28:28.17 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:Client_List_Import_All
2025-02-02 04:28:28.49 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ResizeTable
2025-02-02 04:28:28.51 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ResizeTable *** = '0,0283 secondes'

2025-02-02 04:28:28.55 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ApplyFormatting
2025-02-02 04:28:28.57 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ApplyFormatting *** = '0,0273 secondes'

2025-02-02 04:28:28.64 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:Client_List_Import_All *** = '0,4785 secondes'

2025-02-02 04:28:28.67 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:TEC_Import_All
2025-02-02 04:28:29.34 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:TEC_Import_All *** = '0,6758 secondes'

2025-02-02 04:28:29.38 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:UserForm_Activate *** = '1,2480 secondes'

2025-02-02 04:28:30.28 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-02-02 04:28:30.31 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate *** = '0,0264 secondes'

2025-02-02 04:28:30.63 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-02-02 04:28:30.66 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date(02/02/25, 600, 15)
2025-02-02 04:28:30.68 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date *** = '0,0273 secondes'

2025-02-02 04:28:30.71 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_BeforeUpdate *** = '0,0762 secondes'

2025-02-02 04:28:30.73 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-02-02 04:28:30.76 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/02/02/25
2025-02-02 04:28:30.86 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1035 secondes'

2025-02-02 04:28:30.88 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/02/02/25
2025-02-02 04:28:30.92 | GuillaumeCharron | APP_v5.N.6.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-02-02 04:28:30.94 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-02-02 04:28:30.97 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-02-02 04:28:31.10 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1338 secondes'

2025-02-02 04:28:31.13 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-02-02 04:28:31.32 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1904 secondes'

2025-02-02 04:28:31.34 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,4023 secondes'

2025-02-02 04:28:31.37 | GuillaumeCharron | APP_v5.N.6.xlsb | modStatsHeures:Stats_Heures_AF
2025-02-02 04:28:31.53 | GuillaumeCharron | APP_v5.N.6.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,1641 secondes'

2025-02-02 04:28:31.56 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:UpdatePivotTables
2025-02-02 04:28:31.62 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:UpdatePivotTables *** = '0,0693 secondes'

2025-02-02 04:28:31.65 | GuillaumeCharron | APP_v5.N.6.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7334 secondes'

2025-02-02 04:28:31.71 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/02/02/25 *** = '0,8252 secondes'

2025-02-02 04:28:31.73 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_AfterUpdate *** = '1,0029 secondes'

2025-02-02 04:28:36.39 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Cell_From_BD_Client - Érik P. Masse et Dominique Sénécale [Érik P. Masse (Gestion Érik P. Masse Inc.)] - Fiducie
2025-02-02 04:28:36.42 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Cell_From_BD_Client - Érik P. Masse et Dominique Sénécale [Érik P. Masse (Gestion Érik P. Masse Inc.)] *** = '0,0293 secondes'

2025-02-02 04:28:36.86 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Érik P. Masse et Dominique Sénécale [Érik P. Masse (Gestion Érik P. Masse Inc.)]]
2025-02-02 04:28:36.89 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0264 secondes'

2025-02-02 04:29:18.95 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[révision de la comptabilité annuelle, préparation du t5, analyse des impôts 2024 pour acomptes provisionnels 2024 dans la gestion, revue de la comptabilité de fiducie de 2024 et revue de T3]
2025-02-02 04:29:18.98 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0381 secondes'

2025-02-02 04:29:24.65 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[3]
2025-02-02 04:29:24.68 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0381 secondes'

2025-02-02 04:29:24.71 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_Exit[3,00]
2025-02-02 04:29:24.74 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0322 secondes'

2025-02-02 04:29:33.93 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[révision de la comptabilité annuelle, préparation du t5, analyse des impôts 2024 pour acomptes provisionnels 2024 dans la gestion, revue de la comptabilité de fiducie de 2024 et revue de T3 + demande infos additionnelles]
2025-02-02 04:29:33.96 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0352 secondes'

2025-02-02 04:29:34.50 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[3,00]
2025-02-02 04:29:34.53 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0342 secondes'

2025-02-02 04:29:34.56 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_Exit[3,00]
2025-02-02 04:29:34.59 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0322 secondes'

2025-02-02 04:29:34.92 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:cmdAdd_Click
2025-02-02 04:29:34.95 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-02-02 04:29:34.98 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Cell_From_BD_Client - Érik P. Masse et Dominique Sénécale [Érik P. Masse (Gestion Érik P. Masse Inc.)]
2025-02-02 04:29:35.00 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Cell_From_BD_Client - 221 *** = '0,0332 secondes'

2025-02-02 04:29:35.03 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-02-02 04:29:35.82 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,7842 secondes'

2025-02-02 04:29:35.84 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-02-02 04:29:35.91 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0723 secondes'

2025-02-02 04:29:35.94 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2025-02-02
2025-02-02 04:29:36.02 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0879 secondes'

2025-02-02 04:29:36.05 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-02-02
2025-02-02 04:29:36.08 | GuillaumeCharron | APP_v5.N.6.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-02-02 04:29:36.11 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-02-02 04:29:36.13 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-02-02 04:29:36.26 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1318 secondes'

2025-02-02 04:29:36.29 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-02-02 04:29:36.47 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1816 secondes'

2025-02-02 04:29:36.50 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3896 secondes'

2025-02-02 04:29:36.52 | GuillaumeCharron | APP_v5.N.6.xlsb | modStatsHeures:Stats_Heures_AF
2025-02-02 04:29:36.69 | GuillaumeCharron | APP_v5.N.6.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,1699 secondes'

2025-02-02 04:29:36.72 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:UpdatePivotTables
2025-02-02 04:29:36.78 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:UpdatePivotTables *** = '0,0615 secondes'

2025-02-02 04:29:36.80 | GuillaumeCharron | APP_v5.N.6.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7188 secondes'

2025-02-02 04:29:36.86 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/2025-02-02 *** = '0,8125 secondes'

2025-02-02 04:29:36.88 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne *** = '1,9365 secondes'

2025-02-02 04:29:36.91 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,9922 secondes'

2025-02-02 04:29:38.72 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:UserForm_Terminate
2025-02-02 04:29:38.76 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:UserForm_Terminate *** = '0,0439 secondes'

2025-02-02 04:29:39.52 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-02-02 04:29:39.55 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0371 secondes'

2025-02-02 04:29:40.05 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:SauvegarderEtSortirApplication
2025-02-02 04:29:41.11 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Delete_User_Active_File
2025-02-02 04:29:41.15 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:Delete_User_Active_File *** = '0,0400 secondes'

2025-02-02 04:29:41.17 | GuillaumeCharron | APP_v5.N.6.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2025-02-02 04:45:29.43 | GuillaumeCharron | APP_v5.N.6.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-02-02 04:45:29.46 | GuillaumeCharron | APP_v5.N.6.xlsb | Validation d'accès serveur terminée *** = '0,0195 secondes'

2025-02-02 04:45:29.51 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Create_User_Active_File
2025-02-02 04:45:29.56 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Create_User_Active_File *** = '0,0586 secondes'

2025-02-02 04:45:29.59 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Setup_UserDateFormat
2025-02-02 04:45:29.61 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:Setup_UserDateFormat *** = '0,0352 secondes'

2025-02-02 04:45:29.64 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:BackupMasterFile
2025-02-02 04:45:30.31 | GuillaumeCharron | APP_v5.N.6.xlsb | ThisWorkbook:BackupMasterFile *** = '0,6699 secondes'

2025-02-02 04:45:30.34 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:WriteInfoOnMainMenu
2025-02-02 04:45:30.38 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:WriteInfoOnMainMenu *** = '0,0527 secondes'

2025-02-02 04:45:30.41 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:HideDevShapesBasedOnUsername
2025-02-02 04:45:30.44 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:HideDevShapesBasedOnUsername *** = '0,0371 secondes'

2025-02-02 04:45:30.47 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:CodeEssentielDepart *** = '1,0449 secondes'

2025-02-02 04:45:35.03 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:menuTEC_Click
2025-02-02 04:45:35.09 | GuillaumeCharron | APP_v5.N.6.xlsb | modMenu:menuTEC_Click *** = '0,0664 secondes'

2025-02-02 04:45:35.64 | GuillaumeCharron | APP_v5.N.6.xlsb | modMENU_TEC:SaisieHeures_Click
2025-02-02 04:45:35.70 | GuillaumeCharron | APP_v5.N.6.xlsb | modMENU_TEC:SaisieHeures_Click *** = '0,0645 secondes'

2025-02-02 04:45:35.73 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:UserForm_Activate
2025-02-02 04:45:35.76 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:Client_List_Import_All
2025-02-02 04:45:36.24 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ResizeTable
2025-02-02 04:45:36.27 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ResizeTable *** = '0,0293 secondes'

2025-02-02 04:45:36.29 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ApplyFormatting
2025-02-02 04:45:36.32 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:ApplyFormatting *** = '0,0332 secondes'

2025-02-02 04:45:36.40 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:Client_List_Import_All *** = '0,6387 secondes'

2025-02-02 04:45:36.42 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:TEC_Import_All
2025-02-02 04:45:37.14 | GuillaumeCharron | APP_v5.N.6.xlsb | modImport:TEC_Import_All *** = '0,7246 secondes'

2025-02-02 04:45:37.18 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:UserForm_Activate *** = '1,4473 secondes'

2025-02-02 04:45:38.38 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-02-02 04:45:38.41 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate *** = '0,0273 secondes'

2025-02-02 04:45:38.77 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-02-02 04:45:38.79 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date(02/02/25, 600, 15)
2025-02-02 04:45:38.81 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Complete_Date *** = '0,0234 secondes'

2025-02-02 04:45:38.84 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_BeforeUpdate *** = '0,0762 secondes'

2025-02-02 04:45:38.86 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-02-02 04:45:38.88 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/02/02/25
2025-02-02 04:45:38.99 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,1094 secondes'

2025-02-02 04:45:39.01 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/02/02/25
2025-02-02 04:45:39.05 | GuillaumeCharron | APP_v5.N.6.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-02-02 04:45:39.07 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-02-02 04:45:39.09 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-02-02 04:45:39.22 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1289 secondes'

2025-02-02 04:45:39.25 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-02-02 04:45:39.45 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,2031 secondes'

2025-02-02 04:45:39.47 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,4023 secondes'

2025-02-02 04:45:39.49 | GuillaumeCharron | APP_v5.N.6.xlsb | modStatsHeures:Stats_Heures_AF
2025-02-02 04:45:39.66 | GuillaumeCharron | APP_v5.N.6.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,1660 secondes'

2025-02-02 04:45:39.68 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:UpdatePivotTables
2025-02-02 04:45:39.75 | GuillaumeCharron | APP_v5.N.6.xlsb | modAppli:UpdatePivotTables *** = '0,0742 secondes'

2025-02-02 04:45:39.77 | GuillaumeCharron | APP_v5.N.6.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7246 secondes'

2025-02-02 04:45:39.83 | GuillaumeCharron | APP_v5.N.6.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 1/02/02/25 *** = '0,8203 secondes'

2025-02-02 04:45:39.85 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtDate_AfterUpdate *** = '0,9941 secondes'

2025-02-02 04:45:42.69 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Cell_From_BD_Client - Conseils Elokia Inc. [Commandare Inc] [Jean Allan]
2025-02-02 04:45:42.71 | GuillaumeCharron | APP_v5.N.6.xlsb | modFunctions:Fn_Cell_From_BD_Client - Conseils Elokia Inc. [Commandare Inc] [Jean Allan] *** = '0,0293 secondes'

2025-02-02 04:45:42.93 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Conseils Elokia Inc. [Commandare Inc] [Jean Allan]]
2025-02-02 04:45:42.95 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,0273 secondes'

2025-02-02 04:46:02.09 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[analyse voir si toujours pertinent de produire T1 de Jean et Nadine pour 2024]
2025-02-02 04:46:02.11 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0449 secondes'

2025-02-02 04:46:03.83 | GuillaumeCharron | APP_v5.N.6.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[0.25]
