2025-01-23 08:51:51.23 | vgervais | APP_v5.M.3.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-24 07:50:48.74 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-24 07:50:48.80 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0625 secondes'

2025-01-24 07:50:48.84 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2025-01-23
2025-01-24 07:50:48.91 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0742 secondes'

2025-01-24 07:50:48.94 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23
2025-01-24 07:50:48.98 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-24 07:50:49.02 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-24 07:50:49.05 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-24 07:50:49.15 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1016 secondes'

2025-01-24 07:50:49.19 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-24 07:50:49.33 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1426 secondes'

2025-01-24 07:50:49.36 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3516 secondes'

2025-01-24 07:50:49.40 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-24 07:50:49.51 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,1113 secondes'

2025-01-24 07:50:49.54 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables
2025-01-24 07:50:49.60 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables *** = '0,0645 secondes'

2025-01-24 07:50:49.63 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,6562 secondes'

2025-01-24 07:50:49.70 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23 *** = '0,7656 secondes'

2025-01-24 07:50:49.74 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,7090 secondes'

2025-01-24 07:51:09.32 | vgervais | APP_v5.M.3.xlsb | wshStatsHeuresPivotTables:Worksheet_Activate
2025-01-24 07:51:09.38 | vgervais | APP_v5.M.3.xlsb | modImport:TEC_Import_All
2025-01-24 07:51:09.84 | vgervais | APP_v5.M.3.xlsb | modImport:TEC_Import_All *** = '0,4648 secondes'

2025-01-24 07:51:09.89 | vgervais | APP_v5.M.3.xlsb | wshStatsHeuresPivotTables:Worksheet_Activate *** = '0,5762 secondes'

2025-01-24 07:51:12.48 | vgervais | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-24 07:51:12.53 | vgervais | APP_v5.M.3.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0,0488 secondes'

2025-01-24 07:51:14.13 | vgervais | APP_v5.M.3.xlsb | modMenu:menuTEC_Click
2025-01-24 07:51:14.19 | vgervais | APP_v5.M.3.xlsb | modMenu:menuTEC_Click *** = '0,0625 secondes'

2025-01-24 07:51:15.18 | vgervais | APP_v5.M.3.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-24 07:51:15.23 | vgervais | APP_v5.M.3.xlsb | modMENU_TEC:SaisieHeures_Click *** = '0,0547 secondes'

2025-01-24 07:51:15.27 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-24 07:51:15.31 | vgervais | APP_v5.M.3.xlsb | modImport:Client_List_Import_All
2025-01-24 07:51:15.55 | vgervais | APP_v5.M.3.xlsb | modImport:ResizeTable
2025-01-24 07:51:15.59 | vgervais | APP_v5.M.3.xlsb | modImport:ResizeTable *** = '0,0391 secondes'

2025-01-24 07:51:15.62 | vgervais | APP_v5.M.3.xlsb | modImport:ApplyFormatting
2025-01-24 07:51:15.65 | vgervais | APP_v5.M.3.xlsb | modImport:ApplyFormatting *** = '0,0371 secondes'

2025-01-24 07:51:15.74 | vgervais | APP_v5.M.3.xlsb | modImport:Client_List_Import_All *** = '0,4414 secondes'

2025-01-24 07:51:15.78 | vgervais | APP_v5.M.3.xlsb | modImport:TEC_Import_All
2025-01-24 07:51:16.20 | vgervais | APP_v5.M.3.xlsb | modImport:TEC_Import_All *** = '0,4277 secondes'

2025-01-24 07:51:16.24 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:UserForm_Activate *** = '0,9688 secondes'

2025-01-24 07:51:33.92 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-24 07:51:33.97 | vgervais | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date(23-01-2025, 600, 15)
2025-01-24 07:51:34.00 | vgervais | APP_v5.M.3.xlsb | modFunctions:Fn_Complete_Date *** = '0,0371 secondes'

2025-01-24 07:51:34.03 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate *** = '0,1191 secondes'

2025-01-24 07:51:34.07 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-01-24 07:51:34.10 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/23-01-2025
2025-01-24 07:51:34.18 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0801 secondes'

2025-01-24 07:51:34.21 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/23-01-2025
2025-01-24 07:51:34.26 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-24 07:51:34.29 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-24 07:51:34.33 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-24 07:51:34.42 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1016 secondes'

2025-01-24 07:51:34.46 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-24 07:51:34.60 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1426 secondes'

2025-01-24 07:51:34.64 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3477 secondes'

2025-01-24 07:51:34.67 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-24 07:51:34.86 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,1953 secondes'

2025-01-24 07:51:34.90 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables
2025-01-24 07:51:34.93 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables *** = '0,0410 secondes'

2025-01-24 07:51:34.97 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7305 secondes'

2025-01-24 07:51:35.05 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/23-01-2025 *** = '0,8438 secondes'

2025-01-24 07:51:35.09 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate *** = '1,0234 secondes'

2025-01-24 07:54:01.40 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Suivis des courriels + classement]
2025-01-24 07:54:01.46 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0566 secondes'

2025-01-24 07:54:05.97 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.5]
2025-01-24 07:54:06.02 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0664 secondes'

2025-01-24 07:54:06.07 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2025-01-24 07:54:06.10 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0410 secondes'

2025-01-24 07:54:06.61 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-24 07:54:06.64 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-24 07:54:07.24 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,5977 secondes'

2025-01-24 07:54:07.28 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-24 07:54:07.34 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0684 secondes'

2025-01-24 07:54:07.37 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2025-01-23
2025-01-24 07:54:07.44 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0762 secondes'

2025-01-24 07:54:07.48 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23
2025-01-24 07:54:07.53 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-24 07:54:07.57 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-24 07:54:07.61 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-24 07:54:07.72 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1230 secondes'

2025-01-24 07:54:07.76 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-24 07:54:07.90 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1406 secondes'

2025-01-24 07:54:07.94 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3711 secondes'

2025-01-24 07:54:07.97 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-24 07:54:08.17 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2051 secondes'

2025-01-24 07:54:08.21 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables
2025-01-24 07:54:08.24 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables *** = '0,0391 secondes'

2025-01-24 07:54:08.28 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7539 secondes'

2025-01-24 07:54:08.35 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23 *** = '0,8789 secondes'

2025-01-24 07:54:08.39 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,7812 secondes'

2025-01-24 07:54:51.67 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Répondre courriel + suivi + classement]
2025-01-24 07:54:51.72 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0488 secondes'

2025-01-24 07:54:52.80 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.3]
2025-01-24 07:54:52.84 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0410 secondes'

2025-01-24 07:54:52.87 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,30]
2025-01-24 07:54:52.91 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0371 secondes'

2025-01-24 07:54:53.97 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-24 07:54:54.00 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-24 07:54:54.60 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,5996 secondes'

2025-01-24 07:54:54.63 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-24 07:54:54.69 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0605 secondes'

2025-01-24 07:54:54.72 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2025-01-23
2025-01-24 07:54:54.79 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0703 secondes'

2025-01-24 07:54:54.84 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23
2025-01-24 07:54:54.89 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-24 07:54:54.92 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-24 07:54:54.96 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-24 07:54:55.07 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1211 secondes'

2025-01-24 07:54:55.11 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-24 07:54:55.24 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1387 secondes'

2025-01-24 07:54:55.28 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3594 secondes'

2025-01-24 07:54:55.31 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-24 07:54:55.51 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2051 secondes'

2025-01-24 07:54:55.55 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables
2025-01-24 07:54:55.58 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables *** = '0,0391 secondes'

2025-01-24 07:54:55.61 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7324 secondes'

2025-01-24 07:54:55.68 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23 *** = '0,8496 secondes'

2025-01-24 07:54:55.72 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,7539 secondes'

2025-01-24 08:11:51.11 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Répondre courriel de Virginie Laprise]
2025-01-24 08:11:51.15 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0488 secondes'

2025-01-24 08:11:52.99 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.5]
2025-01-24 08:11:53.03 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0430 secondes'

2025-01-24 08:11:53.07 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2025-01-24 08:11:53.10 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0371 secondes'

2025-01-24 08:11:55.19 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-24 08:11:55.23 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-24 08:11:55.87 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,6484 secondes'

2025-01-24 08:11:55.91 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-24 08:11:55.97 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0684 secondes'

2025-01-24 08:11:56.00 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2025-01-23
2025-01-24 08:11:56.07 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0762 secondes'

2025-01-24 08:11:56.11 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23
2025-01-24 08:11:56.15 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-24 08:11:56.19 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-24 08:11:56.22 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-24 08:11:56.34 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1250 secondes'

2025-01-24 08:11:56.38 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-24 08:11:56.52 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1387 secondes'

2025-01-24 08:11:56.55 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3672 secondes'

2025-01-24 08:11:56.58 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-24 08:11:56.78 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2051 secondes'

2025-01-24 08:11:56.83 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables
2025-01-24 08:11:56.87 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables *** = '0,0488 secondes'

2025-01-24 08:11:56.91 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7617 secondes'

2025-01-24 08:11:56.99 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23 *** = '0,8828 secondes'

2025-01-24 08:11:57.02 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,8398 secondes'

2025-01-24 08:12:25.41 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Regarder les états financiers avec mémorandum]
2025-01-24 08:12:25.45 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0508 secondes'

2025-01-24 08:12:28.02 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.9]
2025-01-24 08:12:28.05 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0430 secondes'

2025-01-24 08:12:28.09 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,90]
2025-01-24 08:12:28.12 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0410 secondes'

2025-01-24 08:12:28.94 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-24 08:12:28.97 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-24 08:12:29.57 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,5977 secondes'

2025-01-24 08:12:29.60 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-24 08:12:29.66 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0625 secondes'

2025-01-24 08:12:29.70 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2025-01-23
2025-01-24 08:12:29.76 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0703 secondes'

2025-01-24 08:12:29.79 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23
2025-01-24 08:12:29.84 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-24 08:12:29.87 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-24 08:12:29.91 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-24 08:12:30.03 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1250 secondes'

2025-01-24 08:12:30.07 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-24 08:12:30.20 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1387 secondes'

2025-01-24 08:12:30.24 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3691 secondes'

2025-01-24 08:12:30.28 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-24 08:12:30.48 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2090 secondes'

2025-01-24 08:12:30.52 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables
2025-01-24 08:12:30.55 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables *** = '0,0391 secondes'

2025-01-24 08:12:30.58 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7500 secondes'

2025-01-24 08:12:30.67 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23 *** = '0,8789 secondes'

2025-01-24 08:12:30.70 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click *** = '1,7695 secondes'

2025-01-24 08:14:11.85 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Répondre courriel + classement ]
2025-01-24 08:14:11.90 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0566 secondes'

2025-01-24 08:14:13.31 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.3]
2025-01-24 08:14:13.35 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0410 secondes'

2025-01-24 08:14:13.40 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit[0,30]
2025-01-24 08:14:13.44 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0488 secondes'

2025-01-24 08:14:14.37 | vgervais | APP_v5.M.3.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-24 08:14:14.41 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-24 08:14:15.04 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,6328 secondes'

2025-01-24 08:14:15.07 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-24 08:14:15.13 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0605 secondes'

2025-01-24 08:14:15.16 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2025-01-23
2025-01-24 08:14:15.22 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0684 secondes'

2025-01-24 08:14:15.26 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23
2025-01-24 08:14:15.31 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-24 08:14:15.34 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-24 08:14:15.38 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-24 08:14:15.50 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1289 secondes'

2025-01-24 08:14:15.54 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-24 08:14:15.68 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1426 secondes'

2025-01-24 08:14:15.71 | vgervais | APP_v5.M.3.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3730 secondes'

2025-01-24 08:14:15.74 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-24 08:14:15.94 | vgervais | APP_v5.M.3.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,2031 secondes'

2025-01-24 08:14:15.98 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables
2025-01-24 08:14:16.02 | vgervais | APP_v5.M.3.xlsb | modAppli:UpdatePivotTables *** = '0,0410 secondes'

2025-01-24 08:14:16.05 | vgervais | APP_v5.M.3.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7441 secondes'

2025-01-24 08:14:16.12 | vgervais | APP_v5.M.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-23 *** = '0,8613 secondes'

