2024-10-02 10:54:12 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 18:14:45 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 18:24:52 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 18:24:52 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 18:24:52 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 18:24:52 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 18:24:53 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 18:24:53 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 18:24:53 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 18:32:58 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 18:32:58 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 18:32:58 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 18:32:59 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 18:32:59 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 18:32:59 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 18:32:59 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 19:25:12 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 19:25:15 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 19:25:15 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 19:25:15 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 21:12:40 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 21:12:41 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 21:12:41 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 21:12:41 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-03 06:31:32 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-03 06:31:49 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:31:49 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 06:31:49 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 06:31:49 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-03' | Vrai
2024-10-03 06:31:49 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:31:50 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-03' | type = String
2024-10-03 06:31:50 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-03' | type = Date
2024-10-03 06:31:50 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:31:50 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:31:50 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 06:32:18 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:32:18 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 06:32:18 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:32:19 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-03' | type = Date
2024-10-03 06:32:19 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-03' | type = Date
2024-10-03 06:32:19 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:32:19 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 06:41:58 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:41:58 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 06:41:58 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:41:58 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-03' | type = Date
2024-10-03 06:41:58 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-03' | type = Date
2024-10-03 06:41:59 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:41:59 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 06:45:08 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-03' | type = Date
2024-10-03 06:45:08 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-03' | type = Date
2024-10-03 06:45:09 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:45:09 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 06:46:48 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-03-2024' | type = String
2024-10-03 06:46:48 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 06:46:48 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String
2024-10-03 06:46:48 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-03-10' | type = Date
2024-10-03 06:46:49 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-03-10' | type = Date
2024-10-03 06:46:49 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:46:49 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 06:47:42 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String
2024-10-03 06:47:43 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 3, d = 10 | type = String
2024-10-03 06:47:43 | vgervais | @0039 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 06:47:43 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String
2024-10-03 06:47:43 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-03-10' | type = Date
2024-10-03 06:47:43 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-03-10' | type = Date
2024-10-03 06:47:43 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:47:43 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 06:48:42 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-03 06:48:43 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:48:43 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 06:48:43 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 06:48:43 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-03' | Vrai
2024-10-03 06:48:43 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 06:48:43 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-03' | type = String
2024-10-03 06:48:43 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-03' | type = Date
2024-10-03 06:48:43 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:48:43 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 06:48:43 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 07:59:18 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-03 07:59:18 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 07:59:18 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 07:59:18 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 07:59:18 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-03' | Vrai
2024-10-03 07:59:18 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 07:59:18 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-03' | type = String
2024-10-03 07:59:18 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-03' | type = Date
2024-10-03 07:59:18 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 07:59:19 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 07:59:19 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 09:18:11 | Guillaume | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-03 09:18:12 | Guillaume | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:18:12 | Guillaume | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '03/oct/2024' | type = Date
2024-10-03 09:18:12 | Guillaume | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '03/oct/2024' | type = Date
2024-10-03 09:18:12 | Guillaume | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '03/oct/2024' | Vrai
2024-10-03 09:18:12 | Guillaume | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:18:12 | Guillaume | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '03/oct/2024' | type = String
2024-10-03 09:18:12 | Guillaume | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '03/oct/2024' | type = Date
2024-10-03 09:18:12 | Guillaume | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '03/oct/2024' | type = Date
2024-10-03 09:18:13 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/oct/2024' | type = Date
2024-10-03 09:18:13 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/oct/2024' | type = Date
2024-10-03 09:31:39 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:31:39 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 09:31:40 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:31:40 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:31:41 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:31:42 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/oct/2024' | type = Date
2024-10-03 09:31:42 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/oct/2024' | type = Date
2024-10-03 09:31:54 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:31:54 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 09:31:54 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:31:55 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:31:56 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:31:57 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/oct/2024' | type = Date
2024-10-03 09:31:57 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/oct/2024' | type = Date
2024-10-03 09:32:16 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:32:16 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 09:32:16 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:32:17 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:32:18 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:32:18 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/oct/2024' | type = Date
2024-10-03 09:32:18 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/oct/2024' | type = Date
2024-10-03 09:32:49 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:32:50 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 09:32:50 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:32:50 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:32:51 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:32:52 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/oct/2024' | type = Date
2024-10-03 09:32:52 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/oct/2024' | type = Date
2024-10-03 09:33:21 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:33:21 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 09:33:21 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/oct/2024' | type = String
2024-10-03 09:33:22 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:33:23 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '03/oct/2024' | type = Date
2024-10-03 09:33:23 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '03/oct/2024' | type = Date
2024-10-03 09:33:23 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '03/oct/2024' | type = Date
2024-10-03 10:13:30 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-03 10:13:31 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 10:13:31 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 10:13:31 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 10:13:31 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-03' | Vrai
2024-10-03 10:13:32 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 10:13:32 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-03' | type = String
2024-10-03 10:13:32 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-03' | type = Date
2024-10-03 10:13:32 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 10:13:32 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 10:13:32 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 10:14:50 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-03 10:14:50 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 10:14:51 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 10:14:51 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-03' | type = Date
2024-10-03 10:14:51 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-03' | Vrai
2024-10-03 10:14:51 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 10:14:51 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-03' | type = String
2024-10-03 10:14:51 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-03' | type = Date
2024-10-03 10:14:51 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 10:14:51 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 10:14:51 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 10:16:00 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 10:16:00 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 10:16:00 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-03' | type = String
2024-10-03 10:16:00 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-03' | type = Date
2024-10-03 10:16:01 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-03' | type = Date
2024-10-03 10:16:01 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 10:16:01 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 10:17:14 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-03' | type = Date
2024-10-03 10:17:14 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-03' | type = Date
2024-10-03 10:17:15 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 10:17:15 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 10:19:17 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-03-2024' | type = String
2024-10-03 10:19:17 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 10:19:17 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String
2024-10-03 10:19:17 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-03-10' | type = Date
2024-10-03 10:19:17 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-03-10' | type = Date
2024-10-03 10:19:18 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-03' | type = Date
2024-10-03 10:19:18 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-03' | type = Date
2024-10-03 10:21:22 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String
2024-10-03 10:21:22 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 3, d = 10 | type = String
2024-10-03 10:21:22 | vgervais | @0039 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 3 | type = String
2024-10-03 10:21:22 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '03/10/2024' | type = String
2024-10-03 10:21:22 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-03-10' | type = Date
2024-10-03 10:21:23 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-03-10' | type = Date
