2024-11-04 23:22:09.29 | vgervais | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Terminate |  | 31
2024-11-06 08:58:40.62 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,0840 sec. | 31

2024-11-06 08:58:40.63 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-06 08:58:40.65 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-06 08:58:40.67 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-06 08:58:40.92 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2559 sec. | 31

2024-11-06 08:58:40.94 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-06 08:58:41.12 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,1836 sec. | 31

2024-11-06 08:58:41.13 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,4844 sec. | 31

2024-11-06 08:58:41.15 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-06 08:58:41.27 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,1250 sec. | 31

2024-11-06 08:58:41.37 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 0,7383 sec. | 31

2024-11-06 08:58:41.38 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-06 08:58:41.40 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-06 08:58:41.65 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2461 sec. | 31

2024-11-06 08:58:41.67 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-06 08:58:41.83 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,1641 sec. | 31

2024-11-06 08:58:41.85 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,4609 sec. | 31

2024-11-06 08:58:41.86 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 1,7910 sec. | 31

2024-11-06 08:58:41.87 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:cmdAdd_Click | 1,8242 sec. | 31

2024-11-06 09:15:39.93 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:UserForm_Terminate |  | 31
2024-11-06 09:15:39.99 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:UserForm_Terminate | 0,0625 sec. | 31

2024-11-06 09:15:41.56 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-06 09:15:41.59 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0352 sec. | 31

2024-11-06 09:15:43.86 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:Fournisseur_List_Import_All |  | 31
2024-11-06 09:15:44.02 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:Fournisseur_List_Import_All | 0,1562 sec. | 31

2024-11-06 09:15:44.09 | GuillaumeCharron | APP_v5.D (version 2).xlsb | wshDEB_Saisie:Worksheet_Activate |  | 31
2024-11-06 09:15:44.10 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:DEB_Trans_Import_All |  | 31
2024-11-06 09:15:44.25 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:DEB_Trans_Import_All | 0,1484 sec. | 31

2024-11-06 09:15:44.27 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-06 09:15:44.48 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:GL_Trans_Import_All | 0,2227 sec. | 31

2024-11-06 09:15:44.50 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:Fournisseur_List_Import_All |  | 31
2024-11-06 09:15:44.61 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:Fournisseur_List_Import_All | 0,1055 sec. | 31

2024-11-06 09:15:44.64 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDev_Utils:SetTabOrder(wshDEB_Saisie) |  | 31
2024-11-06 09:15:44.70 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDev_Utils:SetTabOrder | 0,0625 sec. | 31

2024-11-06 09:15:44.72 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 31
2024-11-06 09:15:44.77 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells | 0,0586 sec. | 31

2024-11-06 09:15:44.79 | GuillaumeCharron | APP_v5.D (version 2).xlsb | wshDEB_Saisie:Worksheet_Activate | 0,7070 sec. | 31

2024-11-06 09:16:11.71 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description - Frais de communications |  | 31
2024-11-06 09:16:11.73 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modFunctions:Fn_GetGL_Code_From_GL_Description - 5070 |  | 31
2024-11-06 09:16:11.75 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modFunctions:Fn_GetGL_Code_From_GL_Description | 0,0391 sec. | 31

2024-11-06 09:16:14.79 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_Update |  | 31
2024-11-06 09:16:14.82 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB |  | 31
2024-11-06 09:16:15.01 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Trans_Add_Record_To_DB | 0,1914 sec. | 31

2024-11-06 09:16:15.03 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally |  | 31
2024-11-06 09:16:15.07 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Trans_Add_Record_Locally | 0,0469 sec. | 31

2024-11-06 09:16:15.10 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation |  | 31
2024-11-06 09:16:15.12 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modGL_Posting:GL_Posting_To_DB |  | 31
2024-11-06 09:16:15.35 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modGL_Posting:GL_Posting_To_DB | 0,2305 sec. | 31

2024-11-06 09:16:15.37 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modGL_Posting:GL_Posting_Locally |  | 31
2024-11-06 09:16:15.45 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modGL_Posting:GL_Posting_Locally | 0,0781 sec. | 31

2024-11-06 09:16:15.46 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_GL_Posting_Preparation | 0,3633 sec. | 31

2024-11-06 09:16:17.66 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 31
2024-11-06 09:16:17.70 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells | 0,0391 sec. | 31

2024-11-06 09:16:17.73 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modDEB_Saisie:DEB_Saisie_Update | 2,9375 sec. | 31

2024-11-06 09:16:21.20 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-06 09:16:21.23 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0352 sec. | 31

2024-11-06 09:20:03.88 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:UserForm_Activate |  | 31
2024-11-06 09:20:03.91 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:Client_List_Import_All |  | 31
2024-11-06 09:20:04.05 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-06 09:20:04.13 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-06 09:20:04.21 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:Client_List_Import_All | 0,3008 sec. | 31

2024-11-06 09:20:04.22 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:TEC_Import_All |  | 31
2024-11-06 09:20:04.42 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-06 09:20:04.67 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-06 09:20:04.76 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modImport:TEC_Import_All | 0,5352 sec. | 31

2024-11-06 09:20:04.78 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:UserForm_Activate | 0,9023 sec. | 31

2024-11-06 09:20:06.20 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 31
2024-11-06 09:20:06.22 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate | 0,0195 sec. | 31

2024-11-06 09:20:06.55 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-06 09:20:06.57 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 6 parsedDate='06/11/24' |  | 31
2024-11-06 09:20:06.59 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,0391 sec. | 31

2024-11-06 09:20:06.61 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtDate_AfterUpdate - 06/11/2024 |  | 31
2024-11-06 09:20:06.63 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/06/11/2024 |  | 31
2024-11-06 09:20:06.72 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,0898 sec. | 31

2024-11-06 09:20:06.73 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-06 09:20:06.75 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-06 09:20:06.77 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-06 09:20:07.04 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2656 sec. | 31

2024-11-06 09:20:07.05 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-06 09:20:07.23 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,1836 sec. | 31

2024-11-06 09:20:07.26 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,5078 sec. | 31

2024-11-06 09:20:07.27 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-06 09:20:07.42 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,1484 sec. | 31

2024-11-06 09:20:07.51 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 0,7773 sec. | 31

2024-11-06 09:20:07.52 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtDate_AfterUpdate | 0,9180 sec. | 31

2024-11-06 09:20:11.56 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtClient_AfterUpdate - Ventilabec Inc. [Lora Stoycheva] |  | 31
2024-11-06 09:20:11.58 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modFunctions:Fn_GetID_From_Client_Name - Ventilabec Inc. [Lora Stoycheva] |  | 31
2024-11-06 09:20:11.60 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modFunctions:Fn_GetID_From_Client_Name - 1669 | 0,0195 sec. | 31

2024-11-06 09:20:11.61 | GuillaumeCharron | APP_v5.D (version 2).xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1669 |  | 31
2024-11-06 09:20:11.63 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,0664 sec. | 31

2024-11-06 09:20:19.29 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-06 09:20:19.32 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0234 sec. | 31

2024-11-06 09:20:20.82 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-06 09:20:20.85 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0273 sec. | 31

2024-11-06 09:20:20.86 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-06 09:20:20.88 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0156 sec. | 31

2024-11-06 09:20:22.24 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-06 09:20:22.26 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-06 09:20:22.28 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-06 09:20:22.34 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-06 09:20:22.41 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2221 |  | 31
2024-11-06 09:20:22.43 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-06 09:20:22.44 | GuillaumeCharron | APP_v5.D (version 2).xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2221 |  | 31
2024-11-06 09:20:22.64 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0,3633 sec. | 31

2024-11-06 09:20:22.66 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-06 09:20:22.72 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,0625 sec. | 31

2024-11-06 09:20:22.74 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-11-06 |  | 31
2024-11-06 09:20:22.82 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,0859 sec. | 31

2024-11-06 09:20:22.84 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-06 09:20:22.86 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-06 09:20:22.87 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-06 09:20:23.13 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2578 sec. | 31

2024-11-06 09:20:23.14 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-06 09:20:23.35 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2070 sec. | 31

2024-11-06 09:20:23.36 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,5117 sec. | 31

2024-11-06 09:20:23.38 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-06 09:20:23.52 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,1406 sec. | 31

2024-11-06 09:20:23.62 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 0,7852 sec. | 31

2024-11-06 09:20:23.64 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-06 09:20:23.66 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-06 09:20:23.90 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2461 sec. | 31

2024-11-06 09:20:23.92 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-06 09:20:24.09 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,1758 sec. | 31

2024-11-06 09:20:24.11 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,4688 sec. | 31

2024-11-06 09:20:24.12 | GuillaumeCharron | APP_v5.D (version 2).xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 1,8633 sec. | 31

2024-11-06 09:20:24.14 | GuillaumeCharron | APP_v5.D (version 2).xlsb | ufSaisieHeures:cmdAdd_Click | 1,8984 sec. | 31

2024-11-06 09:24:29.40 | vgervais | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-06 09:24:29.45 | vgervais | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 6 parsedDate='2024-11-06' |  | 31
2024-11-06 09:24:29.48 | vgervais | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,0859 sec. | 31

2024-11-06 09:24:29.52 | vgervais | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 2024-11-06 |  | 31
2024-11-06 09:24:29.54 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2024-11-06 |  | 31
2024-11-06 09:24:29.61 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,0703 sec. | 31

2024-11-06 09:24:29.64 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-06 09:24:29.67 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-06 09:24:29.70 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-06 09:24:29.90 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2031 sec. | 31

2024-11-06 09:24:29.93 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-06 09:24:30.07 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,1367 sec. | 31

2024-11-06 09:24:30.10 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,4297 sec. | 31

2024-11-06 09:24:30.14 | vgervais | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-06 09:24:30.28 | vgervais | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,1484 sec. | 31

2024-11-06 09:24:30.35 | vgervais | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 0,7188 sec. | 31

2024-11-06 09:24:30.38 | vgervais | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 0,8711 sec. | 31

2024-11-06 09:36:44.20 | Annie | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-06 09:36:44.32 | Annie | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-06 09:36:44.53 | Annie | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File | 0.2188 sec. | 31

2024-11-06 09:36:44.67 | Annie | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile |  | 31
2024-11-06 09:36:47.28 | Annie | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La variable masterWorkbook est initialisée |  | 31
2024-11-06 09:36:48.49 | Annie | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La copie est réussie |  | 31
2024-11-06 09:36:48.88 | Annie | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - Le fichier masterWorkbook est fermé |  | 31
2024-11-06 09:36:49.05 | Annie | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile | 4.4023 sec. | 31

2024-11-06 09:36:49.20 | Annie | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username |  | 31
2024-11-06 09:36:49.36 | Annie | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username | 0.1719 sec. | 31

2024-11-06 09:36:49.69 | Annie | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu |  | 31
2024-11-06 09:36:49.93 | Annie | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu | 0.2617 sec. | 31

2024-11-06 09:36:50.06 | Annie | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-06 09:36:50.21 | Annie | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0.1992 sec. | 31

2024-11-06 09:36:50.51 | Annie | APP_v5.D.1.xlsb | ThisWorkbook:Workbook_Open | 6.3281 sec. | 31

2024-11-06 09:36:53.31 | Annie | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate |  | 31
2024-11-06 09:36:53.43 | Annie | APP_v5.D.1.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-06 09:36:54.87 | Annie | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-06 09:36:55.08 | Annie | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-06 09:36:55.26 | Annie | APP_v5.D.1.xlsb | modImport:Client_List_Import_All | 1.8477 sec. | 31

2024-11-06 09:36:55.37 | Annie | APP_v5.D.1.xlsb | modImport:TEC_Import_All |  | 31
2024-11-06 09:36:57.46 | Annie | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-06 09:36:57.90 | Annie | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-06 09:36:58.08 | Annie | APP_v5.D.1.xlsb | modImport:TEC_Import_All | 2.7617 sec. | 31

2024-11-06 09:36:58.29 | Annie | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate | 5.0117 sec. | 31

2024-11-06 09:37:03.74 | Annie | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-06 09:37:03.84 | Annie | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-06 09:37:04.23 | Annie | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0.4336 sec. | 31

2024-11-06 09:37:04.39 | Annie | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-06 09:37:04.72 | Annie | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0.3789 sec. | 31

2024-11-06 09:37:04.89 | Annie | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1.1680 sec. | 31

2024-11-06 09:37:04.00 | Annie | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-06 09:37:05.23 | Annie | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0.2812 sec. | 31

2024-11-06 09:37:38.54 | Annie | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate |  | 31
2024-11-06 09:37:38.76 | Annie | APP_v5.D.1.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-06 09:37:40.83 | Annie | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-06 09:37:41.03 | Annie | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-06 09:37:41.47 | Annie | APP_v5.D.1.xlsb | modImport:Client_List_Import_All | 2.7266 sec. | 31

