2025-01-06 09:28:17.90 | Annie | APP_v5.G.5.xlsb | ***** Début d'une nouvelle session (ThisWorkbook:Workbook_Open) *****
2025-01-06 17:06:21.47 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 17:06:21.62 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.1680 secondes'

2025-01-06 17:06:21.72 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 17:06:21.98 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.2773 secondes'

2025-01-06 17:06:22.07 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7031 secondes'

2025-01-06 17:06:22.16 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 17:06:22.50 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.3633 secondes'

2025-01-06 17:06:22.59 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 17:06:22.75 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1797 secondes'

2025-01-06 17:06:22.83 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.5352 secondes'

2025-01-06 17:06:23.04 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/01-06-2025 = '1.8359 secondes'

2025-01-06 17:06:23.11 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Modifie_Ligne = '5.1484 secondes'

2025-01-06 17:06:23.21 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmdUpdate_Click = '5.3125 secondes'

2025-01-06 17:06:32.26 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[2960-4105 Québec Inc. [Mini Excavation MB]]
2025-01-06 17:06:32.34 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 2960-4105 Québec Inc. [Mini Excavation MB]
2025-01-06 17:06:32.46 | Annie | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 2040 = '0.1406 secondes'

2025-01-06 17:06:32.54 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0.3008 secondes'

2025-01-06 17:06:50.11 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Comptabilité trimestre octobre-décembre 2024]
2025-01-06 17:06:50.18 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0.0898 secondes'

2025-01-06 17:06:52.86 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.5]
2025-01-06 17:06:52.95 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0.1055 secondes'

2025-01-06 17:06:53.03 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[0.50]
2025-01-06 17:06:53.11 | Annie | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0.1016 secondes'

2025-01-06 17:06:53.70 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-06 17:06:53.78 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-06 17:06:53.86 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-06 17:06:56.22 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '2.3789 secondes'

2025-01-06 17:06:56.29 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-06 17:06:56.45 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0.1641 secondes'

2025-01-06 17:06:56.52 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 3/2025-01-06
2025-01-06 17:06:56.68 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0.1680 secondes'

2025-01-06 17:06:56.75 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/2025-01-06
2025-01-06 17:06:56.86 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 17:06:56.95 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 17:06:57.03 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 17:06:57.24 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0.2266 secondes'

2025-01-06 17:06:57.33 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 17:06:57.57 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0.2617 secondes'

2025-01-06 17:06:57.65 | Annie | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0.7227 secondes'

2025-01-06 17:06:57.73 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 17:06:58.02 | Annie | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0.3008 secondes'

2025-01-06 17:06:58.10 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 17:06:58.27 | Annie | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0.1836 secondes'

2025-01-06 17:06:58.34 | Annie | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1.4961 secondes'

2025-01-06 17:06:58.54 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 3/2025-01-06 = '1.7969 secondes'

2025-01-06 17:06:58.63 | Annie | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '4.8633 secondes'

2025-01-06 17:06:58.70 | Annie | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '5.0195 secondes'

2025-01-06 17:07:00.73 | Annie | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-06 17:07:00.84 | Annie | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate = '0.1211 secondes'

2025-01-06 17:07:03.76 | Annie | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-06 17:07:03.87 | Annie | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu = '0.1172 secondes'

2025-01-06 17:07:04.56 | Annie | APP_v5.J.xlsb | modMenu:SauvegarderEtSortirApplication
2025-01-06 17:07:06.19 | Annie | APP_v5.J.xlsb | modMenu:Delete_User_Active_File
2025-01-06 17:07:06.33 | Annie | APP_v5.J.xlsb | modMenu:Delete_User_Active_File = '0.1562 secondes'

2025-01-06 17:07:06.42 | Annie | APP_v5.J.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2025-01-06 17:36:34.00 | User | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-06 17:36:34.05 | User | APP_v5.J.xlsb | OK - Validation d'accès serveur terminée = '0,0039 secondes'

2025-01-06 17:36:34.09 | User | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File
2025-01-06 17:36:34.16 | User | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File = '0,0742 secondes'

2025-01-06 17:36:34.20 | User | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat
2025-01-06 17:36:34.23 | User | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat = '0,0430 secondes'

2025-01-06 17:36:34.27 | User | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile
2025-01-06 17:36:34.62 | User | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile = '0,3516 secondes'

2025-01-06 17:36:34.66 | User | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu
2025-01-06 17:36:34.76 | User | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu = '0,1016 secondes'

2025-01-06 17:36:34.79 | User | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername
2025-01-06 17:36:34.85 | User | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername = '0,0586 secondes'

2025-01-06 17:36:34.91 | User | APP_v5.J.xlsb | modAppli:CodeEssentielDepart = '0,9102 secondes'

2025-01-06 17:36:35.21 | User | APP_v5.J.xlsb | modMenu:menuTEC_Click
2025-01-06 17:36:35.30 | User | APP_v5.J.xlsb | modMenu:menuTEC_Click = '0,0898 secondes'

2025-01-06 17:36:36.50 | User | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-06 17:36:36.60 | User | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click = '0,1016 secondes'

2025-01-06 17:36:36.64 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-06 17:36:36.69 | User | APP_v5.J.xlsb | modImport:Client_List_Import_All
2025-01-06 17:36:37.10 | User | APP_v5.J.xlsb | modImport:ResizeTable
2025-01-06 17:36:37.14 | User | APP_v5.J.xlsb | modImport:ResizeTable = '0,0430 secondes'

2025-01-06 17:36:37.18 | User | APP_v5.J.xlsb | modImport:ApplyFormatting
2025-01-06 17:36:37.21 | User | APP_v5.J.xlsb | modImport:ApplyFormatting = '0,0391 secondes'

2025-01-06 17:36:37.30 | User | APP_v5.J.xlsb | modImport:Client_List_Import_All = '0,6133 secondes'

2025-01-06 17:36:37.33 | User | APP_v5.J.xlsb | modImport:TEC_Import_All
2025-01-06 17:36:37.80 | User | APP_v5.J.xlsb | modImport:TEC_Import_All = '0,4688 secondes'

2025-01-06 17:36:37.88 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate = '1,2383 secondes'

2025-01-06 17:36:39.94 | User | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-06 17:36:39.99 | User | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = '0,0586 secondes'

2025-01-06 17:36:45.64 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:36:45.68 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(2025-01-06, 600, 15)
2025-01-06 17:36:45.72 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0,0469 secondes'

2025-01-06 17:36:45.77 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = '0,1367 secondes'

2025-01-06 17:36:45.82 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-01-06 17:36:45.87 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/01-06-2025
2025-01-06 17:36:46.03 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1680 secondes'

2025-01-06 17:36:46.06 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/01-06-2025
2025-01-06 17:36:46.11 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 17:36:46.14 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 17:36:46.18 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 17:36:46.31 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1367 secondes'

2025-01-06 17:36:46.35 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 17:36:46.59 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,2461 secondes'

2025-01-06 17:36:46.64 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5078 secondes'

2025-01-06 17:36:46.69 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 17:36:46.88 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,1953 secondes'

2025-01-06 17:36:46.91 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 17:36:47.02 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1133 secondes'

2025-01-06 17:36:47.06 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '0,9648 secondes'

2025-01-06 17:36:47.25 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/01-06-2025 = '1,1953 secondes'

2025-01-06 17:36:47.29 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate = '1,4766 secondes'

2025-01-06 17:37:07.06 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:37:07.12 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:37:27.32 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '20,2188 secondes'

2025-01-06 17:37:29.15 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:37:29.19 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:37:33.70 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '4,5078 secondes'

2025-01-06 17:37:39.08 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:37:39.13 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:37:41.28 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '2,1523 secondes'

2025-01-06 17:37:41.32 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:37:41.38 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:37:43.06 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '1,6797 secondes'

2025-01-06 17:37:43.11 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-06 17:37:43.18 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate = '0,0781 secondes'

2025-01-06 17:37:44.49 | User | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-06 17:37:44.59 | User | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click = '0,1016 secondes'

2025-01-06 17:37:44.64 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-06 17:37:44.71 | User | APP_v5.J.xlsb | modImport:Client_List_Import_All
2025-01-06 17:37:45.13 | User | APP_v5.J.xlsb | modImport:ResizeTable
2025-01-06 17:37:45.17 | User | APP_v5.J.xlsb | modImport:ResizeTable = '0,0430 secondes'

2025-01-06 17:37:45.20 | User | APP_v5.J.xlsb | modImport:ApplyFormatting
2025-01-06 17:37:45.24 | User | APP_v5.J.xlsb | modImport:ApplyFormatting = '0,0469 secondes'

2025-01-06 17:37:45.34 | User | APP_v5.J.xlsb | modImport:Client_List_Import_All = '0,6328 secondes'

2025-01-06 17:37:45.38 | User | APP_v5.J.xlsb | modImport:TEC_Import_All
2025-01-06 17:37:45.92 | User | APP_v5.J.xlsb | modImport:TEC_Import_All = '0,5430 secondes'

2025-01-06 17:37:45.99 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate = '1,3516 secondes'

2025-01-06 17:37:48.20 | User | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-06 17:37:48.25 | User | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = '0,0508 secondes'

2025-01-06 17:37:53.43 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:37:53.47 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:38:04.70 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '11,2500 secondes'

2025-01-06 17:38:05.94 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:38:05.98 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:38:07.92 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '1,9453 secondes'

2025-01-06 17:38:07.96 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:38:08.04 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:38:09.70 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '1,6641 secondes'

2025-01-06 17:38:09.75 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-06 17:38:09.83 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate = '0,0977 secondes'

2025-01-06 17:38:16.57 | User | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-06 17:38:16.66 | User | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu = '0,0938 secondes'

2025-01-06 17:38:17.47 | User | APP_v5.J.xlsb | modMenu:SauvegarderEtSortirApplication
2025-01-06 17:38:19.11 | User | APP_v5.J.xlsb | modMenu:Delete_User_Active_File
2025-01-06 17:38:19.23 | User | APP_v5.J.xlsb | modMenu:Delete_User_Active_File = '0,1328 secondes'

2025-01-06 17:38:19.30 | User | APP_v5.J.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2025-01-06 17:39:56.38 | User | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-06 17:39:56.43 | User | APP_v5.J.xlsb | OK - Validation d'accès serveur terminée = '0,0039 secondes'

2025-01-06 17:39:56.47 | User | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File
2025-01-06 17:39:56.56 | User | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File = '0,1016 secondes'

2025-01-06 17:39:56.63 | User | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat
2025-01-06 17:39:56.68 | User | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat = '0,0625 secondes'

2025-01-06 17:39:56.72 | User | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile
2025-01-06 17:39:57.06 | User | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile = '0,3477 secondes'

2025-01-06 17:39:57.10 | User | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu
2025-01-06 17:39:57.18 | User | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu = '0,0859 secondes'

2025-01-06 17:39:57.22 | User | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername
2025-01-06 17:39:57.26 | User | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername = '0,0430 secondes'

2025-01-06 17:39:57.30 | User | APP_v5.J.xlsb | modAppli:CodeEssentielDepart = '0,9336 secondes'

2025-01-06 17:39:57.45 | User | APP_v5.J.xlsb | modMenu:menuTEC_Click
2025-01-06 17:39:57.53 | User | APP_v5.J.xlsb | modMenu:menuTEC_Click = '0,0859 secondes'

2025-01-06 17:39:58.36 | User | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-06 17:39:58.48 | User | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click = '0,1328 secondes'

2025-01-06 17:39:58.54 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-06 17:39:58.57 | User | APP_v5.J.xlsb | modImport:Client_List_Import_All
2025-01-06 17:39:58.95 | User | APP_v5.J.xlsb | modImport:ResizeTable
2025-01-06 17:39:58.99 | User | APP_v5.J.xlsb | modImport:ResizeTable = '0,0430 secondes'

2025-01-06 17:39:59.03 | User | APP_v5.J.xlsb | modImport:ApplyFormatting
2025-01-06 17:39:59.06 | User | APP_v5.J.xlsb | modImport:ApplyFormatting = '0,0430 secondes'

2025-01-06 17:39:59.15 | User | APP_v5.J.xlsb | modImport:Client_List_Import_All = '0,5820 secondes'

2025-01-06 17:39:59.22 | User | APP_v5.J.xlsb | modImport:TEC_Import_All
2025-01-06 17:39:59.68 | User | APP_v5.J.xlsb | modImport:TEC_Import_All = '0,4648 secondes'

2025-01-06 17:39:59.75 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Activate = '1,2188 secondes'

2025-01-06 17:40:00.88 | User | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-06 17:40:00.93 | User | APP_v5.J.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate = '0,0508 secondes'

2025-01-06 17:40:03.29 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:40:03.33 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(06-01-2025, 600, 15)
2025-01-06 17:40:43.10 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '39,7930 secondes'

2025-01-06 17:40:49.00 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate
2025-01-06 17:40:49.05 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date(01-06-2025, 600, 15)
2025-01-06 17:40:49.11 | User | APP_v5.J.xlsb | modFunctions:Fn_Complete_Date = '0,0664 secondes'

2025-01-06 17:40:49.17 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_BeforeUpdate = '0,1719 secondes'

2025-01-06 17:40:49.23 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate
2025-01-06 17:40:49.27 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/01-06-2025
2025-01-06 17:40:49.41 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1406 secondes'

2025-01-06 17:40:49.44 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/01-06-2025
2025-01-06 17:40:49.48 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-06 17:40:49.52 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-06 17:40:49.56 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-06 17:40:49.67 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1133 secondes'

2025-01-06 17:40:49.71 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-06 17:40:49.88 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1719 secondes'

2025-01-06 17:40:49.91 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,3984 secondes'

2025-01-06 17:40:49.95 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-06 17:40:50.11 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,1602 secondes'

2025-01-06 17:40:50.14 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-06 17:40:50.23 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,0898 secondes'

2025-01-06 17:40:50.27 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '0,7891 secondes'

2025-01-06 17:40:50.47 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/01-06-2025 = '1,0352 secondes'

2025-01-06 17:40:50.51 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate = '1,2930 secondes'

2025-01-06 17:41:00.82 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-06 17:41:00.92 | User | APP_v5.J.xlsb | ufSaisieHeures:UserForm_Terminate = '0,1055 secondes'

2025-01-06 17:41:04.99 | User | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-06 17:41:05.08 | User | APP_v5.J.xlsb | modMenu:Hide_All_Worksheets_Except_Menu = '0,0938 secondes'

2025-01-06 17:41:07.17 | User | APP_v5.J.xlsb | modMenu:SauvegarderEtSortirApplication
2025-01-06 17:41:08.86 | User | APP_v5.J.xlsb | modMenu:Delete_User_Active_File
2025-01-06 17:41:09.03 | User | APP_v5.J.xlsb | modMenu:Delete_User_Active_File = '0,1797 secondes'

2025-01-06 17:41:09.08 | User | APP_v5.J.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2025-01-06 18:01:15.54 | GuillaumeCharron | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-06 18:01:15.56 | GuillaumeCharron | APP_v5.J.xlsb | OK - Validation d'accès serveur terminée = '0,0039 secondes'

2025-01-06 18:01:15.59 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File
2025-01-06 18:01:15.63 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Create_User_Active_File = '0,0469 secondes'

2025-01-06 18:01:15.65 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat
2025-01-06 18:01:15.68 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:Setup_UserDateFormat = '0,0273 secondes'

2025-01-06 18:01:15.70 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile
2025-01-06 18:01:15.79 | GuillaumeCharron | APP_v5.J.xlsb | ThisWorkbook:BackupMasterFile = '0,0977 secondes'

2025-01-06 18:01:15.81 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu
2025-01-06 18:01:15.85 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:WriteInfoOnMainMenu = '0,0430 secondes'

2025-01-06 18:01:15.88 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername
2025-01-06 18:01:15.90 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:HideDevShapesBasedOnUsername = '0,0312 secondes'

2025-01-06 18:01:15.93 | GuillaumeCharron | APP_v5.J.xlsb | modAppli:CodeEssentielDepart = '0,4023 secondes'

2025-01-06 18:01:18.04 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:menuTEC_Click
2025-01-06 18:01:18.09 | GuillaumeCharron | APP_v5.J.xlsb | modMenu:menuTEC_Click = '0,0547 secondes'

2025-01-06 18:01:19.95 | GuillaumeCharron | APP_v5.J.xlsb | modMENU_TEC:SaisieHeures_Click
