2025-01-13 12:16:33.97 | vgervais | APP_v5.M.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****

2025-01-13 15:37:37.66 | Annie | APP_v5.M.xlsb | wshStatsHeuresPivotTables:Worksheet_Activate
2025-01-13 15:37:37.74 | Annie | APP_v5.M.xlsb | modImport:TEC_Import_All
2025-01-13 15:37:39.19 | Annie | APP_v5.M.xlsb | modImport:TEC_Import_All *** = '1.4648 secondes'

2025-01-13 15:37:39.31 | Annie | APP_v5.M.xlsb | wshStatsHeuresPivotTables:Worksheet_Activate *** = '1.6641 secondes'

2025-01-13 15:37:45.63 | Annie | APP_v5.M.xlsb | wshStatsHeuresPivotTables:Worksheet_Change($B$4)
2025-01-13 15:37:45.70 | Annie | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change($S$7)
2025-01-13 15:37:45.77 | Annie | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-13 15:37:45.85 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-13 15:37:46.04 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0.2070 secondes'

2025-01-13 15:37:46.12 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-13 15:37:46.64 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0.5273 secondes'

2025-01-13 15:37:46.71 | Annie | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0.9531 secondes'

2025-01-13 15:37:46.80 | Annie | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-13 15:37:47.09 | Annie | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF *** = '0.3203 secondes'

2025-01-13 15:37:47.18 | Annie | APP_v5.M.xlsb | modAppli:UpdatePivotTables
2025-01-13 15:37:47.42 | Annie | APP_v5.M.xlsb | modAppli:UpdatePivotTables *** = '0.2578 secondes'

2025-01-13 15:37:47.51 | Annie | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '1.8242 secondes'

2025-01-13 15:37:47.63 | Annie | APP_v5.M.xlsb | wshStatsHeuresPivotTables:Worksheet_Change *** = '2.0156 secondes'

2025-01-13 15:38:03.05 | Annie | APP_v5.M.xlsb | modMENU_TEC:SaisieHeures_Click
2025-01-13 15:38:03.15 | Annie | APP_v5.M.xlsb | modMENU_TEC:SaisieHeures_Click *** = '0.1172 secondes'

2025-01-13 15:38:03.25 | Annie | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Activate
2025-01-13 15:38:03.32 | Annie | APP_v5.M.xlsb | modImport:Client_List_Import_All
2025-01-13 15:38:04.05 | Annie | APP_v5.M.xlsb | modImport:ResizeTable
2025-01-13 15:38:04.13 | Annie | APP_v5.M.xlsb | modImport:ResizeTable *** = '0.0977 secondes'

2025-01-13 15:38:04.21 | Annie | APP_v5.M.xlsb | modImport:ApplyFormatting
2025-01-13 15:38:04.30 | Annie | APP_v5.M.xlsb | modImport:ApplyFormatting *** = '0.1133 secondes'

2025-01-13 15:38:04.46 | Annie | APP_v5.M.xlsb | modImport:Client_List_Import_All *** = '1.1602 secondes'

2025-01-13 15:38:04.55 | Annie | APP_v5.M.xlsb | modImport:TEC_Import_All
2025-01-13 15:38:05.90 | Annie | APP_v5.M.xlsb | modImport:TEC_Import_All *** = '1.3711 secondes'

2025-01-13 15:38:05.00 | Annie | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Activate *** = '2.7695 secondes'

2025-01-13 15:38:14.15 | Annie | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-13 15:38:14.24 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-13 15:38:14.45 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0.2188 secondes'

2025-01-13 15:38:14.53 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-13 15:38:14.85 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0.3320 secondes'

2025-01-13 15:38:14.93 | Annie | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0.7891 secondes'

2025-01-13 15:38:15.04 | Annie | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-13 15:38:15.33 | Annie | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF *** = '0.3086 secondes'

2025-01-13 15:38:15.40 | Annie | APP_v5.M.xlsb | modAppli:UpdatePivotTables
2025-01-13 15:38:15.55 | Annie | APP_v5.M.xlsb | modAppli:UpdatePivotTables *** = '0.1641 secondes'

2025-01-13 15:38:15.70 | Annie | APP_v5.M.xlsb | ufStatsHeures:UserForm_Initialize
2025-01-13 15:38:15.77 | Annie | APP_v5.M.xlsb | ufStatsHeures:ChargerListBoxAvec52DernieresSemaines
2025-01-13 15:38:15.86 | Annie | APP_v5.M.xlsb | ufStatsHeures:lbxDatesSemaines_Click(2025-01-13 au 2025-01-19)
2025-01-13 15:38:15.93 | Annie | APP_v5.M.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick(2025-01-13 au 2025-01-19)
2025-01-13 15:38:16.02 | Annie | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-13 15:38:16.09 | Annie | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-13 15:38:16.17 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-13 15:38:16.36 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0.2109 secondes'

2025-01-13 15:38:16.45 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-13 15:38:16.72 | Annie | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0.2891 secondes'

2025-01-13 15:38:16.82 | Annie | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0.7500 secondes'

2025-01-13 15:38:16.91 | Annie | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-13 15:38:17.16 | Annie | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF *** = '0.2734 secondes'

2025-01-13 15:38:17.25 | Annie | APP_v5.M.xlsb | modAppli:UpdatePivotTables
2025-01-13 15:38:17.40 | Annie | APP_v5.M.xlsb | modAppli:UpdatePivotTables *** = '0.1641 secondes'

2025-01-13 15:38:17.48 | Annie | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '1.4727 secondes'

2025-01-13 15:38:17.67 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesSemaine
2025-01-13 15:38:17.75 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesSemaine *** = '0.0898 secondes'

2025-01-13 15:38:17.84 | Annie | APP_v5.M.xlsb | ufStatsHeures:lbxDatesSemaines_Click_or_DblClick *** = '1.9258 secondes'

2025-01-13 15:38:17.92 | Annie | APP_v5.M.xlsb | ufStatsHeures:lbxDatesSemaines_Click *** = '2.0781 secondes'

2025-01-13 15:38:18.01 | Annie | APP_v5.M.xlsb | ufStatsHeures:ChargerListBoxAvec52DernieresSemaines *** = '2.2578 secondes'

2025-01-13 15:38:18.09 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesSemaine
2025-01-13 15:38:18.18 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesSemaine *** = '0.1016 secondes'

2025-01-13 15:38:18.26 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesMois
2025-01-13 15:38:18.36 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesMois *** = '0.1094 secondes'

2025-01-13 15:38:18.44 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesTrimestre
2025-01-13 15:38:18.52 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesTrimestre *** = '0.0977 secondes'

2025-01-13 15:38:18.61 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesAnneeFinanciere
2025-01-13 15:38:18.69 | Annie | APP_v5.M.xlsb | ufStatsHeures:AddColonnesAnneeFinanciere *** = '0.0977 secondes'

2025-01-13 15:38:18.77 | Annie | APP_v5.M.xlsb | ufStatsHeures:UserForm_Initialize *** = '3.0938 secondes'

2025-01-13 15:38:33.11 | Annie | APP_v5.M.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate
2025-01-13 15:38:33.20 | Annie | APP_v5.M.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate *** = '0.1055 secondes'

2025-01-13 15:38:33.29 | Annie | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Terminate
2025-01-13 15:38:33.39 | Annie | APP_v5.M.xlsb | ufSaisieHeures:UserForm_Terminate *** = '0.1094 secondes'

2025-01-13 15:38:34.77 | Annie | APP_v5.M.xlsb | wshStatsHeuresPivotTables:Worksheet_Activate
2025-01-13 15:38:34.84 | Annie | APP_v5.M.xlsb | modImport:TEC_Import_All
2025-01-13 15:38:36.25 | Annie | APP_v5.M.xlsb | modImport:TEC_Import_All *** = '1.4180 secondes'

2025-01-13 15:38:36.38 | Annie | APP_v5.M.xlsb | wshStatsHeuresPivotTables:Worksheet_Activate *** = '1.6406 secondes'

2025-01-13 15:38:36.51 | Annie | APP_v5.M.xlsb | modMenu:Hide_All_Worksheets_Except_Menu
2025-01-13 15:38:36.59 | Annie | APP_v5.M.xlsb | modMenu:Hide_All_Worksheets_Except_Menu *** = '0.0977 secondes'

2025-01-13 15:38:39.21 | Annie | APP_v5.M.xlsb | modMenu:SauvegarderEtSortirApplication
2025-01-13 15:38:40.67 | Annie | APP_v5.M.xlsb | modMenu:Delete_User_Active_File
2025-01-13 15:38:40.85 | Annie | APP_v5.M.xlsb | modMenu:Delete_User_Active_File *** = '0.1914 secondes'

2025-01-13 15:38:40.92 | Annie | APP_v5.M.xlsb | ***** Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) *****

2025-01-13 16:20:51.21 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate[movendo]
2025-01-13 16:20:51.27 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - movendo
2025-01-13 16:20:51.31 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1085 *** = '0,0430 secondes'

2025-01-13 16:20:51.34 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,1367 secondes'

2025-01-13 16:20:51.40 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:lstboxNomClient_DblClick
2025-01-13 16:20:51.47 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - Les Gestions Movendo Inc. [Dominique Bouvrette]
2025-01-13 16:20:51.51 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1662 *** = '0,0430 secondes'

2025-01-13 16:20:51.55 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:lstboxNomClient_DblClick *** = '0,1484 secondes'

2025-01-13 16:20:51.59 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Les Gestions Movendo Inc. [Dominique Bouvrette]]
2025-01-13 16:20:51.63 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - Les Gestions Movendo Inc. [Dominique Bouvrette]
2025-01-13 16:20:51.67 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1662 *** = '0,0430 secondes'

2025-01-13 16:20:51.71 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,1289 secondes'

2025-01-13 16:21:21.78 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Discussion avec Michel pour obtention de la JVM et mémorandum]
2025-01-13 16:21:21.83 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0586 secondes'

2025-01-13 16:23:29.93 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.4]
2025-01-13 16:23:29.99 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0625 secondes'

2025-01-13 16:23:30.03 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit[0,40]
2025-01-13 16:23:30.07 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0430 secondes'

2025-01-13 16:23:31.18 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-13 16:23:31.23 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-13 16:23:31.27 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-13 16:23:31.94 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 *** = '0,6875 secondes'

2025-01-13 16:23:31.00 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-13 16:23:32.07 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 *** = '0,0820 secondes'

2025-01-13 16:23:32.12 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/2025-01-13
2025-01-13 16:23:32.21 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0977 secondes'

2025-01-13 16:23:32.25 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-13
2025-01-13 16:23:32.30 | vgervais | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-13 16:23:32.34 | vgervais | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-13 16:23:32.38 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-13 16:23:32.52 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1445 secondes'

2025-01-13 16:23:32.56 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-13 16:23:32.70 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1484 secondes'

2025-01-13 16:23:32.74 | vgervais | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,4102 secondes'

2025-01-13 16:23:32.79 | vgervais | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-13 16:23:32.96 | vgervais | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,1875 secondes'

2025-01-13 16:23:33.01 | vgervais | APP_v5.M.xlsb | modAppli:UpdatePivotTables
2025-01-13 16:23:33.08 | vgervais | APP_v5.M.xlsb | modAppli:UpdatePivotTables *** = '0,0781 secondes'

2025-01-13 16:23:33.13 | vgervais | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,8594 secondes'

2025-01-13 16:23:33.24 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/2025-01-13 *** = '0,9922 secondes'

2025-01-13 16:23:33.28 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne *** = '2,0742 secondes'

2025-01-13 16:23:33.34 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:cmdAdd_Click *** = '2,1562 secondes'

2025-01-13 16:23:34.68 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:lsbHresJour_dblClick[0]
2025-01-13 16:23:34.73 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_Find_Row_Number_TECID
2025-01-13 16:23:34.78 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3374
2025-01-13 16:23:34.82 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_Find_Row_Number_TECID *** = '0,0938 secondes'

2025-01-13 16:23:34.88 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:lsbHresJour_dblClick[3375] *** = '0,2070 secondes'

2025-01-13 16:23:35.92 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Autres non chargeables]
2025-01-13 16:23:35.96 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-13 16:23:36.00 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 *** = '0,0430 secondes'

2025-01-13 16:23:36.04 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtClient_AfterUpdate *** = '0,1289 secondes'

2025-01-13 16:23:48.02 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Rencontrew Guillaume Déplacement + réflexion + Discussion téléphonique avec Guillaume + Suivis des courriel + Discussion Michel]
2025-01-13 16:23:48.07 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtActivite_AfterUpdate *** = '0,0547 secondes'

2025-01-13 16:23:52.26 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[5,4]
2025-01-13 16:23:52.30 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_AfterUpdate *** = '0,0547 secondes'

2025-01-13 16:23:52.35 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit[5,40]
2025-01-13 16:23:52.39 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:txtHeures_Exit *** = '0,0469 secondes'

2025-01-13 16:23:53.28 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:cmdUpdate_Click[3375]
2025-01-13 16:23:53.32 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2025-01-13 16:23:53.36 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-13 16:23:53.40 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 *** = '0,0469 secondes'

2025-01-13 16:23:53.44 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(3375)
2025-01-13 16:23:54.09 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 3375 *** = '0,6562 secondes'

2025-01-13 16:23:54.13 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(3375)
2025-01-13 16:23:54.18 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_Find_Row_Number_TECID
2025-01-13 16:23:54.23 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 3374
2025-01-13 16:23:54.29 | vgervais | APP_v5.M.xlsb | modFunctions:Fn_Find_Row_Number_TECID *** = '0,1328 secondes'

2025-01-13 16:23:54.35 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 3375 *** = '0,2227 secondes'

2025-01-13 16:23:54.40 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 2/13-01-2025
2025-01-13 16:23:54.48 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF *** = '0,0820 secondes'

2025-01-13 16:23:54.52 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/13-01-2025
2025-01-13 16:23:54.57 | vgervais | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-13 16:23:54.61 | vgervais | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-13 16:23:54.65 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-13 16:23:54.76 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local *** = '0,1133 secondes'

2025-01-13 16:23:54.80 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-13 16:23:54.95 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables *** = '0,1445 secondes'

2025-01-13 16:23:54.99 | vgervais | APP_v5.M.xlsb | modTEC_TDB:ActualiserTEC_TDB *** = '0,3867 secondes'

2025-01-13 16:23:55.03 | vgervais | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-13 16:23:55.20 | vgervais | APP_v5.M.xlsb | modStatsHeures:Stats_Heures_AF *** = '0,1758 secondes'

2025-01-13 16:23:55.24 | vgervais | APP_v5.M.xlsb | modAppli:UpdatePivotTables
2025-01-13 16:23:55.30 | vgervais | APP_v5.M.xlsb | modAppli:UpdatePivotTables *** = '0,0703 secondes'

2025-01-13 16:23:55.35 | vgervais | APP_v5.M.xlsb | wshTEC_TDB_Data:Worksheet_Change *** = '0,7852 secondes'

2025-01-13 16:23:55.43 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 2/13-01-2025 *** = '0,9141 secondes'

2025-01-13 16:23:55.46 | vgervais | APP_v5.M.xlsb | modTEC_Saisie:TEC_Modifie_Ligne *** = '2,1562 secondes'

2025-01-13 16:23:55.51 | vgervais | APP_v5.M.xlsb | ufSaisieHeures:cmdUpdate_Click *** = '2,2344 secondes'

2025-01-13 16:24:33.94 | GuillaumeCharron | APP_v5.M.xlsb | wshENC_Saisie:Worksheet_Activate
2025-01-13 16:24:33.97 | GuillaumeCharron | APP_v5.M.xlsb | modImport:Client_List_Import_All
2025-01-13 16:24:34.52 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ResizeTable
2025-01-13 16:24:34.54 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ResizeTable *** = '0,0273 secondes'

2025-01-13 16:24:34.56 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ApplyFormatting
2025-01-13 16:24:34.59 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ApplyFormatting *** = '0,0273 secondes'

2025-01-13 16:24:34.66 | GuillaumeCharron | APP_v5.M.xlsb | modImport:Client_List_Import_All *** = '0,6992 secondes'

2025-01-13 16:24:34.69 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Comptes_Clients_Import_All
2025-01-13 16:24:35.45 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Comptes_Clients_Import_All *** = '0,7617 secondes'

2025-01-13 16:24:35.47 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Détails_Import_All
2025-01-13 16:24:36.55 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Détails_Import_All *** = '1,0898 secondes'

2025-01-13 16:24:36.58 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Entête_Import_All
2025-01-13 16:24:37.27 | GuillaumeCharron | APP_v5.M.xlsb | modImport:FAC_Entête_Import_All *** = '0,6992 secondes'

2025-01-13 16:24:37.30 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Détails_Import_All
2025-01-13 16:24:37.96 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Détails_Import_All *** = '0,6680 secondes'

2025-01-13 16:24:37.98 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Entête_Import_All
2025-01-13 16:24:38.84 | GuillaumeCharron | APP_v5.M.xlsb | modImport:ENC_Entête_Import_All *** = '0,8594 secondes'

2025-01-13 16:24:38.86 | GuillaumeCharron | APP_v5.M.xlsb | modImport:GL_Trans_Import_All
2025-01-13 16:24:40.01 | GuillaumeCharron | APP_v5.M.xlsb | modImport:GL_Trans_Import_All *** = '1,1523 secondes'

2025-01-13 16:24:40.11 | GuillaumeCharron | APP_v5.M.xlsb | modDev_Utils:SetTabOrder(wshENC_Saisie)
2025-01-13 16:24:40.16 | GuillaumeCharron | APP_v5.M.xlsb | modDev_Utils:SetTabOrder *** = '0,0547 secondes'

2025-01-13 16:24:40.18 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
2025-01-13 16:24:40.22 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes *** = '0,0430 secondes'

2025-01-13 16:24:40.47 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date(13/01/25, 30, 0)
2025-01-13 16:24:40.49 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_Complete_Date *** = '0,0234 secondes'

2025-01-13 16:24:40.59 | GuillaumeCharron | APP_v5.M.xlsb | wshENC_Saisie:Worksheet_Activate *** = '6,6562 secondes'

2025-01-13 16:24:43.83 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - Groupe Joman Inc. [Johanne Gemme]
2025-01-13 16:24:43.88 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1150 *** = '0,0547 secondes'

2025-01-13 16:24:43.90 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
2025-01-13 16:24:43.94 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes *** = '0,0508 secondes'

2025-01-13 16:24:43.97 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Get_OS_Invoices
2025-01-13 16:24:44.05 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Get_OS_Invoices_With_AF
2025-01-13 16:24:44.66 | GuillaumeCharron | APP_v5.M.xlsb | modFAC_Enc:ENC_Get_OS_Invoices_With_AF *** = '0,6133 secondes'

2025-01-13 16:24:44.70 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Check_Boxes
2025-01-13 16:24:44.72 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Add_Check_Boxes *** = '0,0312 secondes'

2025-01-13 16:24:44.75 | GuillaumeCharron | APP_v5.M.xlsb | modFAC_Enc:ENC_Load_OS_Invoices *** = '0,7773 secondes'

2025-01-13 16:25:02.72 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - Bureau Vétérinaire Griffintown Inc. [Marie-Hélène Tétreault]
2025-01-13 16:25:02.75 | GuillaumeCharron | APP_v5.M.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1506 *** = '0,0312 secondes'

2025-01-13 16:25:02.77 | GuillaumeCharron | APP_v5.M.xlsb | modENC_Saisie:ENC_Remove_Check_Boxes
