2025-02-13 05:49:38.89 | GuillaumeCharron | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 

2025-02-13 12:29:20.00 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | analyse des avances et disc avec Sandy | 
2025-02-13 12:29:20.02 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-13 12:29:22.46 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.75 | 
2025-02-13 12:29:22.48 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-13 12:29:22.51 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-13 12:29:22.53 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-13 12:29:23.67 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 12:29:23.69 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 12:29:23.73 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Maranda Lauzon Inc. [Sandy Maranda] | 
2025-02-13 12:29:23.75 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-13 12:29:23.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 12:29:24.58 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8164 secondes

2025-02-13 12:29:24.60 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 12:29:24.68 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0781 secondes

2025-02-13 12:29:24.70 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-13 | 
2025-02-13 12:29:24.79 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1016 secondes

2025-02-13 12:29:24.81 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-13 | 
2025-02-13 12:29:24.85 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 12:29:24.87 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 12:29:24.89 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 12:29:25.05 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1680 secondes

2025-02-13 12:29:25.08 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 12:29:25.17 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0977 secondes

2025-02-13 12:29:25.19 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3281 secondes

2025-02-13 12:29:25.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 12:29:25.40 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1875 secondes

2025-02-13 12:29:25.41 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 12:29:25.46 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0547 secondes

2025-02-13 12:29:25.48 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6406 secondes

2025-02-13 12:29:25.55 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-13 | 0,7344 secondes

2025-02-13 12:29:25.57 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 1,8750 secondes

2025-02-13 12:29:25.59 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 1,9180 secondes

2025-02-13 13:09:32.79 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 6 | 
2025-02-13 13:09:32.82 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-13 13:09:32.87 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4095 | -1 | 
2025-02-13 13:09:32.89 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0703 secondes

2025-02-13 13:09:32.95 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4098] |  | 0,1680 secondes

2025-02-13 13:09:33.77 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Maranda Lauzon Inc. [Sandy Maranda] | 
2025-02-13 13:09:33.79 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-13 13:09:56.84 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | analyse des avances et disc avec Sandy + analyse de T1 + tel avec Marienoel pour confirmer et fournir directives à Michael | 
2025-02-13 13:09:56.88 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0430 secondes

2025-02-13 13:09:58.49 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.25 | 
2025-02-13 13:09:58.52 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-13 13:09:58.54 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 1,25 | 
2025-02-13 13:09:58.56 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-13 13:09:59.87 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdUpdate_Click | 4098 | 
2025-02-13 13:09:59.89 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-13 13:09:59.91 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4098 | 
2025-02-13 13:10:00.75 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4098 | 0,8320 secondes

2025-02-13 13:10:00.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4098 | 
2025-02-13 13:10:00.79 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-13 13:10:00.82 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4095 | -1 | 
2025-02-13 13:10:00.84 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0586 secondes

2025-02-13 13:10:00.93 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4098 | 0,1602 secondes

2025-02-13 13:10:00.95 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/13/02/25 | 
2025-02-13 13:10:01.07 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1328 secondes

2025-02-13 13:10:01.10 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/13/02/25 | 
2025-02-13 13:10:01.13 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 13:10:01.16 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 13:10:01.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 13:10:01.30 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1328 secondes

2025-02-13 13:10:01.33 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 13:10:01.45 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1172 secondes

2025-02-13 13:10:01.47 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3125 secondes

2025-02-13 13:10:01.48 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 13:10:01.66 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1797 secondes

2025-02-13 13:10:01.68 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 13:10:01.73 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0508 secondes

2025-02-13 13:10:01.75 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6211 secondes

2025-02-13 13:10:01.81 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/13/02/25 | 0,7148 secondes

2025-02-13 13:10:01.83 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 1,9414 secondes

2025-02-13 13:10:01.85 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 1,9805 secondes

2025-02-13 13:33:46.59 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Gestion Robert Lacombe Inc. [Succession Robert Lacombe] Chauffage | 
2025-02-13 13:33:46.63 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0352 secondes

2025-02-13 13:33:46.84 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Gestion Robert Lacombe Inc. [Succession Robert Lacombe] | 
2025-02-13 13:33:46.86 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0352 secondes

2025-02-13 13:33:59.07 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | courriel de demande d'info de notaire | 
2025-02-13 13:33:59.11 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0352 secondes

2025-02-13 13:33:59.70 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.4 | 
2025-02-13 13:33:59.72 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0273 secondes

2025-02-13 13:33:59.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,40 | 
2025-02-13 13:33:59.77 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-13 13:34:01.02 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 13:34:01.05 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 13:34:01.07 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Gestion Robert Lacombe Inc. [Succession Robert Lacombe] | 
2025-02-13 13:34:01.10 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-13 13:34:01.12 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 13:34:01.94 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8242 secondes

2025-02-13 13:34:01.96 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 13:34:02.04 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0859 secondes

2025-02-13 13:34:02.07 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-13 | 
2025-02-13 13:34:02.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1211 secondes

2025-02-13 13:34:02.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-13 | 
2025-02-13 13:34:02.26 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 13:34:02.28 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 13:34:02.30 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 13:34:02.47 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1680 secondes

2025-02-13 13:34:02.50 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 13:34:02.61 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1133 secondes

2025-02-13 13:34:02.63 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3555 secondes

2025-02-13 13:34:02.65 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 13:34:02.84 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1914 secondes

2025-02-13 13:34:02.86 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 13:34:02.92 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0664 secondes

2025-02-13 13:34:02.94 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6875 secondes

2025-02-13 13:34:02.99 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-13 | 0,7812 secondes

2025-02-13 13:34:03.01 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 1,9609 secondes

2025-02-13 13:34:03.03 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,0078 secondes

2025-02-13 13:40:15.49 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Éco-Terres Claudel Inc. [Louise Papin] Société gestion Retco Lté | 
2025-02-13 13:40:15.52 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-13 13:40:15.78 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Éco-Terres Claudel Inc. [Louise Papin] | 
2025-02-13 13:40:15.80 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-13 13:40:30.54 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | remettre en contexte la fiducie | 
2025-02-13 13:40:30.57 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-13 13:40:31.21 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.4 | 
2025-02-13 13:40:31.23 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-13 13:40:31.26 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,40 | 
2025-02-13 13:40:31.28 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-13 13:40:42.82 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | revoir le dossier pour me remettre en contexte la fiducie | 
2025-02-13 13:40:42.85 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0352 secondes

2025-02-13 13:40:42.89 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 13:40:42.91 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 13:40:42.93 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Éco-Terres Claudel Inc. [Louise Papin] | 
2025-02-13 13:40:42.95 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-13 13:40:42.98 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 13:40:43.81 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8398 secondes

2025-02-13 13:40:43.83 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 13:40:43.91 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0781 secondes

2025-02-13 13:40:43.93 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-13 | 
2025-02-13 13:40:44.03 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-13 13:40:44.05 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-13 | 
2025-02-13 13:40:44.09 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 13:40:44.11 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 13:40:44.13 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 13:40:44.30 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1758 secondes

2025-02-13 13:40:44.34 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 13:40:44.44 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-13 13:40:44.46 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3477 secondes

2025-02-13 13:40:44.48 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 13:40:44.69 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2188 secondes

2025-02-13 13:40:44.71 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 13:40:44.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0508 secondes

2025-02-13 13:40:44.78 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7070 secondes

2025-02-13 13:40:44.86 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-13 | 0,8164 secondes

2025-02-13 13:40:44.88 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 1,9805 secondes

2025-02-13 13:40:44.90 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,0195 secondes

2025-02-13 13:55:27.57 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Martin Lavoie (compagnie à être créée) | 
2025-02-13 13:55:27.60 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0312 secondes

2025-02-13 13:55:27.88 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Martin Lavoie (compagnie à être créée) | 
2025-02-13 13:55:27.91 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0352 secondes

2025-02-13 13:55:38.93 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | courriel entre avocats | 
2025-02-13 13:55:38.96 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-13 13:55:39.93 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.4 | 
2025-02-13 13:55:39.95 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-13 13:55:39.98 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,40 | 
2025-02-13 13:55:39.00 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-13 13:55:41.21 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 13:55:41.23 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 13:55:41.26 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Martin Lavoie (compagnie à être créée) | 
2025-02-13 13:55:41.28 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-13 13:55:41.30 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 13:55:42.14 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8438 secondes

2025-02-13 13:55:42.16 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 13:55:42.24 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0820 secondes

2025-02-13 13:55:42.26 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-13 | 
2025-02-13 13:55:42.37 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1055 secondes

2025-02-13 13:55:42.39 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-13 | 
2025-02-13 13:55:42.42 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 13:55:42.44 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 13:55:42.46 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 13:55:42.63 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1719 secondes

2025-02-13 13:55:42.66 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 13:55:42.76 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1016 secondes

2025-02-13 13:55:42.78 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3398 secondes

2025-02-13 13:55:42.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 13:55:43.02 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2188 secondes

2025-02-13 13:55:43.04 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 13:55:43.10 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-13 13:55:43.12 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7031 secondes

